Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	1000c_1 Spectral Count	1000c_2 Spectral Count	1000c_3 Spectral Count	1000c_4 Spectral Count	16hpf_1 Spectral Count	16hpf_2 Spectral Count	16hpf_3 Spectral Count	16hpf_4 Spectral Count	256c_1 Spectral Count	256c_2 Spectral Count	256c_3 Spectral Count	256c_4 Spectral Count	28hpf_1 Spectral Count	28hpf_2 Spectral Count	28hpf_3 Spectral Count	28hpf_4 Spectral Count	3dpf_1 Spectral Count	3dpf_2 Spectral Count	3dpf_3 Spectral Count	3dpf_4 Spectral Count	4c_1 Spectral Count	4c_2 Spectral Count	4c_3 Spectral Count	4c_4 Spectral Count	5dpf_1 Spectral Count	5dpf_2 Spectral Count	5dpf_3 Spectral Count	5dpf_4 Spectral Count	Bud_1 Spectral Count	Bud_2 Spectral Count	Bud_3 Spectral Count	Bud_4 Spectral Count	Dome_1 Spectral Count	Dome_2 Spectral Count	Dome_3 Spectral Count	Dome_4 Spectral Count	Oblong_1 Spectral Count	Oblong_2 Spectral Count	Oblong_3 Spectral Count	Oblong_4 Spectral Count	1000c_1 Unique Spectral Count	1000c_2 Unique Spectral Count	1000c_3 Unique Spectral Count	1000c_4 Unique Spectral Count	16hpf_1 Unique Spectral Count	16hpf_2 Unique Spectral Count	16hpf_3 Unique Spectral Count	16hpf_4 Unique Spectral Count	256c_1 Unique Spectral Count	256c_2 Unique Spectral Count	256c_3 Unique Spectral Count	256c_4 Unique Spectral Count	28hpf_1 Unique Spectral Count	28hpf_2 Unique Spectral Count	28hpf_3 Unique Spectral Count	28hpf_4 Unique Spectral Count	3dpf_1 Unique Spectral Count	3dpf_2 Unique Spectral Count	3dpf_3 Unique Spectral Count	3dpf_4 Unique Spectral Count	4c_1 Unique Spectral Count	4c_2 Unique Spectral Count	4c_3 Unique Spectral Count	4c_4 Unique Spectral Count	5dpf_1 Unique Spectral Count	5dpf_2 Unique Spectral Count	5dpf_3 Unique Spectral Count	5dpf_4 Unique Spectral Count	Bud_1 Unique Spectral Count	Bud_2 Unique Spectral Count	Bud_3 Unique Spectral Count	Bud_4 Unique Spectral Count	Dome_1 Unique Spectral Count	Dome_2 Unique Spectral Count	Dome_3 Unique Spectral Count	Dome_4 Unique Spectral Count	Oblong_1 Unique Spectral Count	Oblong_2 Unique Spectral Count	Oblong_3 Unique Spectral Count	Oblong_4 Unique Spectral Count	1000c_1 Total Spectral Count	1000c_2 Total Spectral Count	1000c_3 Total Spectral Count	1000c_4 Total Spectral Count	16hpf_1 Total Spectral Count	16hpf_2 Total Spectral Count	16hpf_3 Total Spectral Count	16hpf_4 Total Spectral Count	256c_1 Total Spectral Count	256c_2 Total Spectral Count	256c_3 Total Spectral Count	256c_4 Total Spectral Count	28hpf_1 Total Spectral Count	28hpf_2 Total Spectral Count	28hpf_3 Total Spectral Count	28hpf_4 Total Spectral Count	3dpf_1 Total Spectral Count	3dpf_2 Total Spectral Count	3dpf_3 Total Spectral Count	3dpf_4 Total Spectral Count	4c_1 Total Spectral Count	4c_2 Total Spectral Count	4c_3 Total Spectral Count	4c_4 Total Spectral Count	5dpf_1 Total Spectral Count	5dpf_2 Total Spectral Count	5dpf_3 Total Spectral Count	5dpf_4 Total Spectral Count	Bud_1 Total Spectral Count	Bud_2 Total Spectral Count	Bud_3 Total Spectral Count	Bud_4 Total Spectral Count	Dome_1 Total Spectral Count	Dome_2 Total Spectral Count	Dome_3 Total Spectral Count	Dome_4 Total Spectral Count	Oblong_1 Total Spectral Count	Oblong_2 Total Spectral Count	Oblong_3 Total Spectral Count	Oblong_4 Total Spectral Count	1000c_1 Intensity	1000c_2 Intensity	1000c_3 Intensity	1000c_4 Intensity	16hpf_1 Intensity	16hpf_2 Intensity	16hpf_3 Intensity	16hpf_4 Intensity	256c_1 Intensity	256c_2 Intensity	256c_3 Intensity	256c_4 Intensity	28hpf_1 Intensity	28hpf_2 Intensity	28hpf_3 Intensity	28hpf_4 Intensity	3dpf_1 Intensity	3dpf_2 Intensity	3dpf_3 Intensity	3dpf_4 Intensity	4c_1 Intensity	4c_2 Intensity	4c_3 Intensity	4c_4 Intensity	5dpf_1 Intensity	5dpf_2 Intensity	5dpf_3 Intensity	5dpf_4 Intensity	Bud_1 Intensity	Bud_2 Intensity	Bud_3 Intensity	Bud_4 Intensity	Dome_1 Intensity	Dome_2 Intensity	Dome_3 Intensity	Dome_4 Intensity	Oblong_1 Intensity	Oblong_2 Intensity	Oblong_3 Intensity	Oblong_4 Intensity	1000c_1 MaxLFQ Intensity	1000c_2 MaxLFQ Intensity	1000c_3 MaxLFQ Intensity	1000c_4 MaxLFQ Intensity	16hpf_1 MaxLFQ Intensity	16hpf_2 MaxLFQ Intensity	16hpf_3 MaxLFQ Intensity	16hpf_4 MaxLFQ Intensity	256c_1 MaxLFQ Intensity	256c_2 MaxLFQ Intensity	256c_3 MaxLFQ Intensity	256c_4 MaxLFQ Intensity	28hpf_1 MaxLFQ Intensity	28hpf_2 MaxLFQ Intensity	28hpf_3 MaxLFQ Intensity	28hpf_4 MaxLFQ Intensity	3dpf_1 MaxLFQ Intensity	3dpf_2 MaxLFQ Intensity	3dpf_3 MaxLFQ Intensity	3dpf_4 MaxLFQ Intensity	4c_1 MaxLFQ Intensity	4c_2 MaxLFQ Intensity	4c_3 MaxLFQ Intensity	4c_4 MaxLFQ Intensity	5dpf_1 MaxLFQ Intensity	5dpf_2 MaxLFQ Intensity	5dpf_3 MaxLFQ Intensity	5dpf_4 MaxLFQ Intensity	Bud_1 MaxLFQ Intensity	Bud_2 MaxLFQ Intensity	Bud_3 MaxLFQ Intensity	Bud_4 MaxLFQ Intensity	Dome_1 MaxLFQ Intensity	Dome_2 MaxLFQ Intensity	Dome_3 MaxLFQ Intensity	Dome_4 MaxLFQ Intensity	Oblong_1 MaxLFQ Intensity	Oblong_2 MaxLFQ Intensity	Oblong_3 MaxLFQ Intensity	Oblong_4 MaxLFQ Intensity	Indistinguishable Proteins
contam_sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	Bos taurus	1:Experimental evidence at protein level	Albumin	1.0	0.999	14	27	25	27	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	0	0	0	0	0	0	0	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	0	0	0	0	0	0	0	8	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	11	0	0	0	0	0	0	0	9	0	0	0.0	0.0	9820253.0	0.0	0.0	4.0755304E7	0.0	0.0	0.0	0.0	0.0	0.0	3.0419671E9	3.91312435E9	0.0	0.0	0.0	0.0	0.0	0.0	2.20881766E9	2.3653161E9	0.0	0.0	1.0219652E8	0.0	0.0	0.0	0.0	4.22997862E9	0.0	0.0	0.0	0.0	3.28492518E9	0.0	0.0	3.77143373E9	0.0	0.0	0.0	0.0	8401336.0	0.0	0.0	2.44192976E8	0.0	0.0	0.0	0.0	0.0	0.0	2.60243686E9	3.34772147E9	0.0	0.0	0.0	0.0	0.0	0.0	1.88966822E9	2.02355443E9	0.0	0.0	4.17324864E8	0.0	0.0	0.0	0.0	2.65518182E9	0.0	0.0	0.0	0.0	2.81029018E9	0.0	0.0	2.77030042E9	0.0	0.0	
contam_sp|P04040|CATA_HUMAN	P04040	CATA_HUMAN	CAT	527	Homo sapiens	1:Experimental evidence at protein level	Catalase	1.0	0.999	14	175	175	548	8	7	6	6	3	4	2	7	4	3	7	6	3	6	3	1	1	1	2	1	4	6	7	8	0	1	2	2	3	5	4	2	4	5	9	6	8	4	9	5	8	7	6	6	3	4	2	7	4	3	7	6	3	6	3	1	1	1	2	1	4	6	7	8	0	1	2	2	3	5	4	2	4	5	9	6	8	4	9	5	26	19	22	21	14	13	8	13	16	15	23	21	5	7	7	6	3	2	5	3	15	18	26	26	1	2	4	3	10	9	11	11	17	19	25	23	16	15	28	20	9.1528827E9	8.6620692E9	9.6189604E9	2.12071322E9	3.9224151E9	4.4871977E9	3.1032937E9	3.42349056E9	8.1686938E8	6.0757549E8	7.6163246E9	8.8509082E9	1.58267469E9	1.73783885E9	1.50887654E9	0.0	2.8991872E7	1.46139056E8	1.77835088E8	1.41458672E8	7.7360517E9	2.75134387E9	5.835671E9	4.67087E9	0.0	4.231162E7	4.8372472E7	0.0	4.5394094E9	5.8190454E9	3.54472474E9	4.20504397E9	8.268203E9	5.8584279E9	8.5348925E9	8.9906381E9	1.04459694E10	6.8882422E9	6.4291917E9	4.5588756E9	5.7017149E9	5.3250509E9	4.8466995E9	2.6284224E9	3.29233306E9	3.84970675E9	2.39653888E9	2.66486861E9	2.79649459E9	2.47785904E8	7.4528737E9	6.6010988E9	1.93912115E9	1.39586893E9	7.7639098E8	0.0	1.45853152E8	1.79052176E8	1.76549312E8	1.7331768E8	4.3672397E9	4.44671392E8	3.58122803E9	3.57688678E9	0.0	5.1840948E7	5.9266812E7	0.0	3.9793833E9	2.97707725E9	2.52015949E9	5.1520947E9	6.3720059E9	6.5710807E9	4.360106E9	4.7180611E9	4.7832284E9	4.40032E9	3.94890317E9	5.5856154E9	
contam_sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	1.0	0.999	30	274	236	502	18	11	3	2	16	15	0	0	13	17	2	4	9	11	1	4	0	0	4	4	28	27	14	12	1	2	0	0	6	9	2	1	0	0	8	12	3	3	5	7	16	10	2	1	13	13	0	0	11	15	1	3	8	10	0	3	0	0	4	3	26	24	13	11	1	2	0	0	5	8	1	1	0	0	6	11	2	2	4	6	19	12	3	2	40	36	21	24	14	18	2	4	14	15	7	9	5	6	9	11	30	29	15	12	8	8	7	8	16	21	16	16	1	0	11	15	3	3	5	7	1.96439898E9	1.66733939E9	7.8210984E7	6.6011936E7	2.91637197E9	3.60536806E9	0.0	0.0	2.52581965E9	2.64020762E9	6.3605872E7	5.5701444E7	2.03126989E9	1.67276915E9	0.0	2.4426886E7	0.0	0.0	1.0169192E8	2.2386608E8	7.626114E9	7.7385364E9	7.0564173E8	7.3788634E8	0.0	3196374.2	0.0	0.0	4.71872288E8	5.4966074E8	2.7879124E7	6.0212364E7	0.0	0.0	4.39599744E8	6.4922707E8	1.49284976E8	8.9880864E7	1.63761824E8	9.1016464E7	3.20643968E8	3.44191424E8	4.9123548E7	3.4866272E7	6.290041E8	6.2869485E8	0.0	0.0	4.76045856E8	4.66373216E8	4.1482672E7	2.5362836E7	4.79917472E8	4.30879328E8	0.0	4.0789768E7	0.0	0.0	1.08782984E8	1.16438464E8	1.22215078E9	1.22937664E9	1.3735064E8	1.8201608E8	0.0	2.6164046E7	0.0	0.0	1.42211216E8	1.55094192E8	2.8201478E7	8.5808712E7	0.0	0.0	1.30398744E8	1.33538744E8	6.6466488E7	4.0949136E7	4.6824828E7	3.0457558E7	
contam_sp|P05413|FABPH_HUMAN	P05413	FABPH_HUMAN	FABP3	133	Homo sapiens	1:Experimental evidence at protein level	Fatty acid-binding protein, heart	0.9702	0.9926	3	16	16	16	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	2	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	2	2	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	2	2	0	0	1	1	1	0	0	0	0	0	0	0	2.52149072E8	0.0	0.0	0.0	0.0	0.0	1.8939368E8	2.40977536E8	0.0	0.0	0.0	0.0	0.0	0.0	1.83086928E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72797488E8	1.43370544E8	5.11347168E8	3.31721504E8	2.15665824E8	1.98960496E8	0.0	0.0	1.65885552E8	1.91568192E8	2.49669024E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74976192E8	0.0	0.0	0.0	0.0	0.0	2.06539552E8	2.62793296E8	0.0	0.0	0.0	0.0	0.0	0.0	1.9966184E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88440896E8	1.5634992E8	1.35348208E8	1.25166424E8	1.17828032E8	8.4921848E7	0.0	0.0	1.80903216E8	2.08910912E8	2.72271648E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	Homo sapiens	1:Experimental evidence at protein level	Gelsolin	0.6531	0.973	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8387144E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2909828E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8387144E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2909828E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|P06732|KCRM_HUMAN	P06732	KCRM_HUMAN	CKM	381	Homo sapiens	1:Experimental evidence at protein level	Creatine kinase M-type	1.0	0.999	15	253	253	253	1	2	5	5	2	1	1	1	4	2	6	3	5	3	5	5	13	18	13	14	3	3	3	2	24	26	28	28	2	1	1	1	3	2	2	2	3	4	2	4	1	2	5	5	2	1	1	1	4	2	6	3	5	3	5	5	13	18	13	14	3	3	3	2	24	26	28	28	2	1	1	1	3	2	2	2	3	4	2	4	1	2	5	5	2	1	1	1	4	2	6	3	5	3	5	5	13	18	13	14	3	3	3	2	24	26	28	28	2	1	1	1	3	2	2	2	3	4	2	4	9.7798592E8	1.07234035E9	8.5099309E8	1.08268272E8	2.34619216E8	2.50838176E8	1.35359136E8	1.71383344E8	1.54475034E9	1.49699008E9	1.19731213E9	1.00946349E9	4.44756256E8	3.897968E8	4.38612E8	3.71446912E8	5.3654241E9	6.8996393E9	6.4843674E9	4.4929812E9	1.40409856E9	1.37847309E9	6.8044026E8	6.2973165E8	2.18844283E10	1.8703618E10	9.4334239E9	1.7074644E10	2.44650048E8	2.58807952E8	2.07970752E8	2.21500864E8	3.0380938E7	6.8080288E8	1.15629171E9	1.2478935E9	1.80209984E9	1.49833549E9	8.5731699E8	1.1599968E9	9.164231E8	1.00483808E9	8.1985677E8	1.44055731E9	1.94661728E8	2.35048272E8	1.26838472E8	1.60595008E8	1.11588083E9	1.06148141E9	1.22415373E9	1.15377318E9	3.13981152E8	2.66221088E8	2.53068224E8	2.98301472E8	1.9653088E9	1.20470426E9	2.33860966E9	2.37089946E9	1.00843693E9	1.25305498E9	7.5118451E8	5.9009094E8	5.9161257E9	4.6852106E9	2.03139328E9	3.49287629E9	2.2924968E8	2.42516368E8	1.94879296E8	2.07557696E8	1.4380713E9	7.8384883E8	1.06614707E9	1.17650906E9	1.36970086E9	1.15156813E9	8.0335014E8	1.25442829E9	
contam_sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	Homo sapiens	1:Experimental evidence at protein level	Cathepsin D	0.9846	0.999	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2617152E7	0.0	1.1248152E8	1.15571048E8	0.0	1.07194784E8	0.0	0.0	0.0	0.0	0.0	0.0	1.70078096E8	1.73354944E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2617152E7	0.0	1.1248152E8	1.15571048E8	0.0	1.07194784E8	0.0	0.0	0.0	0.0	0.0	0.0	1.70078096E8	1.73354944E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|P0DTE7|AMY1B_HUMAN	P0DTE7	AMY1B_HUMAN	AMY1B	511	Homo sapiens	1:Experimental evidence at protein level	Alpha-amylase 1B	1.0	0.999	4	69	0	69	3	1	3	2	4	3	1	3	1	1	3	1	2	1	2	3	0	0	0	0	2	3	3	6	0	0	0	0	2	1	2	3	2	3	3	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	2	4	3	1	3	1	1	3	1	2	1	2	3	0	0	0	0	2	3	3	6	0	0	0	0	2	1	2	3	2	3	3	1	2	2	0	0	1.31067456E8	6.8125904E7	1.04813488E8	0.0	5.3025044E7	6.0783248E7	7.8795176E7	1.00593928E8	0.0	0.0	2.468155E7	0.0	1.9228848E8	6.85094E7	1.04866384E8	1.08702688E8	0.0	0.0	0.0	0.0	6.9563552E7	1.71116544E8	8.576664E7	2.1955376E8	0.0	0.0	0.0	0.0	1.93150368E8	7.5595032E7	1.54031232E8	0.0	1.11357184E8	6.3957588E7	1.55153584E8	9.8157176E7	3.2934736E8	1.72949216E8	0.0	0.0	4.7778788E7	6.883696E7	6.1774068E7	0.0	7.5132032E7	6.4324816E7	1.11646152E8	8.3445008E7	0.0	0.0	1.2949258E7	0.0	9.9786592E7	6.9224456E7	7.4245784E7	7.7776504E7	0.0	0.0	0.0	0.0	7.3616712E7	8.897552E7	5.9196364E7	5.4889688E7	0.0	0.0	0.0	0.0	1.00403736E8	7.6384048E7	1.09426064E8	0.0	5.792414E7	6.4625136E7	6.6003716E7	5.644522E7	1.69888736E8	8.9483664E7	0.0	0.0	contam_sp|P0DTE8|AMY1C_HUMAN, contam_sp|P0DUB6|AMY1A_HUMAN
contam_sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 10	1.0	0.999	30	318	295	339	12	20	2	2	24	20	1	1	32	27	1	1	17	24	3	4	0	0	5	8	26	29	3	3	3	2	0	0	12	10	0	1	0	1	8	5	5	4	2	0	11	19	2	2	22	19	1	1	29	24	1	1	15	22	3	4	0	0	5	8	24	27	3	3	3	2	0	0	11	8	0	1	0	1	7	5	5	4	2	0	12	20	2	2	25	21	3	2	33	27	1	1	18	24	4	5	0	0	6	9	27	30	3	3	3	2	2	2	13	11	1	2	0	1	8	5	5	4	2	0	7.5336819E8	7.1869267E8	1.3828995E7	4940202.5	2.35872538E9	2.73069056E9	0.0	0.0	3.59375283E9	4.175552E9	0.0	1.5291785E7	2.06412288E9	2.64888678E9	1.68217062E9	2.4020438E7	0.0	0.0	5.9896544E8	6.4331597E8	6.1354675E9	5.1128735E9	1.1405978E7	4.454748E7	2.104265E7	3.4003456E7	0.0	0.0	4.80361472E8	4.39098944E8	0.0	1.1100946E7	0.0	0.0	1.65605456E8	2.52544624E8	7.1263504E7	3.8880152E7	0.0	0.0	1.91845312E8	1.37458848E8	1.0802832E8	7345541.5	4.31201824E8	3.62301504E8	0.0	0.0	3.90586208E8	5.11252E8	0.0	1.9083272E7	3.24658656E8	2.04254064E8	1.60253088E8	3.5794624E7	0.0	0.0	2.34067408E8	3.5025216E8	5.3432032E8	4.15292096E8	4.9651756E7	3.94324928E8	3.9456616E7	6.3759144E7	0.0	0.0	1.13319008E8	1.0439336E8	0.0	2.7287872E7	0.0	0.0	5.178818E7	5.3881288E7	2.8421162E7	2.8209304E7	0.0	0.0	
contam_sp|P15252|REF_HEVBR	P15252	REF_HEVBR		138	Hevea brasiliensis	1:Experimental evidence at protein level	Rubber elongation factor protein	0.5394	0.9573	3	4	4	4	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.8328402E7	0.0	0.0	2.9399654E7	0.0	0.0	0.0	0.0	0.0	0.0	7.1315416E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6291224E7	0.0	0.0	0.0	0.0	0.0	1.8328402E7	0.0	0.0	2.9399654E7	0.0	0.0	0.0	0.0	0.0	0.0	7.1315416E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6291224E7	0.0	0.0	0.0	0.0	
contam_sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 9	1.0	0.999	20	106	106	106	4	4	0	0	4	4	1	1	4	2	0	0	8	8	3	0	0	0	2	1	11	13	9	8	1	0	1	1	4	1	0	0	0	0	3	4	1	1	1	1	4	4	0	0	4	4	1	1	4	2	0	0	8	8	3	0	0	0	2	1	11	13	9	8	1	0	1	1	4	1	0	0	0	0	3	4	1	1	1	1	4	4	0	0	4	4	1	1	4	2	0	0	8	8	3	0	0	0	2	1	11	13	9	8	1	0	1	1	4	1	0	0	0	0	3	4	1	1	1	1	9.6293976E7	1.2699672E8	0.0	0.0	1.5356424E8	1.4644992E8	3.22543008E8	5086919.5	8.8297176E7	5.6616E7	0.0	0.0	4.3636848E8	2.42063536E8	6.2566968E7	0.0	0.0	0.0	0.0	4.2162876E7	1.98211059E9	1.59222976E9	1.61213888E8	1.31960264E8	0.0	0.0	0.0	0.0	8.6170432E7	4.5216584E7	0.0	0.0	0.0	0.0	0.0	5.2857556E7	0.0	0.0	4022817.8	0.0	5.7405548E7	8.0920768E7	0.0	0.0	1.18560016E8	1.11102552E8	6.2160538E8	6.0955816E7	5.0310064E7	4.6670868E7	0.0	0.0	1.23625824E8	1.15842512E8	4.1730448E7	0.0	0.0	0.0	0.0	4.2452944E7	3.2057424E8	2.87724384E8	6.2108592E7	4.7942892E7	0.0	0.0	0.0	0.0	4.1958444E7	8.7141472E7	0.0	0.0	0.0	0.0	0.0	3.559728E7	0.0	0.0	1.1921241E7	0.0	
contam_sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 2 epidermal	1.0	0.999	26	106	106	203	2	5	1	1	9	10	0	0	13	11	0	0	9	8	0	0	0	0	0	0	11	14	1	1	0	0	0	0	6	1	0	0	0	0	0	1	1	0	0	1	2	5	1	1	9	10	0	0	13	11	0	0	9	8	0	0	0	0	0	0	11	14	1	1	0	0	0	0	6	1	0	0	0	0	0	1	1	0	0	1	5	7	2	2	17	15	4	4	16	14	1	1	11	11	3	4	2	2	2	2	14	18	2	2	1	0	1	3	10	6	4	4	0	1	3	3	2	1	1	2	0.0	1.06144512E8	0.0	0.0	5.03098432E8	1.17352947E9	0.0	0.0	1.20767808E9	1.25951526E9	0.0	0.0	8.2854682E8	8.9097792E8	0.0	0.0	0.0	0.0	0.0	0.0	1.70447206E9	2.35926298E9	0.0	8271116.5	0.0	0.0	0.0	0.0	2.06458784E8	8.2708992E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4602096E7	0.0	0.0	1.92275568E8	1.94103088E8	0.0	0.0	2.70982784E8	2.11751472E8	0.0	0.0	2.12542368E8	1.88276736E8	0.0	0.0	0.0	0.0	0.0	0.0	3.60281056E8	4.03981664E8	0.0	3.946354E7	0.0	0.0	0.0	0.0	5.8475632E7	6.2806436E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|P51965|UB2E1_HUMAN	P51965	UB2E1_HUMAN	UBE2E1	193	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 E1	0.9666	0.9966	2	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9161112E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3360528E7	0.0	0.0	0.0	2.1403548E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3360528E7	0.0	0.0	0.0	2.1403548E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
