Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	170928_MW_1 Spectral Count	170928_MW_2 Spectral Count	170928_MW_3 Spectral Count	170928_MW_4 Spectral Count	170928_MW_5 Spectral Count	170928_MW_6 Spectral Count	170928_MW_1 Unique Spectral Count	170928_MW_2 Unique Spectral Count	170928_MW_3 Unique Spectral Count	170928_MW_4 Unique Spectral Count	170928_MW_5 Unique Spectral Count	170928_MW_6 Unique Spectral Count	170928_MW_1 Total Spectral Count	170928_MW_2 Total Spectral Count	170928_MW_3 Total Spectral Count	170928_MW_4 Total Spectral Count	170928_MW_5 Total Spectral Count	170928_MW_6 Total Spectral Count	170928_MW_1 Intensity	170928_MW_2 Intensity	170928_MW_3 Intensity	170928_MW_4 Intensity	170928_MW_5 Intensity	170928_MW_6 Intensity	170928_MW_1 MaxLFQ Intensity	170928_MW_2 MaxLFQ Intensity	170928_MW_3 MaxLFQ Intensity	170928_MW_4 MaxLFQ Intensity	170928_MW_5 MaxLFQ Intensity	170928_MW_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q502L2|PGAM5_DANRE	Q502L2	PGAM5_DANRE	pgam5	289	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1.0	0.999	5	13	13	13	2	3	2	1	4	1	2	3	2	1	4	1	2	3	2	1	4	1	4.5224016E7	3.9934364E7	9157892.0	2.1450152E7	5.4811348E7	1.0676642E7	2.408537E7	1.4713014E7	7728310.5	2.5236306E7	3.9930788E7	1.256117E7	
sp|Q503E9|IMA6_DANRE	Q503E9	IMA6_DANRE	kpna5	539	Danio rerio	2:Experimental evidence at transcript level	Importin subunit alpha-6	0.9986	0.9986	2	4	4	4	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0.0	3.5018616E7	2.0540524E7	0.0	0.0	2.6169122E7	0.0	3.5018616E7	2.0540524E7	0.0	0.0	2.6169122E7	
sp|Q503I8|NGLY1_DANRE	Q503I8	NGLY1_DANRE	ngly1	644	Danio rerio	2:Experimental evidence at transcript level	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	1.0	0.998	4	9	9	9	1	2	0	2	2	2	1	2	0	2	2	2	1	2	0	2	2	2	0.0	3.38941408E8	0.0	3.43069856E8	3.16276896E8	3.39977088E8	0.0	3.0790368E8	0.0	3.6353488E8	3.03631648E8	3.38088544E8	
sp|Q503L9|NXN_DANRE	Q503L9	NXN_DANRE	nxn	418	Danio rerio	2:Experimental evidence at transcript level	Nucleoredoxin	0.9631	0.999	1	6	6	6	1	1	2	0	1	1	1	1	2	0	1	1	1	1	2	0	1	1	3170072.0	3225760.0	0.0	3.0565496E7	5682825.0	0.0	3170072.0	3225760.0	0.0	3.0565496E7	5682825.0	0.0	
sp|Q52KL1|FITM2_DANRE	Q52KL1	FITM2_DANRE	fitm2	252	Danio rerio	2:Experimental evidence at transcript level	Acyl-coenzyme A diphosphatase FITM2	0.8967	0.9969	1	2	2	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q52PJ5|DPYL3_DANRE	Q52PJ5	DPYL3_DANRE	dpysl3	567	Danio rerio	2:Experimental evidence at transcript level	Dihydropyrimidinase-related protein 3	1.0	0.999	24	179	179	179	21	30	29	34	31	34	21	30	29	34	31	34	21	30	29	34	31	34	2.89281613E9	3.63999155E9	3.09820186E9	5.0889134E9	3.00185626E9	3.17945293E9	4.9657984E8	6.1461158E8	5.8515034E8	7.829865E8	5.6596826E8	5.8872448E8	
sp|Q567B1|OTU1_DANRE	Q567B1	OTU1_DANRE	yod1	301	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin thioesterase OTU1	1.0	0.999	3	12	12	12	4	0	1	1	3	3	4	0	1	1	3	3	4	0	1	1	3	3	3.074071E7	0.0	0.0	1.1965224E7	5.7988832E7	5336939.0	2.8448728E7	0.0	0.0	1.1965224E7	5.7643568E7	5336939.0	
sp|Q567V6|EIF3K_DANRE	Q567V6	EIF3K_DANRE	eif3k	219	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit K	1.0	0.999	2	6	6	6	1	3	2	0	0	0	1	3	2	0	0	0	1	3	2	0	0	0	0.0	2.2015456E7	5.3697004E7	0.0	0.0	0.0	0.0	2.2015456E7	3.616976E7	0.0	0.0	0.0	
sp|Q568F6|PURA2_DANRE	Q568F6	PURA2_DANRE	adss2	455	Danio rerio	2:Experimental evidence at transcript level	Adenylosuccinate synthetase isozyme 2	1.0	0.999	3	6	6	6	0	1	0	1	2	2	0	1	0	1	2	2	0	1	0	1	2	2	0.0	7568738.5	0.0	4801291.0	1.9716858E7	1.7516364E7	0.0	7568738.5	0.0	4801291.0	1.9716858E7	1.7516364E7	
sp|Q568L5|A1A1B_DANRE	Q568L5	A1A1B_DANRE	akr1a1b	324	Danio rerio	2:Experimental evidence at transcript level	Aldo-keto reductase family 1 member A1-B	1.0	0.9989	5	13	13	13	2	3	3	0	3	2	2	3	3	0	3	2	2	3	3	0	3	2	6133596.5	1.19709168E8	6.8116552E7	0.0	3.9255428E7	1.19631024E8	1.2423779E7	3.9885932E7	3.3327756E7	0.0	5.4521332E7	6.459358E7	
sp|Q56A55|MITOS_DANRE	Q56A55	MITOS_DANRE	abcb8	714	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial potassium channel ATP-binding subunit	0.999	0.9976	2	9	9	9	2	2	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q58EB4|HIBCH_DANRE	Q58EB4	HIBCH_DANRE	hibch	382	Danio rerio	2:Experimental evidence at transcript level	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1.0	0.999	4	10	10	10	1	2	1	1	4	1	1	2	1	1	4	1	1	2	1	1	4	1	6329252.5	8368952.0	2.3100794E7	3.4969184E7	5.4755264E7	2.4644158E7	8050863.0	1.0645378E7	2.9384406E7	4.44811E7	1.1928896E7	3.1347578E7	
sp|Q58EE9|GFAP_DANRE	Q58EE9	GFAP_DANRE	gfap	444	Danio rerio	1:Experimental evidence at protein level	Glial fibrillary acidic protein	1.0	0.999	17	65	55	72	7	15	8	12	9	14	6	13	6	10	8	12	9	17	8	12	11	15	7.6035552E8	1.2523177E9	1.06588173E9	8.5018925E8	1.08883738E9	1.09509427E9	4.59909472E8	6.1207296E8	6.9994669E8	4.2544704E8	5.566935E8	5.7141011E8	
sp|Q58EG2|ERLN1_DANRE	Q58EG2	ERLN1_DANRE	erlin1	342	Danio rerio	2:Experimental evidence at transcript level	Erlin-1	1.0	0.999	5	13	7	13	0	5	1	2	2	3	0	2	1	2	1	1	0	5	1	2	2	3	0.0	8.7709184E7	1.9968482E7	1.17714504E8	4.9426932E7	5.8686056E7	0.0	5.4015524E7	2.5814856E7	4.1442628E7	4.3282568E7	3.78445E7	
sp|Q5BJA5|H2B1_DANRE	Q5BJA5	H2B1_DANRE	zgc:112234	124	Danio rerio	2:Experimental evidence at transcript level	Histone H2B 1/2	1.0	0.999	4	45	0	45	8	9	6	7	7	8	0	0	0	0	0	0	8	9	6	7	7	8	6.6435654E8	9.508071E8	6.7564742E8	7.2552614E8	8.5493613E8	6.8079936E8	5.4062944E8	5.7536294E8	8.9195027E8	3.55121632E8	5.4909875E8	4.09936352E8	sp|Q6PC60|H2B3_DANRE
sp|Q5BJJ6|MAT2B_DANRE	Q5BJJ6	MAT2B_DANRE	mat2b	323	Danio rerio	2:Experimental evidence at transcript level	Methionine adenosyltransferase 2 subunit beta	0.9993	0.9978	2	3	3	3	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	9506721.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5BJJ7|BCCIP_DANRE	Q5BJJ7	BCCIP_DANRE	bccip	301	Danio rerio	2:Experimental evidence at transcript level	Protein BCCIP homolog	0.8598	0.9956	1	3	3	3	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0.0	0.0	0.0	3.1233036E7	5850553.5	0.0	0.0	0.0	0.0	3.1233036E7	5850553.5	0.0	
sp|Q5BLE8|RETST_DANRE	Q5BLE8	RETST_DANRE	retsat	607	Danio rerio	1:Experimental evidence at protein level	All-trans-retinol 13,14-reductase	1.0	0.9988	8	21	21	21	4	3	3	5	2	4	4	3	3	5	2	4	4	3	3	5	2	4	5.80044E7	8.2228712E7	4694832.0	4.5215132E7	3.5739948E7	7.874424E7	3.516792E7	4.5138836E7	8238504.5	3.469586E7	3.3438484E7	4.8263132E7	
sp|Q5CZR5|AEP1_DANRE	Q5CZR5	AEP1_DANRE	aep1	315	Danio rerio	1:Experimental evidence at protein level	Aerolysin-like protein	0.9973	0.9989	1	4	4	4	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	2.9970102E7	5.4000528E7	1.7149658E7	0.0	4.8466232E7	0.0	2.9970102E7	5.4000528E7	1.7149658E7	0.0	4.8466232E7	0.0	
sp|Q5CZV0|TM182_DANRE	Q5CZV0	TM182_DANRE	tmem182a	248	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 182	0.8972	0.9969	1	3	3	3	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0.0	3.806866E7	2.360791E7	0.0	5.5695452E7	0.0	0.0	3.806866E7	2.360791E7	0.0	5.5695452E7	0.0	
sp|Q5GIT4|VGFR2_DANRE	Q5GIT4	VGFR2_DANRE	kdr	1357	Danio rerio	1:Experimental evidence at protein level	Vascular endothelial growth factor receptor 2	0.0	0.9971	1	5	0	5	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1.33895616E8	1.82048192E8	1.5371392E8	1.5918216E8	1.33811544E8	1.67585248E8	1.33895616E8	1.82048192E8	1.5371392E8	1.5918216E8	1.33811544E8	1.67585248E8	
sp|Q5I0F6|KAP0_DANRE	Q5I0F6	KAP0_DANRE	prkar1aa	379	Danio rerio	1:Experimental evidence at protein level	cAMP-dependent protein kinase type I-alpha regulatory subunit	1.0	0.999	7	27	27	27	3	5	6	4	5	4	3	5	6	4	5	4	3	5	6	4	5	4	1.47398336E8	2.10206032E8	1.92903536E8	1.8731488E8	0.0	4.5782512E7	3.69854464E8	1.06043752E8	1.03234776E8	1.17462232E8	0.0	3.0414802E7	
sp|Q5MJ86|G3P2_DANRE	Q5MJ86	G3P2_DANRE	gapdh-2	335	Danio rerio	2:Experimental evidence at transcript level	Glyceraldehyde-3-phosphate dehydrogenase 2	1.0	0.999	17	190	190	231	32	31	33	28	34	32	32	31	33	28	34	32	38	38	40	36	41	38	6.263362E9	7.2066253E9	7.2126126E9	7.1863818E9	8.7298785E9	8.1761843E9	2.1742039E9	2.32526643E9	2.36216576E9	2.37874074E9	3.03881242E9	2.5644759E9	
sp|Q5PQY6|LONP2_DANRE	Q5PQY6	LONP2_DANRE	lonp2	840	Danio rerio	2:Experimental evidence at transcript level	Lon protease homolog 2, peroxisomal	0.9887	0.9898	2	3	3	3	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0.0	0.0	0.0	0.0	2.6465154E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5PQZ3|ZNT9_DANRE	Q5PQZ3	ZNT9_DANRE	slc30a9	573	Danio rerio	2:Experimental evidence at transcript level	Proton-coupled zinc antiporter SLC30A9, mitochondrial	0.9382	0.9982	1	4	4	4	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5PR98|NDRG2_DANRE	Q5PR98	NDRG2_DANRE	ndrg2	368	Danio rerio	2:Experimental evidence at transcript level	Protein NDRG2	1.0	0.999	11	73	73	73	13	11	13	9	14	13	13	11	13	9	14	13	13	11	13	9	14	13	4.21896576E8	3.8376144E8	3.573728E8	3.08194784E8	5.10899168E8	4.22910688E8	1.45302032E8	1.13914976E8	1.09611584E8	1.39999328E8	1.22403792E8	1.32697752E8	
sp|Q5PRA2|DHTK1_DANRE	Q5PRA2	DHTK1_DANRE	dhtkd1	920	Danio rerio	2:Experimental evidence at transcript level	2-oxoadipate dehydrogenase complex component E1	1.0	0.999	15	52	52	52	7	9	11	6	9	10	7	9	11	6	9	10	7	9	11	6	9	10	1.122316E8	2.33220816E8	3.14691104E8	1.64397088E8	2.11022496E8	2.9927792E8	4.7361124E7	6.8963688E7	9.8033376E7	7.3398168E7	7.5707208E7	9.430872E7	
sp|Q5PRD0|143BA_DANRE	Q5PRD0	143BA_DANRE	ywhaba	244	Danio rerio	2:Experimental evidence at transcript level	14-3-3 protein beta/alpha-A	1.0	0.999	19	79	79	168	15	13	12	13	13	13	15	13	12	13	13	13	27	31	26	26	29	29	1.788208E9	1.98718656E9	1.61121139E9	1.83409958E9	2.01013824E9	1.8851424E9	5.6197056E8	5.5701126E8	5.569465E8	5.3711328E8	6.0920902E8	5.525104E8	
sp|Q5PYH5|DLG1L_DANRE	Q5PYH5	DLG1L_DANRE	dlg1l	827	Danio rerio	2:Experimental evidence at transcript level	Discs large homolog 1-like protein	0.9149	0.9581	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5PYH6|DLG1_DANRE	Q5PYH6	DLG1_DANRE	dlg1	873	Danio rerio	2:Experimental evidence at transcript level	Disks large homolog 1	0.9249	0.9923	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7.3348032E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5RGE6|HSP7E_DANRE	Q5RGE6	HSP7E_DANRE	hspa14	504	Danio rerio	2:Experimental evidence at transcript level	Heat shock 70 kDa protein 14	0.9916	0.9817	2	5	5	5	0	1	0	1	2	1	0	1	0	1	2	1	0	1	0	1	2	1	0.0	0.0	0.0	1.90922816E9	1.3383459E7	0.0	0.0	0.0	0.0	1.90922816E9	1.3383459E7	0.0	
sp|Q5RGJ5|C19L1_DANRE	Q5RGJ5	C19L1_DANRE	cwf19l1	544	Danio rerio	2:Experimental evidence at transcript level	CWF19-like protein 1	0.5375	0.9772	1	4	4	4	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5RGU1|COQ8A_DANRE	Q5RGU1	COQ8A_DANRE	coq8a	619	Danio rerio	2:Experimental evidence at transcript level	Atypical kinase COQ8A, mitochondrial	0.9388	0.9982	1	5	5	5	1	1	2	0	1	0	1	1	2	0	1	0	1	1	2	0	1	0	0.0	1.0556309E7	3.0058574E7	0.0	2.0594026E7	0.0	0.0	1.0556309E7	3.0058574E7	0.0	2.0594026E7	0.0	
sp|Q5RGV1|IMDH3_DANRE	Q5RGV1	IMDH3_DANRE	impdh1b	514	Danio rerio	2:Experimental evidence at transcript level	Inosine-5'-monophosphate dehydrogenase 1b	1.0	0.999	9	31	1	31	6	3	5	6	3	8	0	0	0	0	0	1	6	3	5	6	3	8	9.6279776E7	1.55039008E8	2.39176512E8	1.5766752E8	1.19510784E8	2.14073184E8	1.0234352E8	1.08605376E8	1.6889496E8	7.503848E7	1.03730096E8	9.6442424E7	
sp|Q5RHR0|PARP1_DANRE	Q5RHR0	PARP1_DANRE	parp1	1013	Danio rerio	2:Experimental evidence at transcript level	Poly [ADP-ribose] polymerase 1	1.0	0.9985	5	6	6	6	0	0	0	2	0	4	0	0	0	2	0	4	0	0	0	2	0	4	0.0	0.0	0.0	0.0	0.0	8.6295944E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5RHZ6|OSGEP_DANRE	Q5RHZ6	OSGEP_DANRE	osgep	335	Danio rerio	2:Experimental evidence at transcript level	tRNA N6-adenosine threonylcarbamoyltransferase	1.0	0.999	2	10	10	10	2	0	1	1	5	1	2	0	1	1	5	1	2	0	1	1	5	1	7.0810016E7	0.0	4.5074676E7	1.3645616E8	2.6486168E7	1011056.2	6.3886752E7	0.0	4.0667616E7	1.23114512E8	1.932137E7	3852293.5	
sp|Q5RI43|KERA_DANRE	Q5RI43	KERA_DANRE	kera	348	Danio rerio	1:Experimental evidence at protein level	Keratocan	0.9962	0.9984	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	5.4690568E7	2.3343184E7	2.1378582E7	0.0	0.0	0.0	5.4690568E7	2.3343184E7	2.1378582E7	
sp|Q5RKN4|GLYR1_DANRE	Q5RKN4	GLYR1_DANRE	glyr1	462	Danio rerio	2:Experimental evidence at transcript level	Cytokine-like nuclear factor N-PAC	1.0	0.999	5	13	13	13	1	1	3	2	4	2	1	1	3	2	4	2	1	1	3	2	4	2	1.1618908E7	0.0	9386209.0	6230713.0	4.5940388E7	1.9334874E7	1.1618908E7	0.0	0.0	6230713.0	0.0	1.9334874E7	
sp|Q5RKQ0|SPF27_DANRE	Q5RKQ0	SPF27_DANRE	bcas2	225	Danio rerio	2:Experimental evidence at transcript level	Pre-mRNA-splicing factor SPF27	1.0	0.9989	1	7	7	7	0	2	3	0	1	1	0	2	3	0	1	1	0	2	3	0	1	1	0.0	0.0	4284354.0	0.0	1244914.0	0.0	0.0	0.0	2127156.8	0.0	1401971.1	0.0	
sp|Q5RZ65|AGR2_DANRE	Q5RZ65	AGR2_DANRE	agr2	171	Danio rerio	2:Experimental evidence at transcript level	Anterior gradient protein 2 homolog	0.9796	0.9768	1	3	3	3	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0.0	0.0	0.0	1.6076976E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5SNX7|GALC_DANRE	Q5SNX7	GALC_DANRE	galc	660	Danio rerio	2:Experimental evidence at transcript level	Galactocerebrosidase	0.9962	0.9963	2	4	4	4	0	1	1	0	2	0	0	1	1	0	2	0	0	1	1	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5SP67|WDR26_DANRE	Q5SP67	WDR26_DANRE	wdr26	576	Danio rerio	1:Experimental evidence at protein level	WD repeat-containing protein 26	1.0	0.9989	3	5	5	5	1	1	0	3	0	0	1	1	0	3	0	0	1	1	0	3	0	0	1.0488644E7	0.0	0.0	6653284.5	0.0	0.0	1.0488644E7	0.0	0.0	5643550.5	0.0	0.0	
sp|Q5SP90|PP4R3_DANRE	Q5SP90	PP4R3_DANRE	smek1	818	Danio rerio	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 4 regulatory subunit 3	1.0	0.999	3	11	11	11	3	1	1	1	3	2	3	1	1	1	3	2	3	1	1	1	3	2	8.6161312E7	5.1912436E7	7040717.5	4.0971536E7	9740276.0	1.9539144E7	1.5999376E7	1.0835998E7	1.6365828E7	9.5236472E7	5.9489008E7	4.5417852E7	
sp|Q5TYQ3|COA7_DANRE	Q5TYQ3	COA7_DANRE	coa7	229	Danio rerio	2:Experimental evidence at transcript level	Cytochrome c oxidase assembly factor 7	0.8457	0.9951	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	1.63177472E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TYS5|SCRN2_DANRE	Q5TYS5	SCRN2_DANRE	scrn2	415	Danio rerio	2:Experimental evidence at transcript level	Secernin-2	0.9577	0.9988	1	2	2	2	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	3098026.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TYW4|NBAS_DANRE	Q5TYW4	NBAS_DANRE	nbas	2372	Danio rerio	2:Experimental evidence at transcript level	NBAS subunit of NRZ tethering complex	0.9567	0.9955	1	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TZ66|SN25A_DANRE	Q5TZ66	SN25A_DANRE	snap25a	204	Danio rerio	2:Experimental evidence at transcript level	Synaptosomal-associated protein 25-A	1.0	0.999	11	72	30	72	9	15	15	14	9	10	5	6	5	6	3	5	9	15	15	14	9	10	4.1130848E8	8.9197165E8	8.2893075E8	7.8060115E8	4.38626368E8	4.86017024E8	1.19867984E8	1.87833888E8	1.87384464E8	2.0246E8	1.35287728E8	1.5394208E8	
sp|Q5U379|SNF5_DANRE	Q5U379	SNF5_DANRE	smarcb1a	373	Danio rerio	2:Experimental evidence at transcript level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1-A	0.9592	0.9988	1	3	3	3	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1.8553164E7	2.4446076E7	0.0	0.0	0.0	1.7361604E7	1.8553164E7	2.4446076E7	0.0	0.0	0.0	1.7361604E7	
sp|Q5U3A7|OPA1_DANRE	Q5U3A7	OPA1_DANRE	opa1	966	Danio rerio	2:Experimental evidence at transcript level	Dynamin-like GTPase OPA1, mitochondrial	1.0	0.999	8	23	23	23	2	5	3	5	5	3	2	5	3	5	5	3	2	5	3	5	5	3	5.74076E7	6.067812E7	1.1691129E7	2.454566E7	4.9315244E7	0.0	9782686.0	3.6942428E7	0.0	6.4582048E7	4.9666584E7	0.0	
sp|Q5U3U3|CPT2_DANRE	Q5U3U3	CPT2_DANRE	cpt2	669	Danio rerio	2:Experimental evidence at transcript level	Carnitine O-palmitoyltransferase 2, mitochondrial	1.0	0.999	7	31	31	31	6	8	6	4	3	4	6	8	6	4	3	4	6	8	6	4	3	4	8.1774168E7	1.91643488E8	6.2528936E7	9.193456E7	8.6327168E7	7.1741744E7	3.8748124E7	2.8548484E7	3.3140422E7	2.408723E7	1.02764472E8	9.505548E7	
sp|Q5U403|MVD1_DANRE	Q5U403	MVD1_DANRE	mvd	400	Danio rerio	2:Experimental evidence at transcript level	Diphosphomevalonate decarboxylase	0.5723	0.9801	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5W8I7|VGL2B_DANRE	Q5W8I7	VGL2B_DANRE	slc17a6a	587	Danio rerio	2:Experimental evidence at transcript level	Vesicular glutamate transporter 2.2	0.9933	0.9888	2	5	1	5	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	1	7.6261672E7	9.3400256E7	0.0	5.5770884E7	4.8635808E7	8.5753904E7	7.6261672E7	9.3400256E7	0.0	5.5770884E7	4.8635808E7	8.5753904E7	
sp|Q5XIY6|VTC1B_DANRE	Q5XIY6	VTC1B_DANRE	atp6v1c1b	381	Danio rerio	2:Experimental evidence at transcript level	V-type proton ATPase subunit C 1-B	0.6232	0.9587	2	1	1	5	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	0.0	0.0	3250396.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XIZ6|GPD1L_DANRE	Q5XIZ6	GPD1L_DANRE	gpd1l	351	Danio rerio	2:Experimental evidence at transcript level	Glycerol-3-phosphate dehydrogenase 1-like protein	1.0	0.999	9	37	37	37	8	2	4	9	9	5	8	2	4	9	9	5	8	2	4	9	9	5	1.07148936E8	1.84362368E8	6.7499664E7	8.5059448E7	2.0790624E8	1.53498416E8	3.8070524E7	4.2707408E7	3.6719392E7	1.6595589E7	9.724136E7	5.2304012E7	
sp|Q5XJ10|G3P_DANRE	Q5XJ10	G3P_DANRE	gapdh	333	Danio rerio	2:Experimental evidence at transcript level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	0.999	20	241	200	241	44	38	41	28	47	43	38	31	34	20	40	37	44	38	41	28	47	43	4.9920276E9	5.8125722E9	5.1815434E9	5.0351355E9	6.9207158E9	7.2159442E9	1.07864602E9	1.2763328E9	1.13104128E9	1.27572864E9	1.64935642E9	1.50944461E9	
sp|Q5XJ36|PARK7_DANRE	Q5XJ36	PARK7_DANRE	park7	189	Danio rerio	2:Experimental evidence at transcript level	Parkinson disease protein 7 homolog	1.0	0.9569	3	3	3	3	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0.0	8657395.0	0.0	0.0	8643998.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XJ54|GLRX3_DANRE	Q5XJ54	GLRX3_DANRE	glrx3	326	Danio rerio	2:Experimental evidence at transcript level	Glutaredoxin 3	1.0	0.999	3	8	8	8	0	1	3	1	2	1	0	1	3	1	2	1	0	1	3	1	2	1	0.0	2.3659078E7	4460256.5	2.7306698E7	4507724.5	6240377.5	0.0	1.3478149E7	4460256.5	5.944856E7	4507724.5	4814978.0	
sp|Q5XJP1|EIPR1_DANRE	Q5XJP1	EIPR1_DANRE	eipr1	387	Danio rerio	2:Experimental evidence at transcript level	EARP-interacting protein homolog	0.9365	0.9982	1	4	4	4	0	2	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XTN8|CRGNA_DANRE	Q5XTN8	CRGNA_DANRE	crygna	183	Danio rerio	2:Experimental evidence at transcript level	Gamma-crystallin N-A	0.5104	0.9747	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q642H3|SEP8A_DANRE	Q642H3	SEP8A_DANRE	sept8a	420	Danio rerio	2:Experimental evidence at transcript level	Septin-8-A	1.0	0.999	7	40	23	40	5	8	8	5	7	7	3	4	5	3	4	4	5	8	8	5	7	7	2.72012544E8	3.37419104E8	2.86664928E8	4.54056768E8	3.76952E8	4.40039712E8	1.50778928E8	1.27247976E8	1.46223872E8	1.95794E8	1.59464992E8	1.6604104E8	
sp|Q642H7|RIC8A_DANRE	Q642H7	RIC8A_DANRE	ric8a	548	Danio rerio	2:Experimental evidence at transcript level	Synembryn-A	1.0	0.9989	4	13	13	13	3	1	3	2	3	1	3	1	3	2	3	1	3	1	3	2	3	1	3.8525064E7	0.0	0.0	7920241.5	1.1046858E7	8905008.0	3.8525064E7	0.0	0.0	7920241.5	1.1046858E7	8905008.0	
sp|Q642H9|RS4X_DANRE	Q642H9	RS4X_DANRE	rps4x	263	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS4	1.0	0.999	22	127	127	127	26	15	24	18	29	15	26	15	24	18	29	15	26	15	24	18	29	15	3.55721984E9	3.03730125E9	2.66095923E9	2.26138982E9	2.94561152E9	2.10216205E9	7.9515174E8	6.2449178E8	6.3815802E8	4.87861184E8	6.3596365E8	4.87969504E8	
sp|Q642J5|RFOX1_DANRE	Q642J5	RFOX1_DANRE	rbfox1	373	Danio rerio	2:Experimental evidence at transcript level	RNA binding protein fox-1 homolog 1	0.9979	0.9833	3	4	1	4	0	1	0	2	1	0	0	0	0	0	1	0	0	1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
