Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	5dpf_1 Spectral Count	5dpf_2 Spectral Count	5dpf_1 Unique Spectral Count	5dpf_2 Unique Spectral Count	5dpf_1 Total Spectral Count	5dpf_2 Total Spectral Count	5dpf_1 Intensity	5dpf_2 Intensity	Indistinguishable Proteins
sp|Q6TH47|STBPA_DANRE	Q6TH47	STBPA_DANRE	stambpa	418	Danio rerio	2:Experimental evidence at transcript level	STAM-binding protein-like A	1.0	0.9989	6	11	11	11	7	4	7	4	7	4	3.11892352E8	1.9009704E8	
sp|Q6TLE4|EMC5_DANRE	Q6TLE4	EMC5_DANRE	mmgt1	130	Danio rerio	2:Experimental evidence at transcript level	ER membrane protein complex subunit 5	0.9996	0.9988	2	3	3	3	2	1	2	1	2	1	7.1270224E7	4.5502692E7	
sp|Q6TLF6|RGN_DANRE	Q6TLF6	RGN_DANRE	rgn	295	Danio rerio	2:Experimental evidence at transcript level	Regucalcin	1.0	0.999	23	99	99	99	57	42	57	42	57	42	1.10122844E10	6.2255698E9	
sp|Q6TNP8|VP26A_DANRE	Q6TNP8	VP26A_DANRE	vps26a	327	Danio rerio	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 26A	1.0	0.999	18	46	37	46	24	22	19	18	24	22	2.65087872E9	1.6189929E9	
sp|Q6TNR1|RHPN2_DANRE	Q6TNR1	RHPN2_DANRE	rhpn2	683	Danio rerio	2:Experimental evidence at transcript level	Rhophilin-2	0.989	0.9965	2	3	3	3	2	1	2	1	2	1	6.2040464E7	2.9345104E7	
sp|Q6TNS2|PK1IP_DANRE	Q6TNS2	PK1IP_DANRE	pak1ip1	368	Danio rerio	2:Experimental evidence at transcript level	p21-activated protein kinase-interacting protein 1-like	1.0	0.999	6	8	8	8	5	3	5	3	5	3	4.16620768E8	3.08074752E8	
sp|Q6TNS7|RABL3_DANRE	Q6TNS7	RABL3_DANRE	rabl3	233	Danio rerio	2:Experimental evidence at transcript level	Rab-like protein 3	0.9999	0.9982	1	11	11	11	6	5	6	5	6	5	2.71099853E9	2.52933914E9	
sp|Q6TNU3|INT10_DANRE	Q6TNU3	INT10_DANRE	ints10	715	Danio rerio	2:Experimental evidence at transcript level	Integrator complex subunit 10	0.9601	0.9988	1	2	2	2	2	0	2	0	2	0	2.8467092E7	0.0	
sp|Q6TNU4|FEN1A_DANRE	Q6TNU4	FEN1A_DANRE	fen1	380	Danio rerio	2:Experimental evidence at transcript level	Flap endonuclease 1	1.0	0.999	7	11	11	11	7	4	7	4	7	4	1.21023667E9	5.10510368E8	
sp|Q6TV19|DICER_DANRE	Q6TV19	DICER_DANRE	dicer1	1865	Danio rerio	2:Experimental evidence at transcript level	Endoribonuclease Dicer	1.0	0.9988	8	11	11	11	5	6	5	6	5	6	2.7474032E8	2.18493152E8	
sp|Q6UFS5|ZN503_DANRE	Q6UFS5	ZN503_DANRE	znf503	563	Danio rerio	1:Experimental evidence at protein level	Zinc finger protein 503	0.7606	0.9861	2	3	3	3	1	2	1	2	1	2	3.019492E7	6.4680896E7	
sp|Q6VEU3|PNO1_DANRE	Q6VEU3	PNO1_DANRE	pno1	252	Danio rerio	2:Experimental evidence at transcript level	RNA-binding protein PNO1	0.9554	0.962	3	3	3	3	1	2	1	2	1	2	1.9046692E7	5.8910592E7	
sp|Q6VN46|MYG_DANRE	Q6VN46	MYG_DANRE	mb	147	Danio rerio	2:Experimental evidence at transcript level	Myoglobin	1.0	0.999	16	115	115	115	58	57	58	57	58	57	2.10441339E10	1.49656986E10	
sp|Q6ZM19|IF6_DANRE	Q6ZM19	IF6_DANRE	eif6	245	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 6	1.0	0.999	10	45	45	45	26	19	26	19	26	19	2.84242022E9	2.11876557E9	
sp|Q708S6|ASI1C_DANRE	Q708S6	ASI1C_DANRE	asic1c	529	Danio rerio	1:Experimental evidence at protein level	Acid-sensing ion channel 1C	0.7957	0.9925	1	1	1	1	1	0	1	0	1	0	1.1976791E9	0.0	
sp|Q708S8|ASI1B_DANRE	Q708S8	ASI1B_DANRE	asic1b	557	Danio rerio	2:Experimental evidence at transcript level	Acid-sensing ion channel 1B	0.9364	0.998	1	2	2	2	1	1	1	1	1	1	3.5678644E7	4.0288956E7	
sp|Q71N41|GAMT_DANRE	Q71N41	GAMT_DANRE	gamt	234	Danio rerio	2:Experimental evidence at transcript level	Guanidinoacetate N-methyltransferase	1.0	0.999	11	104	104	104	56	48	56	48	56	48	1.43145677E10	7.9839375E9	
sp|Q71PD7|H2AV_DANRE	Q71PD7	H2AV_DANRE	h2az2a	128	Danio rerio	2:Experimental evidence at transcript level	Histone H2A.V	1.0	0.999	4	11	11	33	8	3	8	3	19	14	2.71425126E9	1.46604621E9	
sp|Q76LC6|RBM24_DANRE	Q76LC6	RBM24_DANRE	rbm24	230	Danio rerio	2:Experimental evidence at transcript level	RNA-binding protein 24	1.0	0.999	3	10	10	10	8	2	8	2	8	2	2.47727744E9	2.1781152E8	
sp|Q7SX99|FUMH_DANRE	Q7SX99	FUMH_DANRE	fh	509	Danio rerio	2:Experimental evidence at transcript level	Fumarate hydratase, mitochondrial	1.0	0.999	32	301	301	301	156	145	156	145	156	145	3.842766E10	2.31488696E10	
sp|Q7SXE8|CDK9_DANRE	Q7SXE8	CDK9_DANRE	cdk9	374	Danio rerio	2:Experimental evidence at transcript level	Cyclin-dependent kinase 9	1.0	0.999	7	8	8	15	6	2	6	2	9	6	5.5569725E9	8.023256E7	
sp|Q7SXF2|UBL5_DANRE	Q7SXF2	UBL5_DANRE	ubl5	73	Danio rerio	3:Protein inferred from homology	Ubiquitin-like protein 5	1.0	0.999	9	25	25	25	14	11	14	11	14	11	2.1040375E9	1.62964762E9	
sp|Q7SXF6|CREL2_DANRE	Q7SXF6	CREL2_DANRE	creld2	341	Danio rerio	2:Experimental evidence at transcript level	Cysteine-rich with EGF-like domain protein 2	1.0	0.999	11	48	48	48	26	22	26	22	26	22	2.53400576E9	2.4261975E9	
sp|Q7SXG4|SAE2_DANRE	Q7SXG4	SAE2_DANRE	uba2	650	Danio rerio	1:Experimental evidence at protein level	SUMO-activating enzyme subunit 2	1.0	0.999	34	144	141	144	81	63	80	61	81	63	4.5170815E10	3.15301642E10	
sp|Q7SXJ6|RNF25_DANRE	Q7SXJ6	RNF25_DANRE	rnf25	513	Danio rerio	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF25	0.6336	0.9833	1	1	1	1	1	0	1	0	1	0	2.5019184E7	0.0	
sp|Q7SXK5|HUTI_DANRE	Q7SXK5	HUTI_DANRE	amdhd1	433	Danio rerio	2:Experimental evidence at transcript level	Probable imidazolonepropionase	1.0	0.999	10	18	18	18	11	7	11	7	11	7	7.4487347E8	4.12709024E8	
sp|Q7SXL7|FL2D_DANRE	Q7SXL7	FL2D_DANRE	wtap	423	Danio rerio	2:Experimental evidence at transcript level	Pre-mRNA-splicing regulator WTAP	0.6177	0.9822	1	1	1	1	1	0	1	0	1	0	7.0075152E7	0.0	
sp|Q7SXM0|HDAC8_DANRE	Q7SXM0	HDAC8_DANRE	hdac8	378	Danio rerio	2:Experimental evidence at transcript level	Histone deacetylase 8	0.9666	0.999	1	1	1	1	1	0	1	0	1	0	2.5356112E7	0.0	
sp|Q7SXM7|PRP31_DANRE	Q7SXM7	PRP31_DANRE	prpf31	508	Danio rerio	2:Experimental evidence at transcript level	U4/U6 small nuclear ribonucleoprotein Prp31	1.0	0.9988	5	17	17	17	11	6	11	6	11	6	6.4416307E8	2.89272032E8	
sp|Q7SXN4|CPEB4_DANRE	Q7SXN4	CPEB4_DANRE	cpeb4	635	Danio rerio	2:Experimental evidence at transcript level	Cytoplasmic polyadenylation element-binding protein 4	1.0	0.999	5	9	9	9	6	3	6	3	6	3	8.1281638E8	2.86565792E8	
sp|Q7SXN5|DNM1L_DANRE	Q7SXN5	DNM1L_DANRE	dnm1l	691	Danio rerio	2:Experimental evidence at transcript level	Dynamin-1-like protein	1.0	0.999	14	33	33	33	19	14	19	14	19	14	2.66710682E9	1.76830643E9	
sp|Q7SXP0|S22BB_DANRE	Q7SXP0	S22BB_DANRE	sec22bb	215	Danio rerio	2:Experimental evidence at transcript level	Vesicle-trafficking protein SEC22b-B	1.0	0.999	11	29	25	29	15	14	13	12	15	14	1.46745536E9	8.1363718E8	
sp|Q7SXP2|ULA1_DANRE	Q7SXP2	ULA1_DANRE	nae1	533	Danio rerio	2:Experimental evidence at transcript level	NEDD8-activating enzyme E1 regulatory subunit	1.0	0.999	16	54	54	54	33	21	33	21	33	21	3.70975258E9	1.22967373E9	
sp|Q7SXP4|SRS1A_DANRE	Q7SXP4	SRS1A_DANRE	srsf1a	257	Danio rerio	2:Experimental evidence at transcript level	Serine/arginine-rich splicing factor 1A	1.0	0.9988	9	17	1	17	10	7	1	0	10	7	3.18490368E8	1.466076E8	
sp|Q7SXP8|GMPAB_DANRE	Q7SXP8	GMPAB_DANRE	gmppab	422	Danio rerio	2:Experimental evidence at transcript level	Mannose-1-phosphate guanylyltransferase regulatory subunit alpha-B	0.9728	0.9973	5	2	2	10	1	1	1	1	6	4	4.0659164E7	4.2558196E7	
sp|Q7SXR1|TRBP2_DANRE	Q7SXR1	TRBP2_DANRE	tarbp2	346	Danio rerio	2:Experimental evidence at transcript level	RISC-loading complex subunit tarbp2	1.0	0.9989	4	4	4	4	2	2	2	2	2	2	4.4714252E7	4.1008988E7	
sp|Q7SXR3|MAEA_DANRE	Q7SXR3	MAEA_DANRE	maea	396	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein transferase MAEA	0.9967	0.9899	4	7	7	7	5	2	5	2	5	2	7.7344346E8	4.33207328E8	
sp|Q7SXS7|SETD3_DANRE	Q7SXS7	SETD3_DANRE	setd3	596	Danio rerio	2:Experimental evidence at transcript level	Actin-histidine N-methyltransferase	1.0	0.9989	5	9	9	9	7	2	7	2	7	2	2.58518528E8	9.0257072E7	
sp|Q7SXS8|HPF1_DANRE	Q7SXS8	HPF1_DANRE	hpf1	348	Danio rerio	2:Experimental evidence at transcript level	Histone PARylation factor 1	0.8712	0.9957	1	1	1	1	1	0	1	0	1	0	2.3077438E7	0.0	
sp|Q7SXT7|ZC21A_DANRE	Q7SXT7	ZC21A_DANRE	zc2hc1a	327	Danio rerio	2:Experimental evidence at transcript level	Zinc finger C2HC domain-containing protein 1A	0.7535	0.9905	2	3	3	3	1	2	1	2	1	2	2.418728E7	4.0412808E7	
sp|Q7SXU0|EI3JA_DANRE	Q7SXU0	EI3JA_DANRE	eif3ja	249	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit J-A	1.0	0.999	4	6	6	6	5	1	5	1	5	1	2.17920416E8	1.12495016E8	
sp|Q7SXV1|TBC23_DANRE	Q7SXV1	TBC23_DANRE	tbc1d23	680	Danio rerio	2:Experimental evidence at transcript level	TBC1 domain family member 23	1.0	0.999	11	18	18	18	10	8	10	8	10	8	6.0644358E8	3.9268464E8	
sp|Q7SXV9|CALUB_DANRE	Q7SXV9	CALUB_DANRE	calub	315	Danio rerio	2:Experimental evidence at transcript level	Calumenin-B	1.0	0.999	19	77	77	91	44	33	44	33	53	38	8.5931756E9	4.16085786E9	
sp|Q7SXW3|LRC40_DANRE	Q7SXW3	LRC40_DANRE	lrrc40	601	Danio rerio	2:Experimental evidence at transcript level	Leucine-rich repeat-containing protein 40	0.9934	0.9985	3	4	4	4	3	1	3	1	3	1	2.01373344E8	3.2097664E8	
sp|Q7SXW4|EMC3_DANRE	Q7SXW4	EMC3_DANRE	emc3	261	Danio rerio	2:Experimental evidence at transcript level	ER membrane protein complex subunit 3	0.9998	0.9953	3	8	8	8	3	5	3	5	3	5	2.03642064E8	1.94530976E8	
sp|Q7SXW6|ARP2A_DANRE	Q7SXW6	ARP2A_DANRE	actr2a	394	Danio rerio	2:Experimental evidence at transcript level	Actin-related protein 2-A	1.0	0.999	27	175	33	175	92	83	17	16	92	83	1.4057047E10	9.3269565E9	
sp|Q7SXX7|MB12A_DANRE	Q7SXX7	MB12A_DANRE	mvb12a	275	Danio rerio	2:Experimental evidence at transcript level	Multivesicular body subunit 12A	0.967	0.999	1	2	2	2	2	0	2	0	2	0	9.5035184E7	0.0	
sp|Q7SY06|HACD3_DANRE	Q7SY06	HACD3_DANRE	hacd3	359	Danio rerio	2:Experimental evidence at transcript level	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	1.0	0.999	7	11	11	11	7	4	7	4	7	4	5.5529248E8	2.53788736E8	
sp|Q7SY07|EIF1A_DANRE	Q7SY07	EIF1A_DANRE	eif1ad	172	Danio rerio	2:Experimental evidence at transcript level	Probable RNA-binding protein EIF1AD	0.8469	0.991	1	3	3	3	1	2	1	2	1	2	1.6048562E7	2.9064674E7	
sp|Q7SY23|AL4A1_DANRE	Q7SY23	AL4A1_DANRE	aldh4a1	556	Danio rerio	2:Experimental evidence at transcript level	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	1.0	0.999	16	42	42	42	21	21	21	21	21	21	1.22745523E9	2.45091789E9	
sp|Q7SY24|KPCB_DANRE	Q7SY24	KPCB_DANRE	prkcbb	670	Danio rerio	2:Experimental evidence at transcript level	Protein kinase C beta type	1.0	0.999	7	13	13	13	8	5	8	5	8	5	4.77216032E8	3.45576256E8	
sp|Q7SY48|HEAT1_DANRE	Q7SY48	HEAT1_DANRE	heatr1	2159	Danio rerio	2:Experimental evidence at transcript level	HEAT repeat-containing protein 1	1.0	0.999	6	9	9	9	5	4	5	4	5	4	2.09702352E8	6.9062296E7	
sp|Q7SY49|CAMKV_DANRE	Q7SY49	CAMKV_DANRE	camkv	436	Danio rerio	2:Experimental evidence at transcript level	CaM kinase-like vesicle-associated protein	1.0	0.9989	4	7	7	7	4	3	4	3	4	3	2.4618112E8	1.46660848E8	
sp|Q7SY52|STK10_DANRE	Q7SY52	STK10_DANRE	stk10	974	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein kinase 10	0.9409	0.9982	2	2	2	4	1	1	1	1	2	2	8.0855472E7	5.656742E7	
sp|Q7SY54|AT2L1_DANRE	Q7SY54	AT2L1_DANRE	etnppl	492	Danio rerio	2:Experimental evidence at transcript level	Ethanolamine-phosphate phospho-lyase	1.0	0.999	20	45	45	45	27	18	27	18	27	18	2.3199785E9	1.41807296E9	
sp|Q7SYB2|THOC1_DANRE	Q7SYB2	THOC1_DANRE	thoc1	655	Danio rerio	2:Experimental evidence at transcript level	THO complex subunit 1	1.0	0.999	17	38	38	38	20	18	20	18	20	18	1.48514816E9	9.5879667E8	
sp|Q7SYC9|CTL2_DANRE	Q7SYC9	CTL2_DANRE	slc44a2	697	Danio rerio	2:Experimental evidence at transcript level	Choline transporter-like protein 2	1.0	0.999	9	37	37	37	21	16	21	16	21	16	3.64927334E9	2.40661632E9	
sp|Q7SYD5|SC31A_DANRE	Q7SYD5	SC31A_DANRE	sec31a	1254	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec31A	1.0	0.999	21	84	84	84	42	42	42	42	42	42	5.5425572E9	7.0412979E9	
sp|Q7SYD9|INT6_DANRE	Q7SYD9	INT6_DANRE	ints6	892	Danio rerio	2:Experimental evidence at transcript level	Integrator complex subunit 6	0.8231	0.9611	1	2	2	2	2	0	2	0	2	0	1.0746247E7	0.0	
sp|Q7SYE0|ATG13_DANRE	Q7SYE0	ATG13_DANRE	atg13	503	Danio rerio	2:Experimental evidence at transcript level	Autophagy-related protein 13	1.0	0.9989	3	4	4	4	3	1	3	1	3	1	1.49527056E8	3.2058254E7	
sp|Q7SYJ9|SPAG7_DANRE	Q7SYJ9	SPAG7_DANRE	spag7	230	Danio rerio	1:Experimental evidence at protein level	Sperm-associated antigen 7 homolog	1.0	0.999	7	17	17	17	8	9	8	9	8	9	8.7659667E8	6.324224E8	
sp|Q7SYK0|CHID1_DANRE	Q7SYK0	CHID1_DANRE	chid1	391	Danio rerio	2:Experimental evidence at transcript level	Chitinase domain-containing protein 1	1.0	0.999	9	16	16	16	11	5	11	5	11	5	3.76060032E8	1.52532912E8	
sp|Q7SYK1|TGT_DANRE	Q7SYK1	TGT_DANRE	qtrt1	400	Danio rerio	2:Experimental evidence at transcript level	Queuine tRNA-ribosyltransferase catalytic subunit 1	0.8544	0.995	1	1	1	1	1	0	1	0	1	0	4.2997172E7	0.0	
sp|Q7SYK7|AATM_DANRE	Q7SYK7	AATM_DANRE	got2a	428	Danio rerio	2:Experimental evidence at transcript level	Aspartate aminotransferase, mitochondrial	1.0	0.999	40	403	403	403	207	196	207	196	207	196	5.6860942E10	4.0089956E10	
sp|Q7SYL1|AR2BP_DANRE	Q7SYL1	AR2BP_DANRE	arl2bp	168	Danio rerio	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 2-binding protein	0.9919	0.999	2	2	2	2	2	0	2	0	2	0	3.5401452E7	0.0	
sp|Q7SYN4|5NT3_DANRE	Q7SYN4	5NT3_DANRE	nt5c3	286	Danio rerio	2:Experimental evidence at transcript level	Cytosolic 5'-nucleotidase 3	1.0	0.999	15	32	32	32	17	15	17	15	17	15	2.50151578E9	1.06827238E9	
sp|Q7SYN5|RXRBA_DANRE	Q7SYN5	RXRBA_DANRE	rxrba	471	Danio rerio	2:Experimental evidence at transcript level	Retinoic acid receptor RXR-beta-A	1.0	0.999	10	5	3	14	3	2	2	1	10	4	1.92434816E8	8.9198624E7	
sp|Q7SZC2|XPO2_DANRE	Q7SZC2	XPO2_DANRE	cse1l	971	Danio rerio	1:Experimental evidence at protein level	Exportin-2	1.0	0.999	33	86	86	86	47	39	47	39	47	39	4.3307704E9	3.06120806E9	
sp|Q7SZE3|L2GL2_DANRE	Q7SZE3	L2GL2_DANRE	llgl2	1020	Danio rerio	1:Experimental evidence at protein level	LLGL scribble cell polarity complex component 2	1.0	0.999	22	51	51	51	30	21	30	21	30	21	2.7844457E9	1.85075238E9	
sp|Q7SZE5|SC23A_DANRE	Q7SZE5	SC23A_DANRE	sec23a	765	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec23A	1.0	0.999	17	37	37	37	20	17	20	17	20	17	1.56967744E9	1.18947021E9	
sp|Q7SZF1|CE022_DANRE	Q7SZF1	CE022_DANRE	zgc:56556	439	Danio rerio	2:Experimental evidence at transcript level	UPF0489 protein C5orf22 homolog	1.0	0.999	4	13	13	13	7	6	7	6	7	6	1.50868832E8	1.23604504E8	
sp|Q7SZR5|SUMO1_DANRE	Q7SZR5	SUMO1_DANRE	sumo1	100	Danio rerio	3:Protein inferred from homology	Small ubiquitin-related modifier 1	1.0	0.999	10	46	42	46	25	21	23	19	25	21	4.9311421E9	3.85513958E9	
sp|Q7T070|RHBG_DANRE	Q7T070	RHBG_DANRE	rhbg	459	Danio rerio	2:Experimental evidence at transcript level	Ammonium transporter Rh type B	1.0	0.999	4	22	22	22	12	10	12	10	12	10	1.18045581E9	9.9789984E8	
sp|Q7T163|KDISB_DANRE	Q7T163	KDISB_DANRE	kidins220b	1680	Danio rerio	1:Experimental evidence at protein level	Kinase D-interacting substrate of 220 kDa B	0.9806	0.9813	3	4	4	4	2	2	2	2	2	2	4.7271468E7	3.32312128E8	
sp|Q7T291|ADPRM_DANRE	Q7T291	ADPRM_DANRE	adprm	322	Danio rerio	1:Experimental evidence at protein level	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	0.9599	0.9988	1	1	1	1	0	1	0	1	0	1	0.0	2.3839418E7	
sp|Q7T297|ARB2A_DANRE	Q7T297	ARB2A_DANRE	arb2a	415	Danio rerio	2:Experimental evidence at transcript level	Cotranscriptional regulator ARB2A homolog	1.0	0.999	11	14	14	14	10	4	10	4	10	4	3.15665312E8	1.14342832E8	
sp|Q7T2A5|EIF3L_DANRE	Q7T2A5	EIF3L_DANRE	eif3l	576	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit L	1.0	0.999	30	155	155	155	80	75	80	75	80	75	2.497698E10	1.39980749E10	
sp|Q7T2B9|MTPN_DANRE	Q7T2B9	MTPN_DANRE	mtpn	118	Danio rerio	3:Protein inferred from homology	Myotrophin	1.0	0.999	9	79	79	79	44	35	44	35	44	35	7.958975E9	5.785534E9	
sp|Q7T312|CCD25_DANRE	Q7T312	CCD25_DANRE	ccdc25	207	Danio rerio	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 25	1.0	0.999	10	24	24	24	16	8	16	8	16	8	1.33387648E9	1.27262502E9	
sp|Q7T321|KCMF1_DANRE	Q7T321	KCMF1_DANRE	kcmf1	383	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase KCMF1	0.9643	0.9989	1	4	4	4	2	2	2	2	2	2	1.87475248E8	2.18761504E8	
sp|Q7T322|NAA35_DANRE	Q7T322	NAA35_DANRE	naa35	724	Danio rerio	2:Experimental evidence at transcript level	N-alpha-acetyltransferase 35, NatC auxiliary subunit	0.9903	0.991	3	4	4	4	2	2	2	2	2	2	7.2247856E7	2.994351E7	
sp|Q7T326|CISD2_DANRE	Q7T326	CISD2_DANRE	cisd2	135	Danio rerio	2:Experimental evidence at transcript level	CDGSH iron-sulfur domain-containing protein 2	1.0	0.999	7	11	11	11	6	5	6	5	6	5	5.07244384E8	2.60494688E8	
sp|Q7T339|CHMP5_DANRE	Q7T339	CHMP5_DANRE	chmp5	220	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 5	0.7697	0.9913	1	2	2	2	1	1	1	1	1	1	6.0258352E7	3.9752892E7	
sp|Q7T347|UFSP2_DANRE	Q7T347	UFSP2_DANRE	ufsp2	401	Danio rerio	2:Experimental evidence at transcript level	Ufm1-specific protease 2	1.0	0.999	4	6	6	6	4	2	4	2	4	2	1.14532392E8	4.5097296E8	
sp|Q7T356|143BB_DANRE	Q7T356	143BB_DANRE	ywhabb	242	Danio rerio	2:Experimental evidence at transcript level	14-3-3 protein beta/alpha-B	1.0	0.999	28	177	79	519	90	87	43	36	257	262	2.80269885E10	2.41958953E10	
sp|Q7T370|CDV3_DANRE	Q7T370	CDV3_DANRE	cdv3	236	Danio rerio	2:Experimental evidence at transcript level	Protein CDV3 homolog	0.9507	0.9826	2	3	3	3	2	1	2	1	2	1	1.54906528E8	9.3046376E7	
sp|Q7T385|VTC1A_DANRE	Q7T385	VTC1A_DANRE	atp6v1c1a	383	Danio rerio	2:Experimental evidence at transcript level	V-type proton ATPase subunit C 1-A	1.0	0.999	33	94	71	94	53	41	38	33	53	41	8.6352763E9	3.49832883E9	
sp|Q7T394|LIS1A_DANRE	Q7T394	LIS1A_DANRE	pafah1b1a	410	Danio rerio	2:Experimental evidence at transcript level	Lissencephaly-1 homolog A	1.0	0.999	36	189	74	189	95	94	35	39	95	94	1.96300186E10	1.43138918E10	
sp|Q7T3A4|RAB13_DANRE	Q7T3A4	RAB13_DANRE	rab13	200	Danio rerio	1:Experimental evidence at protein level	Ras-related protein Rab-13	1.0	0.9989	9	59	59	59	31	28	31	28	31	28	1.32791327E10	8.7339489E9	
sp|Q7T3B0|EIF3M_DANRE	Q7T3B0	EIF3M_DANRE	eif3m	375	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit M	1.0	0.999	14	36	36	36	19	17	19	17	19	17	1.36722163E9	8.738249E8	
sp|Q7T3C6|CPSF5_DANRE	Q7T3C6	CPSF5_DANRE	nudt21	228	Danio rerio	2:Experimental evidence at transcript level	Cleavage and polyadenylation specificity factor subunit 5	1.0	0.999	9	39	39	39	22	17	22	17	22	17	3.74271386E9	2.36131149E9	
sp|Q7T3C7|RT4I1_DANRE	Q7T3C7	RT4I1_DANRE	rtn4ip1	387	Danio rerio	2:Experimental evidence at transcript level	Reticulon-4-interacting protein 1 homolog, mitochondrial	1.0	0.999	7	11	11	11	8	3	8	3	8	3	5.9109178E8	1.11042584E8	
sp|Q7T3E4|DBR1_DANRE	Q7T3E4	DBR1_DANRE	dbr1	568	Danio rerio	1:Experimental evidence at protein level	Lariat debranching enzyme	1.0	0.999	9	19	19	19	12	7	12	7	12	7	8.4040211E8	4.189824E8	
sp|Q7T3E5|KAT3_DANRE	Q7T3E5	KAT3_DANRE	kyat3	450	Danio rerio	2:Experimental evidence at transcript level	Kynurenine--oxoglutarate transaminase 3	1.0	0.999	20	76	76	76	41	35	41	35	41	35	5.9324989E9	3.9428201E9	
sp|Q7T3E6|BMI1B_DANRE	Q7T3E6	BMI1B_DANRE	bmi1b	324	Danio rerio	2:Experimental evidence at transcript level	Polycomb complex protein BMI-1-B	0.9275	0.9977	1	1	0	1	1	0	0	0	1	0	6.8704488E7	0.0	sp|Q8JIR0|BMI1A_DANRE
sp|Q7T3F7|CHRD1_DANRE	Q7T3F7	CHRD1_DANRE	chordc1	341	Danio rerio	2:Experimental evidence at transcript level	Cysteine and histidine-rich domain-containing protein 1	1.0	0.999	12	30	30	30	15	15	15	15	15	15	1.77174118E9	1.18433242E9	
sp|Q7T3H1|DCTN2_DANRE	Q7T3H1	DCTN2_DANRE	dctn2	405	Danio rerio	2:Experimental evidence at transcript level	Dynactin subunit 2	1.0	0.999	13	28	28	28	14	14	14	14	14	14	8.9809952E8	5.5861843E8	
sp|Q7T3H9|HYI_DANRE	Q7T3H9	HYI_DANRE	hyi	276	Danio rerio	2:Experimental evidence at transcript level	Putative hydroxypyruvate isomerase	1.0	0.999	13	42	42	42	22	20	22	20	22	20	1.84386611E9	1.43889395E9	
sp|Q7ZSY6|MT2_DANRE	Q7ZSY6	MT2_DANRE	mt2	60	Danio rerio	2:Experimental evidence at transcript level	Metallothionein-2	1.0	0.9986	4	19	2	19	10	9	1	1	10	9	1.6947447E9	1.0914505E9	
sp|Q7ZT42|SND1_DANRE	Q7ZT42	SND1_DANRE	snd1	897	Danio rerio	2:Experimental evidence at transcript level	Staphylococcal nuclease domain-containing protein 1	1.0	0.999	71	265	265	265	143	122	143	122	143	122	2.64226959E10	1.61757092E10	
sp|Q7ZT82|RFX1L_DANRE	Q7ZT82	RFX1L_DANRE	rbfox1l	382	Danio rerio	1:Experimental evidence at protein level	RNA binding protein fox-1 homolog 1-like	1.0	0.999	11	6	6	41	2	4	2	4	18	23	2.04750128E8	2.3424096E8	
sp|Q7ZTS4|K1C18_DANRE	Q7ZTS4	K1C18_DANRE	krt18	431	Danio rerio	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	0.999	60	773	744	818	398	375	385	359	418	400	3.94389029E11	3.64396675E11	
sp|Q7ZTY4|RBBP7_DANRE	Q7ZTY4	RBBP7_DANRE	rbbp7	426	Danio rerio	2:Experimental evidence at transcript level	Histone-binding protein RBBP7	1.0	0.999	25	63	63	199	34	29	34	29	107	92	6.9925023E9	5.0017792E9	
sp|Q7ZU29|NUP93_DANRE	Q7ZU29	NUP93_DANRE	dye	820	Danio rerio	2:Experimental evidence at transcript level	Nuclear pore complex protein Nup93	1.0	0.999	17	33	33	33	19	14	19	14	19	14	1.92894579E9	1.65212173E9	
sp|Q7ZU42|OLA1_DANRE	Q7ZU42	OLA1_DANRE	ola1	396	Danio rerio	2:Experimental evidence at transcript level	Obg-like ATPase 1	1.0	0.999	25	85	85	85	49	36	49	36	49	36	6.5079895E9	3.9604649E9	
sp|Q7ZU80|LNPA_DANRE	Q7ZU80	LNPA_DANRE	lnpka	393	Danio rerio	2:Experimental evidence at transcript level	Endoplasmic reticulum junction formation protein lunapark-A	0.9994	0.9988	2	4	4	4	2	2	2	2	2	2	1.1704298E7	2.9356464E7	
