Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	6hpf Spectral Count	6hpf Unique Spectral Count	6hpf Total Spectral Count	6hpf Intensity	Indistinguishable Proteins
sp|Q6PBU7|UQCC2_DANRE	Q6PBU7	UQCC2_DANRE	uqcc2	129	Danio rerio	2:Experimental evidence at transcript level	Ubiquinol-cytochrome-c reductase complex assembly factor 2	1.0	0.999	14	144	144	144	144	144	144	1.01483299E11	
sp|Q6PBV4|RWDD3_DANRE	Q6PBV4	RWDD3_DANRE	rwdd3	257	Danio rerio	2:Experimental evidence at transcript level	RWD domain-containing protein 3	0.5498	0.9765	1	1	1	1	1	1	1	1.120389E7	
sp|Q6PBV6|NHP2_DANRE	Q6PBV6	NHP2_DANRE	nhp2	150	Danio rerio	2:Experimental evidence at transcript level	H/ACA ribonucleoprotein complex subunit 2-like protein	1.0	0.999	8	32	32	32	32	32	32	1.28611236E10	
sp|Q6PBX5|MTND_DANRE	Q6PBX5	MTND_DANRE	adi1	181	Danio rerio	2:Experimental evidence at transcript level	Acireductone dioxygenase	1.0	0.999	17	57	57	57	57	57	57	2.42472141E10	
sp|Q6PBX9|REEP5_DANRE	Q6PBX9	REEP5_DANRE	reep5	189	Danio rerio	1:Experimental evidence at protein level	Receptor expression-enhancing protein 5	1.0	0.999	13	97	97	97	97	97	97	8.1822458E10	
sp|Q6PBY1|RS3A_DANRE	Q6PBY1	RS3A_DANRE	rps3a	267	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS1	1.0	0.999	34	527	527	527	527	527	527	7.3876609E11	
sp|Q6PBY3|EDF1_DANRE	Q6PBY3	EDF1_DANRE	edf1	146	Danio rerio	2:Experimental evidence at transcript level	Endothelial differentiation-related factor 1 homolog	1.0	0.999	22	61	61	61	61	61	61	3.7359423E10	
sp|Q6PBY7|TPC13_DANRE	Q6PBY7	TPC13_DANRE	trappc13	412	Danio rerio	2:Experimental evidence at transcript level	Trafficking protein particle complex subunit 13	1.0	0.999	13	16	16	16	16	16	16	2.27986944E9	
sp|Q6PC14|RL23_DANRE	Q6PC14	RL23_DANRE	rpl23	140	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL14	1.0	0.999	16	308	308	308	308	308	308	3.20931135E11	
sp|Q6PC19|SSU72_DANRE	Q6PC19	SSU72_DANRE	ssu72	194	Danio rerio	2:Experimental evidence at transcript level	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	1.0	0.999	8	34	34	34	34	34	34	1.06923837E10	
sp|Q6PC24|YIF1A_DANRE	Q6PC24	YIF1A_DANRE	yif1a	307	Danio rerio	2:Experimental evidence at transcript level	Protein YIF1A	0.9995	0.9912	4	12	12	12	12	12	12	1.70979901E10	
sp|Q6PC29|143G1_DANRE	Q6PC29	143G1_DANRE	ywhag1	247	Danio rerio	2:Experimental evidence at transcript level	14-3-3 protein gamma-1	1.0	0.9985	9	14	14	166	14	14	166	8.7388017E9	
sp|Q6PC30|CSN5_DANRE	Q6PC30	CSN5_DANRE	cops5	334	Danio rerio	2:Experimental evidence at transcript level	COP9 signalosome complex subunit 5	1.0	0.999	21	83	83	83	83	83	83	2.2001068E10	
sp|Q6PC40|CD123_DANRE	Q6PC40	CD123_DANRE	cdc123	348	Danio rerio	2:Experimental evidence at transcript level	Translation initiation factor eIF2 assembly protein	1.0	0.999	9	19	19	19	19	19	19	2.85041126E9	
sp|Q6PC62|SPG21_DANRE	Q6PC62	SPG21_DANRE	spg21	311	Danio rerio	2:Experimental evidence at transcript level	Maspardin	1.0	0.9988	4	5	5	5	5	5	5	1.26054643E9	
sp|Q6PC69|RL10A_DANRE	Q6PC69	RL10A_DANRE	rpl10a	216	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein uL1	1.0	0.999	19	274	274	274	274	274	274	3.1813727E11	
sp|Q6PC78|RN185_DANRE	Q6PC78	RN185_DANRE	rnf185	194	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase RNF185	1.0	0.9982	5	11	11	11	11	11	11	3.22460134E9	
sp|Q6PC91|BT3L4_DANRE	Q6PC91	BT3L4_DANRE	btf3l4	158	Danio rerio	2:Experimental evidence at transcript level	Transcription factor BTF3 homolog 4	1.0	0.999	14	108	108	108	108	108	108	4.5916684E10	
sp|Q6PCR6|ZFR_DANRE	Q6PCR6	ZFR_DANRE	zfr	1074	Danio rerio	2:Experimental evidence at transcript level	Zinc finger RNA-binding protein	1.0	0.999	33	78	78	78	78	78	78	1.84525496E10	
sp|Q6PCR7|EIF3A_DANRE	Q6PCR7	EIF3A_DANRE	eif3a	1267	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit A	1.0	0.999	136	670	663	670	670	663	670	3.70115641E11	
sp|Q6PCS6|MTFP1_DANRE	Q6PCS6	MTFP1_DANRE	mtfp1	165	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial fission process protein 1	1.0	0.999	13	49	49	49	49	49	49	1.38320691E10	
sp|Q6PD82|TM129_DANRE	Q6PD82	TM129_DANRE	tmem129	361	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase TM129	0.8248	0.9898	2	2	2	2	2	2	2	6.996916E7	
sp|Q6PD83|5MP2A_DANRE	Q6PD83	5MP2A_DANRE	bzw1a	419	Danio rerio	2:Experimental evidence at transcript level	eIF5-mimic protein 2-A	1.0	0.999	34	207	126	207	207	126	207	1.6066886E11	
sp|Q6PD99|MRPA_DANRE	Q6PD99	MRPA_DANRE	marcksl1a	213	Danio rerio	2:Experimental evidence at transcript level	MARCKS-related protein 1-A	1.0	0.999	15	45	45	48	45	45	48	2.13510021E10	
sp|Q6PE18|P4K2A_DANRE	Q6PE18	P4K2A_DANRE	pi4k2a	447	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol 4-kinase type 2-alpha	1.0	0.999	42	153	144	153	153	144	153	4.7339078E10	
sp|Q6PE25|EF1G_DANRE	Q6PE25	EF1G_DANRE	eef1g	442	Danio rerio	2:Experimental evidence at transcript level	Elongation factor 1-gamma	1.0	0.999	44	659	659	659	659	659	659	8.3361183E11	
sp|Q6PEH4|UTP25_DANRE	Q6PEH4	UTP25_DANRE	utp25	753	Danio rerio	1:Experimental evidence at protein level	U3 small nucleolar RNA-associated protein 25 homolog	1.0	0.999	18	27	27	27	27	27	27	3.31194189E9	
sp|Q6PEH5|UB2V2_DANRE	Q6PEH5	UB2V2_DANRE	ube2v2	145	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin-conjugating enzyme E2 variant 2	1.0	0.999	11	99	99	99	99	99	99	7.5984364E10	
sp|Q6PEH8|MED25_DANRE	Q6PEH8	MED25_DANRE	med25	701	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 25	1.0	0.999	7	12	12	12	12	12	12	1.32776256E9	
sp|Q6PEI3|PHR4B_DANRE	Q6PEI3	PHR4B_DANRE	phactr4b	754	Danio rerio	1:Experimental evidence at protein level	Phosphatase and actin regulator 4B	1.0	0.9988	5	6	6	6	6	6	6	4.2924848E8	
sp|Q6PEI7|PYRG1_DANRE	Q6PEI7	PYRG1_DANRE	ctps1	591	Danio rerio	1:Experimental evidence at protein level	CTP synthase 1	1.0	0.999	30	93	93	93	93	93	93	3.9626957E10	
sp|Q6PFJ1|NGDN_DANRE	Q6PFJ1	NGDN_DANRE	ngdn	315	Danio rerio	2:Experimental evidence at transcript level	Neuroguidin	1.0	0.999	9	15	15	15	15	15	15	4.28363238E9	
sp|Q6PFJ7|NSMA3_DANRE	Q6PFJ7	NSMA3_DANRE	smpd4	791	Danio rerio	2:Experimental evidence at transcript level	Sphingomyelin phosphodiesterase 4	1.0	0.999	29	91	91	91	91	91	91	3.05286881E10	
sp|Q6PFJ9|ARI1_DANRE	Q6PFJ9	ARI1_DANRE	arih1	527	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase arih1	1.0	0.9987	15	4	4	31	4	4	31	1.08413939E9	
sp|Q6PFK1|ZN598_DANRE	Q6PFK1	ZN598_DANRE	znf598	953	Danio rerio	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase ZNF598	1.0	0.999	24	45	45	45	45	45	45	5.8271667E9	
sp|Q6PFL0|MED27_DANRE	Q6PFL0	MED27_DANRE	med27	311	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 27	1.0	0.999	10	27	27	27	27	27	27	4.2776768E9	
sp|Q6PFL6|CCD43_DANRE	Q6PFL6	CCD43_DANRE	ccdc43	213	Danio rerio	2:Experimental evidence at transcript level	Coiled-coil domain-containing protein 43	1.0	0.999	12	19	19	19	19	19	19	4.5630612E9	
sp|Q6PFL8|THYN1_DANRE	Q6PFL8	THYN1_DANRE	thyn1	231	Danio rerio	2:Experimental evidence at transcript level	Thymocyte nuclear protein 1	1.0	0.9988	10	18	18	18	18	18	18	6.440834E9	
sp|Q6PFM0|JMJD6_DANRE	Q6PFM0	JMJD6_DANRE	jmjd6	403	Danio rerio	2:Experimental evidence at transcript level	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	1.0	0.999	11	18	18	18	18	18	18	4.4159846E9	
sp|Q6PFM1|S20AB_DANRE	Q6PFM1	S20AB_DANRE	slc20a1b	665	Danio rerio	2:Experimental evidence at transcript level	Sodium-dependent phosphate transporter 1-B	0.9987	0.998	3	3	3	3	3	3	3	5.21085216E8	
sp|Q6PFM4|LNPB_DANRE	Q6PFM4	LNPB_DANRE	lnpkb	402	Danio rerio	2:Experimental evidence at transcript level	Endoplasmic reticulum junction formation protein lunapark-B	1.0	0.999	11	23	23	34	23	23	34	3.85915059E9	
sp|Q6PFM9|WDR48_DANRE	Q6PFM9	WDR48_DANRE	wdr48	677	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 48	1.0	0.999	17	40	40	40	40	40	40	1.49370593E10	
sp|Q6PFP6|NDOR1_DANRE	Q6PFP6	NDOR1_DANRE	ndor1	595	Danio rerio	2:Experimental evidence at transcript level	NADPH-dependent diflavin oxidoreductase 1	1.0	0.999	11	19	19	19	19	19	19	1.255216E9	
sp|Q6PFQ0|KS6A6_DANRE	Q6PFQ0	KS6A6_DANRE	rps6ka6	740	Danio rerio	2:Experimental evidence at transcript level	Ribosomal protein S6 kinase alpha-6	1.0	0.999	21	61	57	61	61	57	61	3.14406257E10	
sp|Q6PFQ2|EIF3C_DANRE	Q6PFQ2	EIF3C_DANRE	eif3c	926	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit C	1.0	0.999	42	237	237	237	237	237	237	1.71680858E11	
sp|Q6PFS2|PRXD1_DANRE	Q6PFS2	PRXD1_DANRE	Prorsd1	184	Danio rerio	2:Experimental evidence at transcript level	Prolyl-tRNA synthetase associated domain-containing protein 1	1.0	0.999	8	16	16	16	16	16	16	3.60036352E9	
sp|Q6PFS5|ERD23_DANRE	Q6PFS5	ERD23_DANRE	kdelr3	215	Danio rerio	2:Experimental evidence at transcript level	ER lumen protein-retaining receptor 3	0.9986	0.9858	2	7	4	7	7	4	7	4.802773E9	
sp|Q6PFS7|ATG3_DANRE	Q6PFS7	ATG3_DANRE	atg3	317	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin-like-conjugating enzyme ATG3	1.0	0.999	16	73	73	73	73	73	73	3.33014098E10	
sp|Q6PG29|SKAP2_DANRE	Q6PG29	SKAP2_DANRE	skap2	341	Danio rerio	2:Experimental evidence at transcript level	Src kinase-associated phosphoprotein 2	1.0	0.999	12	22	22	22	22	22	22	4.6112988E9	
sp|Q6PG31|RNPS1_DANRE	Q6PG31	RNPS1_DANRE	rnps1	283	Danio rerio	2:Experimental evidence at transcript level	RNA-binding protein with serine-rich domain 1	1.0	0.999	9	47	47	47	47	47	47	8.6191933E9	
sp|Q6PG34|CDKAL_DANRE	Q6PG34	CDKAL_DANRE	cdkal1	547	Danio rerio	2:Experimental evidence at transcript level	Threonylcarbamoyladenosine tRNA methylthiotransferase	1.0	0.999	19	56	56	56	56	56	56	1.70445107E10	
sp|Q6PGV1|VA0D1_DANRE	Q6PGV1	VA0D1_DANRE	atp6v0d1	350	Danio rerio	1:Experimental evidence at protein level	V-type proton ATPase subunit d 1	1.0	0.999	21	137	137	137	137	137	137	8.7672308E10	
sp|Q6PGW3|ARMD3_DANRE	Q6PGW3	ARMD3_DANRE	armh3	689	Danio rerio	2:Experimental evidence at transcript level	Armadillo-like helical domain-containing protein 3	1.0	0.999	10	20	20	20	20	20	20	3.32547046E9	
sp|Q6PGY3|TXTPA_DANRE	Q6PGY3	TXTPA_DANRE	slc25a1a	359	Danio rerio	2:Experimental evidence at transcript level	Tricarboxylate transport protein A, mitochondrial	1.0	0.9989	12	18	13	18	18	13	18	2.49726669E9	
sp|Q6PGY5|DJC21_DANRE	Q6PGY5	DJC21_DANRE	dnajc21	545	Danio rerio	2:Experimental evidence at transcript level	DnaJ homolog subfamily C member 21	1.0	0.999	8	12	12	12	12	12	12	1.2669216E9	
sp|Q6PGY6|UFL1_DANRE	Q6PGY6	UFL1_DANRE	ufl1	793	Danio rerio	2:Experimental evidence at transcript level	E3 UFM1-protein ligase 1	1.0	0.999	48	189	189	189	189	189	189	1.07819368E11	
sp|Q6PGZ0|CEP63_DANRE	Q6PGZ0	CEP63_DANRE	cep63	716	Danio rerio	2:Experimental evidence at transcript level	Centrosomal protein of 63 kDa	1.0	0.998	13	17	17	17	17	17	17	2.08412966E9	
sp|Q6PH11|PYM1_DANRE	Q6PH11	PYM1_DANRE	pym1	194	Danio rerio	2:Experimental evidence at transcript level	Partner of Y14 and mago	1.0	0.999	9	22	22	22	22	22	22	4.7723208E9	
sp|Q6PH19|GATM_DANRE	Q6PH19	GATM_DANRE	gatm	422	Danio rerio	2:Experimental evidence at transcript level	Glycine amidinotransferase, mitochondrial	1.0	0.9989	5	7	7	7	7	7	7	8.8360064E8	
sp|Q6PH52|PCH2_DANRE	Q6PH52	PCH2_DANRE	trip13	424	Danio rerio	2:Experimental evidence at transcript level	Pachytene checkpoint protein 2 homolog	1.0	0.999	13	19	19	19	19	19	19	4.0738153E9	
sp|Q6PH57|GBB1_DANRE	Q6PH57	GBB1_DANRE	gnb1	340	Danio rerio	2:Experimental evidence at transcript level	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	1.0	0.999	22	220	220	220	220	220	220	1.3908317E11	
sp|Q6PH58|TM39A_DANRE	Q6PH58	TM39A_DANRE	tmem39a	481	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 39A	0.9665	0.999	1	1	1	1	1	1	1	3.6529732E7	
sp|Q6PHD9|SBP1_DANRE	Q6PHD9	SBP1_DANRE	selenbp1	457	Danio rerio	2:Experimental evidence at transcript level	Methanethiol oxidase	1.0	0.999	28	179	179	179	179	179	179	1.24060836E11	
sp|Q6PHE8|CC124_DANRE	Q6PHE8	CC124_DANRE	ccdc124	216	Danio rerio	2:Experimental evidence at transcript level	Coiled-coil domain-containing protein 124	1.0	0.999	16	84	84	84	84	84	84	4.1033306E10	
sp|Q6PHF0|CHM1A_DANRE	Q6PHF0	CHM1A_DANRE	chmp1a	198	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 1a	1.0	0.9988	11	34	34	34	34	34	34	5.083204E10	
sp|Q6PHG2|HEMO_DANRE	Q6PHG2	HEMO_DANRE	hpx	447	Danio rerio	2:Experimental evidence at transcript level	Hemopexin	0.9979	0.9975	2	3	3	3	3	3	3	4.2066656E7	
sp|Q6PHG4|LIAS_DANRE	Q6PHG4	LIAS_DANRE	lias	399	Danio rerio	2:Experimental evidence at transcript level	Lipoyl synthase, mitochondrial	1.0	0.999	13	27	27	27	27	27	27	3.7175593E9	
sp|Q6PHG8|RPA43_DANRE	Q6PHG8	RPA43_DANRE	polr1f	391	Danio rerio	2:Experimental evidence at transcript level	DNA-directed RNA polymerase I subunit RPA43	1.0	0.999	4	7	7	7	7	7	7	4.91763168E8	
sp|Q6PHH3|PD10A_DANRE	Q6PHH3	PD10A_DANRE	pdcd10a	210	Danio rerio	1:Experimental evidence at protein level	Programmed cell death protein 10-A	0.9889	0.9832	8	4	4	11	4	4	11	7.0028461E8	
sp|Q6PHI9|RAB4A_DANRE	Q6PHI9	RAB4A_DANRE	rab4a	213	Danio rerio	2:Experimental evidence at transcript level	Ras-related protein Rab-4A	0.9865	0.9985	9	2	2	48	2	2	48	1.67242272E8	
sp|Q6PHK6|PURB_DANRE	Q6PHK6	PURB_DANRE	purb	297	Danio rerio	2:Experimental evidence at transcript level	Transcriptional regulator protein Pur-beta	1.0	0.999	12	42	42	42	42	42	42	6.4305263E10	
sp|Q6PHY8|SELTB_DANRE	Q6PHY8	SELTB_DANRE	selenot1b	193	Danio rerio	2:Experimental evidence at transcript level	Thioredoxin reductase-like selenoprotein T1b	0.5796	0.9581	2	5	5	5	5	5	5	1.51938445E9	
sp|Q6PI20|H33_DANRE	Q6PI20	H33_DANRE	h3f3a	136	Danio rerio	2:Experimental evidence at transcript level	Histone H3.3	1.0	0.999	11	35	35	107	35	35	107	1.12155331E10	
sp|Q6PI52|CALM_DANRE	Q6PI52	CALM_DANRE	calm1a	149	Danio rerio	2:Experimental evidence at transcript level	Calmodulin	1.0	0.999	16	462	462	462	462	462	462	3.96999885E11	
sp|Q6PUF3|DHI1L_DANRE	Q6PUF3	DHI1L_DANRE	hsd11b1l	287	Danio rerio	2:Experimental evidence at transcript level	Hydroxysteroid 11-beta-dehydrogenase 1-like protein	1.0	0.999	4	5	5	5	5	5	5	4.9310144E8	
sp|Q6PUR6|GPN2_DANRE	Q6PUR6	GPN2_DANRE	gpn2	311	Danio rerio	2:Experimental evidence at transcript level	GPN-loop GTPase 2	1.0	0.999	7	11	11	11	11	11	11	1.77633101E9	
sp|Q6Q415|RL36_DANRE	Q6Q415	RL36_DANRE	rpl36	105	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL36	1.0	0.9989	9	141	141	141	141	141	141	2.15648043E11	
sp|Q6Q420|RS15A_DANRE	Q6Q420	RS15A_DANRE	rps15a	130	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein uS8	1.0	0.999	12	122	122	122	122	122	122	3.07052118E11	
sp|Q6QA32|DHB3_DANRE	Q6QA32	DHB3_DANRE	hsd17b3	307	Danio rerio	1:Experimental evidence at protein level	17-beta-hydroxysteroid dehydrogenase type 3	0.5312	0.9747	1	1	1	1	1	1	1	9.3642035E8	
sp|Q6QA33|DH12B_DANRE	Q6QA33	DH12B_DANRE	hsd17b12b	311	Danio rerio	2:Experimental evidence at transcript level	Very-long-chain 3-oxoacyl-CoA reductase-B	1.0	0.999	16	125	107	150	125	107	150	1.56930802E11	
sp|Q6R5J2|DISP1_DANRE	Q6R5J2	DISP1_DANRE	disp1	1464	Danio rerio	2:Experimental evidence at transcript level	Protein dispatched homolog 1	0.992	0.9955	2	3	3	3	3	3	3	8.0557328E7	
sp|Q6T938|FIBP_DANRE	Q6T938	FIBP_DANRE	fibpb	355	Danio rerio	1:Experimental evidence at protein level	Acidic fibroblast growth factor intracellular-binding protein B	0.938	0.9739	3	4	4	4	4	4	4	1.31618278E9	
sp|Q6TEL0|MTMR8_DANRE	Q6TEL0	MTMR8_DANRE	mtmr8	632	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR8	1.0	0.999	10	15	15	15	15	15	15	1.33399936E9	
sp|Q6TEL1|RA21A_DANRE	Q6TEL1	RA21A_DANRE	rad21a	643	Danio rerio	1:Experimental evidence at protein level	Double-strand-break repair protein rad21 homolog A	1.0	0.999	29	106	106	106	106	106	106	2.86624133E10	
sp|Q6TEL3|C42S1_DANRE	Q6TEL3	C42S1_DANRE	cdc42se1	75	Danio rerio	3:Protein inferred from homology	CDC42 small effector protein 1	0.9548	0.9957	2	2	2	2	2	2	2	1.30092248E8	
sp|Q6TEN1|RAP1B_DANRE	Q6TEN1	RAP1B_DANRE	rap1b	184	Danio rerio	2:Experimental evidence at transcript level	Ras-related protein Rap-1b	1.0	0.999	19	153	153	153	153	153	153	5.5078834E10	
sp|Q6TEN6|WDR91_DANRE	Q6TEN6	WDR91_DANRE	wdr91	724	Danio rerio	1:Experimental evidence at protein level	WD repeat-containing protein 91	1.0	0.9989	12	15	15	15	15	15	15	4.8669148E9	
sp|Q6TEP1|F91A1_DANRE	Q6TEP1	F91A1_DANRE	fam91a1	831	Danio rerio	2:Experimental evidence at transcript level	Protein FAM91A1	1.0	0.999	14	19	19	19	19	19	19	4.4159304E9	
sp|Q6TEQ0|EEPD1_DANRE	Q6TEQ0	EEPD1_DANRE	eepd1	550	Danio rerio	2:Experimental evidence at transcript level	Endonuclease/exonuclease/phosphatase family domain-containing protein 1	0.9995	0.9953	5	6	6	6	6	6	6	4.24644685E9	
sp|Q6TGS6|SYYC_DANRE	Q6TGS6	SYYC_DANRE	yars1	529	Danio rerio	2:Experimental evidence at transcript level	Tyrosine--tRNA ligase, cytoplasmic	1.0	0.999	55	325	325	325	325	325	325	1.98318375E11	
sp|Q6TGU2|SEH1_DANRE	Q6TGU2	SEH1_DANRE	seh1l	364	Danio rerio	2:Experimental evidence at transcript level	Nucleoporin SEH1	1.0	0.999	25	101	101	101	101	101	101	2.93861069E10	
sp|Q6TGV7|ABRAL_DANRE	Q6TGV7	ABRAL_DANRE	abracl	81	Danio rerio	3:Protein inferred from homology	Costars family protein ABRACL	1.0	0.999	2	13	13	13	13	13	13	4.21330406E9	
sp|Q6TGW5|OSTF1_DANRE	Q6TGW5	OSTF1_DANRE	ostf1	214	Danio rerio	2:Experimental evidence at transcript level	Osteoclast-stimulating factor 1	1.0	0.999	10	16	16	16	16	16	16	3.34285824E9	
sp|Q6TGY8|EMC2_DANRE	Q6TGY8	EMC2_DANRE	emc2	297	Danio rerio	2:Experimental evidence at transcript level	ER membrane protein complex subunit 2	1.0	0.999	19	141	141	141	141	141	141	4.6366712E10	
sp|Q6TGZ4|THA11_DANRE	Q6TGZ4	THA11_DANRE	thap11	257	Danio rerio	2:Experimental evidence at transcript level	THAP domain-containing protein 11	0.9938	0.9986	3	4	4	4	4	4	4	1.626688E8	
sp|Q6TH01|C10_DANRE	Q6TH01	C10_DANRE	si:dkey-29f10.1	122	Danio rerio	2:Experimental evidence at transcript level	Protein C10	1.0	0.999	7	46	46	46	46	46	46	8.487744E9	
sp|Q6TH15|EIF3D_DANRE	Q6TH15	EIF3D_DANRE	eif3d	552	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit D	1.0	0.999	36	230	230	230	230	230	230	1.06413408E11	
sp|Q6TH22|DDI2_DANRE	Q6TH22	DDI2_DANRE	ddi2	411	Danio rerio	2:Experimental evidence at transcript level	Protein DDI1 homolog 2	1.0	0.999	21	79	79	79	79	79	79	4.1880207E10	
sp|Q6TH47|STBPA_DANRE	Q6TH47	STBPA_DANRE	stambpa	418	Danio rerio	2:Experimental evidence at transcript level	STAM-binding protein-like A	1.0	0.999	17	36	36	36	36	36	36	6.2794496E9	
sp|Q6TLE4|EMC5_DANRE	Q6TLE4	EMC5_DANRE	mmgt1	130	Danio rerio	2:Experimental evidence at transcript level	ER membrane protein complex subunit 5	1.0	0.999	6	26	26	26	26	26	26	1.94120172E10	
sp|Q6TLH3|CUED2_DANRE	Q6TLH3	CUED2_DANRE	cuedc2	282	Danio rerio	2:Experimental evidence at transcript level	CUE domain-containing protein 2	1.0	0.9889	6	10	10	10	10	10	10	1.7073056E9	
sp|Q6TNP8|VP26A_DANRE	Q6TNP8	VP26A_DANRE	vps26a	327	Danio rerio	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 26A	1.0	0.999	14	31	31	33	31	31	33	1.01142262E10	
sp|Q6TNR1|RHPN2_DANRE	Q6TNR1	RHPN2_DANRE	rhpn2	683	Danio rerio	2:Experimental evidence at transcript level	Rhophilin-2	0.5946	0.9803	1	1	1	1	1	1	1	2.7618086E7	
sp|Q6TNS2|PK1IP_DANRE	Q6TNS2	PK1IP_DANRE	pak1ip1	368	Danio rerio	2:Experimental evidence at transcript level	p21-activated protein kinase-interacting protein 1-like	1.0	0.999	4	5	5	5	5	5	5	1.08455296E9	
sp|Q6TNS7|RABL3_DANRE	Q6TNS7	RABL3_DANRE	rabl3	233	Danio rerio	2:Experimental evidence at transcript level	Rab-like protein 3	1.0	0.999	15	38	38	38	38	38	38	1.76255898E10	
sp|Q6TNT2|ANR46_DANRE	Q6TNT2	ANR46_DANRE	ankrd46	228	Danio rerio	2:Experimental evidence at transcript level	Ankyrin repeat domain-containing protein 46	1.0	0.9987	4	6	6	6	6	6	6	5.5753754E8	
sp|Q6TNU3|INT10_DANRE	Q6TNU3	INT10_DANRE	ints10	715	Danio rerio	2:Experimental evidence at transcript level	Integrator complex subunit 10	1.0	0.999	11	25	25	25	25	25	25	3.17262515E9	
sp|Q6TNU4|FEN1A_DANRE	Q6TNU4	FEN1A_DANRE	fen1	380	Danio rerio	2:Experimental evidence at transcript level	Flap endonuclease 1	1.0	0.999	17	81	81	81	81	81	81	1.38071542E10	
sp|Q6TV19|DICER_DANRE	Q6TV19	DICER_DANRE	dicer1	1865	Danio rerio	2:Experimental evidence at transcript level	Endoribonuclease Dicer	1.0	0.999	70	162	162	162	162	162	162	1.0014099E11	
sp|Q6VEU3|PNO1_DANRE	Q6VEU3	PNO1_DANRE	pno1	252	Danio rerio	2:Experimental evidence at transcript level	RNA-binding protein PNO1	1.0	0.999	9	13	13	13	13	13	13	4.3695493E9	
sp|Q6ZM19|IF6_DANRE	Q6ZM19	IF6_DANRE	eif6	245	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 6	1.0	0.999	10	68	68	68	68	68	68	4.4575842E10	
sp|Q6ZM63|GPN3_DANRE	Q6ZM63	GPN3_DANRE	gpn3	285	Danio rerio	2:Experimental evidence at transcript level	GPN-loop GTPase 3	1.0	0.999	6	13	13	13	13	13	13	1.91126246E9	
sp|Q701R2|SIAT2_DANRE	Q701R2	SIAT2_DANRE	st6gal2	514	Danio rerio	2:Experimental evidence at transcript level	Beta-galactoside alpha-2,6-sialyltransferase 2	1.0	0.9987	6	6	6	6	6	6	6	5.9098816E8	
sp|Q70X92|ASB11_DANRE	Q70X92	ASB11_DANRE	asb11	293	Danio rerio	1:Experimental evidence at protein level	Ankyrin repeat and SOCS box protein 11	0.9955	0.9983	3	4	4	4	4	4	4	9.8814728E7	
sp|Q71PD7|H2AV_DANRE	Q71PD7	H2AV_DANRE	h2az2a	128	Danio rerio	2:Experimental evidence at transcript level	Histone H2A.V	1.0	0.999	4	30	30	51	30	30	51	5.6103887E10	
sp|Q71SG7|GCNT4_DANRE	Q71SG7	GCNT4_DANRE	gcnt4	428	Danio rerio	2:Experimental evidence at transcript level	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4	0.9788	0.9886	3	3	3	3	3	3	3	3.02036224E8	
sp|Q76LC6|RBM24_DANRE	Q76LC6	RBM24_DANRE	rbm24	230	Danio rerio	2:Experimental evidence at transcript level	RNA-binding protein 24	0.9998	0.9979	3	5	5	5	5	5	5	6.2147366E8	
sp|Q7SX85|SESD1_DANRE	Q7SX85	SESD1_DANRE	sestd1	714	Danio rerio	2:Experimental evidence at transcript level	SEC14 domain and spectrin repeat-containing protein 1	1.0	0.999	18	35	35	35	35	35	35	7.2020741E9	
