Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Set_1_1 Spectral Count	Set_1_2 Spectral Count	Set_1_3 Spectral Count	Set_2_1 Spectral Count	Set_2_2 Spectral Count	Set_2_3 Spectral Count	Set_1_1 Unique Spectral Count	Set_1_2 Unique Spectral Count	Set_1_3 Unique Spectral Count	Set_2_1 Unique Spectral Count	Set_2_2 Unique Spectral Count	Set_2_3 Unique Spectral Count	Set_1_1 Total Spectral Count	Set_1_2 Total Spectral Count	Set_1_3 Total Spectral Count	Set_2_1 Total Spectral Count	Set_2_2 Total Spectral Count	Set_2_3 Total Spectral Count	Set_1_1 Intensity	Set_1_2 Intensity	Set_1_3 Intensity	Set_2_1 Intensity	Set_2_2 Intensity	Set_2_3 Intensity	Set_1_1 MaxLFQ Intensity	Set_1_2 MaxLFQ Intensity	Set_1_3 MaxLFQ Intensity	Set_2_1 MaxLFQ Intensity	Set_2_2 MaxLFQ Intensity	Set_2_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q7SY48|HEAT1_DANRE	Q7SY48	HEAT1_DANRE	heatr1	2159	Danio rerio	2:Experimental evidence at transcript level	HEAT repeat-containing protein 1	1.0	0.999	6	31	31	31	4	4	5	6	6	6	4	4	5	6	6	6	4	4	5	6	6	6	703144.25	1164010.2	368733.72	8330283.5	8866406.0	6263306.5	740013.25	1102252.2	1214679.8	1983723.2	1671247.5	1735136.8	
sp|Q7SY49|CAMKV_DANRE	Q7SY49	CAMKV_DANRE	camkv	436	Danio rerio	2:Experimental evidence at transcript level	CaM kinase-like vesicle-associated protein	1.0	0.9981	6	32	32	32	2	0	1	11	13	5	2	0	1	11	13	5	2	0	1	11	13	5	4133232.0	5641703.5	1386636.9	8.5921808E7	8.9020768E7	1.0752032E8	3632252.8	5824525.5	1952650.8	4.608832E7	5.3043644E7	5.237922E7	
sp|Q7SY54|AT2L1_DANRE	Q7SY54	AT2L1_DANRE	etnppl	492	Danio rerio	2:Experimental evidence at transcript level	Ethanolamine-phosphate phospho-lyase	1.0	0.999	10	159	159	159	32	36	32	21	21	17	32	36	32	21	21	17	32	36	32	21	21	17	7.150888E7	6.6271396E7	7.0194288E7	2.2211048E7	2.3520326E7	2.2264188E7	1.9623562E7	1.8366854E7	1.8937636E7	1.2327103E7	1.2887539E7	1.216652E7	
sp|Q7SYB2|THOC1_DANRE	Q7SYB2	THOC1_DANRE	thoc1	655	Danio rerio	2:Experimental evidence at transcript level	THO complex subunit 1	1.0	0.999	10	93	93	93	11	9	5	21	26	21	11	9	5	21	26	21	11	9	5	21	26	21	9386817.0	6271355.0	7276590.0	1.693266E7	1.6444841E7	1.6488715E7	2620865.0	2269202.0	2565158.5	4534826.5	4031503.2	4491628.5	
sp|Q7SYC9|CTL2_DANRE	Q7SYC9	CTL2_DANRE	slc44a2	697	Danio rerio	2:Experimental evidence at transcript level	Choline transporter-like protein 2	1.0	0.9989	8	103	70	103	16	18	19	14	18	18	10	12	13	10	12	13	16	18	19	14	18	18	2.8081672E7	2.9076788E7	3.0941208E7	3.6904736E7	3.5372856E7	3.2933208E7	1.1354725E7	1.2562001E7	1.1468182E7	1.2465491E7	1.2493385E7	1.0934865E7	
sp|Q7SYD5|SC31A_DANRE	Q7SYD5	SC31A_DANRE	sec31a	1254	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec31A	1.0	0.999	8	68	68	68	17	11	11	10	11	8	17	11	11	10	11	8	17	11	11	10	11	8	1.5533046E7	1.160167E7	1.2413909E7	1.425449E7	1.3751308E7	1.2535785E7	4733252.5	5684433.0	4489192.5	3438719.8	3315159.5	3592658.0	
sp|Q7SYJ9|SPAG7_DANRE	Q7SYJ9	SPAG7_DANRE	spag7	230	Danio rerio	1:Experimental evidence at protein level	Sperm-associated antigen 7 homolog	0.9995	0.9937	3	4	4	4	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	353154.62	667572.06	897606.5	6702208.5	6122871.0	5720356.5	488545.62	923503.2	1241727.2	2730949.5	2807020.2	2724839.0	
sp|Q7SYK0|CHID1_DANRE	Q7SYK0	CHID1_DANRE	chid1	391	Danio rerio	2:Experimental evidence at transcript level	Chitinase domain-containing protein 1	1.0	0.9963	4	10	10	10	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	5594749.0	5506314.0	5797151.0	0.0	1967200.1	1832008.1	2953794.8	2834318.8	3084746.0	0.0	1971259.5	1835788.4	
sp|Q7SYK1|TGT_DANRE	Q7SYK1	TGT_DANRE	qtrt1	400	Danio rerio	2:Experimental evidence at transcript level	Queuine tRNA-ribosyltransferase catalytic subunit 1	0.9995	0.9871	2	13	13	13	2	3	3	1	2	2	2	3	3	1	2	2	2	3	3	1	2	2	1601696.2	1980635.1	1813804.6	1662016.9	1777498.6	1708523.9	1601696.2	1980635.1	1813804.6	1662016.9	1777498.6	1708523.9	
sp|Q7SYK7|AATM_DANRE	Q7SYK7	AATM_DANRE	got2a	428	Danio rerio	2:Experimental evidence at transcript level	Aspartate aminotransferase, mitochondrial	1.0	0.999	25	865	865	865	143	145	145	143	145	144	143	145	145	143	145	144	143	145	145	143	145	144	1.18590694E9	1.19149504E9	1.15347379E9	1.1386112E9	1.10334093E9	1.13456064E9	2.06116416E8	2.05558128E8	2.01137008E8	2.10065184E8	1.9912448E8	2.0305504E8	
sp|Q7SZC2|XPO2_DANRE	Q7SZC2	XPO2_DANRE	cse1l	971	Danio rerio	1:Experimental evidence at protein level	Exportin-2	1.0	0.999	29	253	253	253	18	26	19	70	63	57	18	26	19	70	63	57	18	26	19	70	63	57	4.9990688E7	4.6782816E7	4.99768E7	1.85725312E8	2.55155728E8	1.71852112E8	1.7100886E7	1.619495E7	1.8173206E7	3.823158E7	3.4886844E7	3.4858324E7	
sp|Q7SZE3|L2GL2_DANRE	Q7SZE3	L2GL2_DANRE	llgl2	1020	Danio rerio	1:Experimental evidence at protein level	LLGL scribble cell polarity complex component 2	1.0	0.999	16	177	177	177	24	26	29	33	32	33	24	26	29	33	32	33	24	26	29	33	32	33	2.1419806E7	2.2763518E7	2.2861332E7	3.1097634E7	3.184874E7	3.0061424E7	3834800.5	4006739.5	4001366.5	4687026.0	4711797.5	4482667.5	
sp|Q7SZE5|SC23A_DANRE	Q7SZE5	SC23A_DANRE	sec23a	765	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec23A	1.0	0.999	22	422	422	422	79	80	81	63	60	59	79	80	81	63	60	59	79	80	81	63	60	59	1.40121968E8	1.4808088E8	1.49850992E8	1.02012808E8	1.13239864E8	1.26020296E8	2.0137056E7	2.0113002E7	2.0607246E7	1.8305644E7	1.687704E7	1.8155408E7	
sp|Q7SZN2|RN170_DANRE	Q7SZN2	RN170_DANRE	rnf170	266	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase RNF170	0.9395	0.9966	1	2	2	2	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.0	0.0	150197.16	140283.08	234994.44	0.0	0.0	0.0	150197.16	140283.08	234994.44	0.0	
sp|Q7SZR5|SUMO1_DANRE	Q7SZR5	SUMO1_DANRE	sumo1	100	Danio rerio	3:Protein inferred from homology	Small ubiquitin-related modifier 1	0.843	0.9922	1	20	20	20	5	2	6	2	3	2	5	2	6	2	3	2	5	2	6	2	3	2	4575226.5	4560466.5	4799516.5	3755622.8	3264758.5	4635046.5	4575226.5	4560466.5	4799516.5	3755622.8	3264758.5	4635046.5	
sp|Q7T070|RHBG_DANRE	Q7T070	RHBG_DANRE	rhbg	459	Danio rerio	2:Experimental evidence at transcript level	Ammonium transporter Rh type B	1.0	0.999	6	173	173	173	26	29	29	26	34	29	26	29	29	26	34	29	26	29	29	26	34	29	4.49121E7	4.185534E7	4.4586796E7	5.7562072E7	5.4652004E7	5.6826756E7	1.4851904E7	1.4283718E7	1.6127858E7	2.0016704E7	1.9976742E7	1.9573722E7	
sp|Q7T2A3|DDA1_DANRE	Q7T2A3	DDA1_DANRE	dda1	104	Danio rerio	3:Protein inferred from homology	DET1- and DDB1-associated protein 1	0.7498	0.986	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	161143.34	243023.88	145210.31	0.0	0.0	0.0	161143.34	243023.88	145210.31	
sp|Q7T2A5|EIF3L_DANRE	Q7T2A5	EIF3L_DANRE	eif3l	576	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit L	1.0	0.999	25	611	611	611	92	101	105	104	99	110	92	101	105	104	99	110	92	101	105	104	99	110	3.10958848E8	3.3643136E8	3.29445504E8	3.1970816E8	3.2107568E8	3.16620896E8	2.5128436E7	2.5257546E7	2.5893878E7	2.5541398E7	2.5691684E7	2.5519088E7	
sp|Q7T2P6|TIM23_DANRE	Q7T2P6	TIM23_DANRE	timm23	208	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial import inner membrane translocase subunit Tim23	0.9608	0.9983	1	12	12	12	3	3	1	1	2	2	3	3	1	1	2	2	3	3	1	1	2	2	4866281.5	670736.3	1187677.8	1460853.8	994866.25	1285610.4	4866281.5	670736.3	1187677.8	1460853.8	994866.25	1285610.4	
sp|Q7T312|CCD25_DANRE	Q7T312	CCD25_DANRE	ccdc25	207	Danio rerio	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 25	0.9936	0.9984	2	6	6	6	0	0	2	2	1	1	0	0	2	2	1	1	0	0	2	2	1	1	2478042.2	2776411.0	3258892.8	820028.44	1060915.9	1112184.8	1050031.8	1103337.5	1684512.8	1336128.6	1728623.0	1812158.9	
sp|Q7T321|KCMF1_DANRE	Q7T321	KCMF1_DANRE	kcmf1	383	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase KCMF1	0.9851	0.9942	1	7	7	7	1	2	2	1	0	1	1	2	2	1	0	1	1	2	2	1	0	1	459697.78	467791.53	475859.3	302007.5	591106.0	351369.4	459697.78	467791.53	475859.3	302007.5	591106.0	351369.4	
sp|Q7T326|CISD2_DANRE	Q7T326	CISD2_DANRE	cisd2	135	Danio rerio	2:Experimental evidence at transcript level	CDGSH iron-sulfur domain-containing protein 2	0.9993	0.9825	3	4	4	4	2	1	0	1	0	0	2	1	0	1	0	0	2	1	0	1	0	0	5466355.0	5069955.0	6749535.0	8710990.0	2562526.8	2364262.5	3321925.2	4243677.5	4083529.5	5031803.0	4776540.0	4406976.0	
sp|Q7T347|UFSP2_DANRE	Q7T347	UFSP2_DANRE	ufsp2	401	Danio rerio	2:Experimental evidence at transcript level	Ufm1-specific protease 2	0.9998	0.9989	2	7	7	7	2	3	1	0	0	1	2	3	1	0	0	1	2	3	1	0	0	1	9973027.0	1.1366679E7	9745980.0	0.0	0.0	434720.34	4035421.2	4840229.0	4483532.5	0.0	0.0	4728488.0	
sp|Q7T356|143BB_DANRE	Q7T356	143BB_DANRE	ywhabb	242	Danio rerio	2:Experimental evidence at transcript level	14-3-3 protein beta/alpha-B	1.0	0.999	17	90	87	536	10	12	11	18	22	17	10	12	11	18	19	17	82	83	84	96	99	92	3.7532384E7	3.5669968E7	6.1351328E7	9.2846384E7	1.03704152E8	9.7667624E7	1.8757014E7	1.7260728E7	1.681067E7	2.2533714E7	2.6013712E7	2.4064542E7	
sp|Q7T385|VTC1A_DANRE	Q7T385	VTC1A_DANRE	atp6v1c1a	383	Danio rerio	2:Experimental evidence at transcript level	V-type proton ATPase subunit C 1-A	1.0	0.9984	7	32	31	32	2	3	5	7	6	9	2	3	4	7	6	9	2	3	5	7	6	9	1.1779323E7	1.1325868E7	1.1382914E7	1.1003961E7	1.0884198E7	1.2194184E7	3715360.0	4067005.8	3084103.8	7047303.0	6383619.0	7178359.0	
sp|Q7T392|T179B_DANRE	Q7T392	T179B_DANRE	tmem179b	219	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 179B	0.9675	0.9986	1	17	17	17	3	3	1	4	3	3	3	3	1	4	3	3	3	3	1	4	3	3	4638023.0	4758713.5	3900470.0	6022980.5	3372679.8	3267196.5	4638023.0	4758713.5	3900470.0	6022980.5	3372679.8	3267196.5	
sp|Q7T394|LIS1A_DANRE	Q7T394	LIS1A_DANRE	pafah1b1a	410	Danio rerio	2:Experimental evidence at transcript level	Lissencephaly-1 homolog A	1.0	0.999	17	355	237	355	59	58	61	58	56	63	38	42	42	37	38	40	59	58	61	58	56	63	9.0890664E7	8.9761864E7	9.301524E7	9.0093184E7	1.00178968E8	1.02236264E8	1.7457506E7	1.705168E7	1.6967468E7	1.6794978E7	1.6882806E7	1.6134404E7	
sp|Q7T3A4|RAB13_DANRE	Q7T3A4	RAB13_DANRE	rab13	200	Danio rerio	1:Experimental evidence at protein level	Ras-related protein Rab-13	0.997	0.997	2	36	36	36	5	7	6	6	6	6	5	7	6	6	6	6	5	7	6	6	6	6	4.9491472E7	6.6552616E7	5.9856688E7	5.7862272E7	7.0061264E7	7.6205832E7	2.158115E7	3.5493624E7	2.8152342E7	7.6608832E7	9.276012E7	1.00895448E8	
sp|Q7T3B0|EIF3M_DANRE	Q7T3B0	EIF3M_DANRE	eif3m	375	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit M	1.0	0.999	7	65	65	65	9	4	12	11	16	13	9	4	12	11	16	13	9	4	12	11	16	13	1.7422834E7	1.50787E7	1.8483712E7	2.3217322E7	2.0350074E7	2.3591018E7	5847006.5	4825245.0	5566696.0	6007874.5	5688559.5	6673518.0	
sp|Q7T3C6|CPSF5_DANRE	Q7T3C6	CPSF5_DANRE	nudt21	228	Danio rerio	2:Experimental evidence at transcript level	Cleavage and polyadenylation specificity factor subunit 5	1.0	0.999	10	190	190	190	34	30	35	31	33	27	34	30	35	31	33	27	34	30	35	31	33	27	7.805948E7	6.9855232E7	7.0131744E7	6.824112E7	6.8429056E7	6.6388724E7	1.7754736E7	1.7067644E7	1.6684465E7	1.7502906E7	1.8231254E7	1.7303438E7	
sp|Q7T3C7|RT4I1_DANRE	Q7T3C7	RT4I1_DANRE	rtn4ip1	387	Danio rerio	2:Experimental evidence at transcript level	Reticulon-4-interacting protein 1 homolog, mitochondrial	1.0	0.999	2	12	12	12	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0.0	1222851.6	0.0	1009678.44	1513729.8	1479064.0	0.0	1222851.6	0.0	1009678.44	1513729.8	1479064.0	
sp|Q7T3E4|DBR1_DANRE	Q7T3E4	DBR1_DANRE	dbr1	568	Danio rerio	1:Experimental evidence at protein level	Lariat debranching enzyme	0.9961	0.9796	3	10	10	10	0	5	3	1	0	1	0	5	3	1	0	1	0	5	3	1	0	1	0.0	2443480.8	2330423.2	0.0	360466.4	388718.56	0.0	1155499.5	612308.0	0.0	854706.7	921695.75	
sp|Q7T3E5|KAT3_DANRE	Q7T3E5	KAT3_DANRE	kyat3	450	Danio rerio	2:Experimental evidence at transcript level	Kynurenine--oxoglutarate transaminase 3	1.0	0.9989	8	87	87	87	13	9	12	15	19	19	13	9	12	15	19	19	13	9	12	15	19	19	1.9389772E7	1.7917844E7	2.5508882E7	2.8236032E7	2.2332054E7	2.710985E7	9442107.0	9167856.0	9553464.0	1.1183978E7	1.0088448E7	9933285.0	
sp|Q7T3F7|CHRD1_DANRE	Q7T3F7	CHRD1_DANRE	chordc1	341	Danio rerio	2:Experimental evidence at transcript level	Cysteine and histidine-rich domain-containing protein 1	1.0	0.999	3	37	37	37	7	9	9	3	3	6	7	9	9	3	3	6	7	9	9	3	3	6	4524393.5	5359556.0	4916651.5	3239884.5	2934353.0	2996628.8	2115899.2	2379806.0	2259908.5	2161640.8	1966581.9	2165887.2	
sp|Q7T3H1|DCTN2_DANRE	Q7T3H1	DCTN2_DANRE	dctn2	405	Danio rerio	2:Experimental evidence at transcript level	Dynactin subunit 2	1.0	0.9987	5	23	23	23	0	0	0	10	8	5	0	0	0	10	8	5	0	0	0	10	8	5	0.0	0.0	0.0	1.4061635E7	1.5237963E7	1.2981385E7	0.0	0.0	0.0	6552785.0	5360668.0	6500609.0	
sp|Q7T3H9|HYI_DANRE	Q7T3H9	HYI_DANRE	hyi	276	Danio rerio	2:Experimental evidence at transcript level	Putative hydroxypyruvate isomerase	1.0	0.9983	10	101	101	101	17	13	16	19	20	16	17	13	16	19	20	16	17	13	16	19	20	16	3.3460386E7	3.5155668E7	3.2053682E7	3.389632E7	3.6141616E7	3.3776268E7	8575944.0	9009309.0	7851119.5	9131768.0	1.0035021E7	9457914.0	
sp|Q7T3P8|FEM1C_DANRE	Q7T3P8	FEM1C_DANRE	fem1c	618	Danio rerio	2:Experimental evidence at transcript level	Protein fem-1 homolog C	0.7168	0.9799	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZT42|SND1_DANRE	Q7ZT42	SND1_DANRE	snd1	897	Danio rerio	2:Experimental evidence at transcript level	Staphylococcal nuclease domain-containing protein 1	1.0	0.999	45	1065	1065	1065	201	190	185	158	163	168	201	190	185	158	163	168	201	190	185	158	163	168	6.4327923E8	6.0715187E8	6.204697E8	5.13725472E8	5.1324752E8	4.98327072E8	4.049524E7	4.0627376E7	4.0787112E7	3.2834826E7	3.3051448E7	3.1913828E7	
sp|Q7ZTS4|K1C18_DANRE	Q7ZTS4	K1C18_DANRE	krt18	431	Danio rerio	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	0.999	33	988	971	1037	161	177	152	165	172	161	159	175	151	161	168	157	168	186	161	171	182	169	1.27227597E9	1.27709875E9	1.27265306E9	1.22084582E9	1.22724224E9	1.18157734E9	4.51397952E8	4.633616E8	4.56836096E8	3.99180352E8	3.98520768E8	3.85938016E8	
sp|Q7ZTY4|RBBP7_DANRE	Q7ZTY4	RBBP7_DANRE	rbbp7	426	Danio rerio	2:Experimental evidence at transcript level	Histone-binding protein RBBP7	1.0	0.999	15	252	252	579	44	49	47	36	38	38	44	49	47	36	38	38	109	114	102	86	83	85	1.19218352E8	1.16500792E8	1.09246712E8	1.07318688E8	1.11018288E8	1.04641592E8	3.3603968E7	3.2417088E7	3.4083392E7	3.00526E7	3.0346758E7	2.9557612E7	
sp|Q7ZU13|SPNS1_DANRE	Q7ZU13	SPNS1_DANRE	spns1	506	Danio rerio	2:Experimental evidence at transcript level	Protein spinster homolog 1	0.9089	0.9958	1	7	7	7	1	2	4	0	0	0	1	2	4	0	0	0	1	2	4	0	0	0	1441161.2	1742707.8	1939072.4	0.0	685269.94	305964.1	1441161.2	1742707.8	1939072.4	0.0	685269.94	305964.1	
sp|Q7ZU29|NUP93_DANRE	Q7ZU29	NUP93_DANRE	dye	820	Danio rerio	2:Experimental evidence at transcript level	Nuclear pore complex protein Nup93	1.0	0.999	20	230	230	230	29	22	27	44	51	57	29	22	27	44	51	57	29	22	27	44	51	57	3.6445304E7	3.6353712E7	4.301146E7	1.08640928E8	1.14985656E8	1.0365912E8	9603498.0	1.0141392E7	1.0384698E7	1.7035932E7	1.6847118E7	1.7561878E7	
sp|Q7ZU42|OLA1_DANRE	Q7ZU42	OLA1_DANRE	ola1	396	Danio rerio	2:Experimental evidence at transcript level	Obg-like ATPase 1	1.0	0.999	26	662	662	662	120	116	113	109	105	99	120	116	113	109	105	99	120	116	113	109	105	99	3.75274624E8	3.9265504E8	3.97210496E8	3.77580352E8	3.6451536E8	3.61613888E8	5.0740084E7	5.2151E7	5.2685976E7	5.0443312E7	4.9112412E7	5.0373476E7	
sp|Q7ZU90|CHD1L_DANRE	Q7ZU90	CHD1L_DANRE	chd1l	1026	Danio rerio	2:Experimental evidence at transcript level	Chromodomain-helicase-DNA-binding protein 1-like	1.0	0.988	3	47	47	47	7	6	6	10	9	9	7	6	6	10	9	9	7	6	6	10	9	9	5471846.0	5110054.5	4797923.0	5057026.0	4640527.0	4218635.5	4879309.0	5110054.5	2272605.0	3420907.5	3212747.5	2940303.5	
sp|Q7ZU92|PARN_DANRE	Q7ZU92	PARN_DANRE	parn	660	Danio rerio	1:Experimental evidence at protein level	Poly(A)-specific ribonuclease PARN	1.0	0.999	7	103	103	103	17	18	21	14	16	17	17	18	21	14	16	17	17	18	21	14	16	17	1.9566704E7	2.1817814E7	2.5921206E7	1.8434098E7	1.8517516E7	1.798454E7	7337532.0	7454829.0	6599577.5	6561564.0	6853235.5	6506324.0	
sp|Q7ZU99|TERA_DANRE	Q7ZU99	TERA_DANRE	vcp	806	Danio rerio	1:Experimental evidence at protein level	Transitional endoplasmic reticulum ATPase	1.0	0.999	56	2643	2643	2643	476	451	463	421	418	414	476	451	463	421	418	414	476	451	463	421	418	414	3.04180787E9	2.96757581E9	3.16212582E9	3.02348774E9	2.96913894E9	3.07913907E9	1.56070768E8	1.53723488E8	1.58686816E8	1.47295344E8	1.42283072E8	1.44612896E8	
sp|Q7ZUC2|CAB45_DANRE	Q7ZUC2	CAB45_DANRE	sdf4	356	Danio rerio	2:Experimental evidence at transcript level	45 kDa calcium-binding protein	0.878	0.9889	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZUC7|PGES2_DANRE	Q7ZUC7	PGES2_DANRE	ptges2	377	Danio rerio	2:Experimental evidence at transcript level	Prostaglandin E synthase 2	1.0	0.9989	6	45	45	45	5	3	4	10	12	11	5	3	4	10	12	11	5	3	4	10	12	11	1.5398629E7	1.4609969E7	1.8022692E7	2.3881886E7	2.2581406E7	2.523305E7	6212177.0	5955641.0	6599868.0	7993568.5	7642370.5	8708102.0	
sp|Q7ZUG0|RUXE_DANRE	Q7ZUG0	RUXE_DANRE	snrpe	92	Danio rerio	3:Protein inferred from homology	Small nuclear ribonucleoprotein E	0.9916	0.993	1	20	20	20	3	1	1	6	5	4	3	1	1	6	5	4	3	1	1	6	5	4	7361718.0	7248734.0	7368784.0	4481944.0	3912457.0	3904788.2	3259158.8	3332918.0	3981536.0	5871608.0	5125547.0	5115500.5	
sp|Q7ZUG5|RS21_DANRE	Q7ZUG5	RS21_DANRE	rps21	81	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS21	0.9937	0.9978	1	7	7	7	0	0	0	3	2	2	0	0	0	3	2	2	0	0	0	3	2	2	0.0	0.0	1525236.1	4542613.5	4504752.5	3966950.2	0.0	0.0	1525236.1	4542613.5	4504752.5	3966950.2	
sp|Q7ZUH1|RTRAF_DANRE	Q7ZUH1	RTRAF_DANRE	rtraf	242	Danio rerio	2:Experimental evidence at transcript level	RNA transcription, translation and transport factor protein	1.0	0.9981	4	32	32	32	3	4	3	8	7	7	3	4	3	8	7	7	3	4	3	8	7	7	4797303.0	4307169.0	4540908.0	6652758.5	6882976.0	7664137.5	2402304.5	1998993.9	2442472.0	3642949.0	4159835.8	4015271.5	
sp|Q7ZUH5|RM14_DANRE	Q7ZUH5	RM14_DANRE	mrpl14	141	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein uL14m	0.9995	0.999	2	23	23	23	7	5	7	1	2	1	7	5	7	1	2	1	7	5	7	1	2	1	942221.25	710810.0	672105.06	606711.6	282103.88	525609.9	942221.25	710810.0	672105.06	606711.6	282103.88	525609.9	
sp|Q7ZUL9|MGRN1_DANRE	Q7ZUL9	MGRN1_DANRE	mgrn1	529	Danio rerio	2:Experimental evidence at transcript level	Probable E3 ubiquitin-protein ligase MGRN1	0.9948	0.9986	2	24	24	24	6	7	6	2	2	1	6	7	6	2	2	1	6	7	6	2	2	1	3098941.5	2926111.8	3284305.5	1485025.2	1983358.4	2083503.0	2677502.8	2804587.0	2704885.5	1485025.2	1814177.8	1698675.2	
sp|Q7ZUN8|YKT6_DANRE	Q7ZUN8	YKT6_DANRE	ykt6	198	Danio rerio	2:Experimental evidence at transcript level	Synaptobrevin homolog YKT6	0.9985	0.999	2	30	30	30	4	6	5	4	8	3	4	6	5	4	8	3	4	6	5	4	8	3	1736928.9	1651426.4	1735052.4	2893827.5	3211187.5	2932160.8	1757740.4	1671213.4	1028191.75	1697587.8	1838363.4	1630101.5	
sp|Q7ZUP0|AN32A_DANRE	Q7ZUP0	AN32A_DANRE	anp32a	254	Danio rerio	2:Experimental evidence at transcript level	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1.0	0.999	15	502	502	502	83	73	81	90	90	85	83	73	81	90	90	85	83	73	81	90	90	85	3.39111872E8	3.4639136E8	3.39414464E8	3.4516208E8	3.4863216E8	3.48020128E8	7.4682752E7	7.4354472E7	7.5853832E7	7.9233648E7	7.937648E7	8.0120072E7	
sp|Q7ZUQ3|STK3_DANRE	Q7ZUQ3	STK3_DANRE	stk3	492	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein kinase 3	1.0	0.9966	3	12	12	12	3	1	0	3	3	2	3	1	0	3	3	2	3	1	0	3	3	2	3406987.0	3348993.5	2713574.5	5037603.0	4480206.0	4334178.0	2107810.2	2056706.1	1579643.2	3255779.2	3044435.0	2970580.2	
sp|Q7ZUS1|VRK1_DANRE	Q7ZUS1	VRK1_DANRE	vrk1	425	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein kinase VRK1	0.9974	0.997	2	2	2	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	362649.2	437570.78	0.0	294867.8	669974.6	537863.0	362649.2	437570.78	0.0	294867.8	669974.6	537863.0	
sp|Q7ZUS4|ST2S2_DANRE	Q7ZUS4	ST2S2_DANRE	sult1st2	301	Danio rerio	1:Experimental evidence at protein level	Cytosolic sulfotransferase 2	1.0	0.9974	6	6	0	91	0	0	0	1	2	3	0	0	0	0	0	0	5	4	7	24	25	26	0.0	0.0	0.0	4026535.5	4464009.0	4190169.8	0.0	0.0	0.0	2131832.0	2354548.0	2215678.0	
sp|Q7ZUV1|PKHF2_DANRE	Q7ZUV1	PKHF2_DANRE	plekhf2	247	Danio rerio	2:Experimental evidence at transcript level	Pleckstrin homology domain-containing family F member 2	0.9105	0.9921	1	10	10	10	1	1	2	3	1	2	1	1	2	3	1	2	1	1	2	3	1	2	998752.75	1018319.4	0.0	1516670.8	1372129.2	1360111.0	998752.75	1018319.4	0.0	1516670.8	1372129.2	1360111.0	
sp|Q7ZUV2|KTNB1_DANRE	Q7ZUV2	KTNB1_DANRE	katnb1	694	Danio rerio	2:Experimental evidence at transcript level	Katanin p80 WD40 repeat-containing subunit B1	0.9993	0.9875	2	5	5	5	1	3	0	1	0	0	1	3	0	1	0	0	1	3	0	1	0	0	0.0	2495860.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZUW2|HYOU1_DANRE	Q7ZUW2	HYOU1_DANRE	hyou1	980	Danio rerio	2:Experimental evidence at transcript level	Hypoxia up-regulated protein 1	1.0	0.999	32	452	452	452	86	80	76	76	62	72	86	80	76	76	62	72	86	80	76	76	62	72	2.70213056E8	2.60596336E8	2.5769456E8	2.47981616E8	2.39654464E8	2.36727248E8	2.5487872E7	2.386458E7	2.4019372E7	2.2879352E7	2.2542488E7	2.2868126E7	
