Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	120h_1 Spectral Count	120h_10 Spectral Count	120h_11 Spectral Count	120h_12 Spectral Count	120h_2 Spectral Count	120h_3 Spectral Count	120h_4 Spectral Count	120h_5 Spectral Count	120h_6 Spectral Count	120h_7 Spectral Count	120h_8 Spectral Count	120h_9 Spectral Count	72h_1 Spectral Count	72h_10 Spectral Count	72h_11 Spectral Count	72h_12 Spectral Count	72h_2 Spectral Count	72h_3 Spectral Count	72h_4 Spectral Count	72h_5 Spectral Count	72h_6 Spectral Count	72h_7 Spectral Count	72h_8 Spectral Count	72h_9 Spectral Count	120h_1 Unique Spectral Count	120h_10 Unique Spectral Count	120h_11 Unique Spectral Count	120h_12 Unique Spectral Count	120h_2 Unique Spectral Count	120h_3 Unique Spectral Count	120h_4 Unique Spectral Count	120h_5 Unique Spectral Count	120h_6 Unique Spectral Count	120h_7 Unique Spectral Count	120h_8 Unique Spectral Count	120h_9 Unique Spectral Count	72h_1 Unique Spectral Count	72h_10 Unique Spectral Count	72h_11 Unique Spectral Count	72h_12 Unique Spectral Count	72h_2 Unique Spectral Count	72h_3 Unique Spectral Count	72h_4 Unique Spectral Count	72h_5 Unique Spectral Count	72h_6 Unique Spectral Count	72h_7 Unique Spectral Count	72h_8 Unique Spectral Count	72h_9 Unique Spectral Count	120h_1 Total Spectral Count	120h_10 Total Spectral Count	120h_11 Total Spectral Count	120h_12 Total Spectral Count	120h_2 Total Spectral Count	120h_3 Total Spectral Count	120h_4 Total Spectral Count	120h_5 Total Spectral Count	120h_6 Total Spectral Count	120h_7 Total Spectral Count	120h_8 Total Spectral Count	120h_9 Total Spectral Count	72h_1 Total Spectral Count	72h_10 Total Spectral Count	72h_11 Total Spectral Count	72h_12 Total Spectral Count	72h_2 Total Spectral Count	72h_3 Total Spectral Count	72h_4 Total Spectral Count	72h_5 Total Spectral Count	72h_6 Total Spectral Count	72h_7 Total Spectral Count	72h_8 Total Spectral Count	72h_9 Total Spectral Count	120h_1 Intensity	120h_10 Intensity	120h_11 Intensity	120h_12 Intensity	120h_2 Intensity	120h_3 Intensity	120h_4 Intensity	120h_5 Intensity	120h_6 Intensity	120h_7 Intensity	120h_8 Intensity	120h_9 Intensity	72h_1 Intensity	72h_10 Intensity	72h_11 Intensity	72h_12 Intensity	72h_2 Intensity	72h_3 Intensity	72h_4 Intensity	72h_5 Intensity	72h_6 Intensity	72h_7 Intensity	72h_8 Intensity	72h_9 Intensity	120h_1 MaxLFQ Intensity	120h_10 MaxLFQ Intensity	120h_11 MaxLFQ Intensity	120h_12 MaxLFQ Intensity	120h_2 MaxLFQ Intensity	120h_3 MaxLFQ Intensity	120h_4 MaxLFQ Intensity	120h_5 MaxLFQ Intensity	120h_6 MaxLFQ Intensity	120h_7 MaxLFQ Intensity	120h_8 MaxLFQ Intensity	120h_9 MaxLFQ Intensity	72h_1 MaxLFQ Intensity	72h_10 MaxLFQ Intensity	72h_11 MaxLFQ Intensity	72h_12 MaxLFQ Intensity	72h_2 MaxLFQ Intensity	72h_3 MaxLFQ Intensity	72h_4 MaxLFQ Intensity	72h_5 MaxLFQ Intensity	72h_6 MaxLFQ Intensity	72h_7 MaxLFQ Intensity	72h_8 MaxLFQ Intensity	72h_9 MaxLFQ Intensity	Indistinguishable Proteins
contam_sp|P02666|CASB_BOVIN	P02666	CASB_BOVIN	CSN2	224	Bos taurus	1:Experimental evidence at protein level	Beta-casein	1.0	0.999	3	26	26	26	0	0	0	0	5	2	2	0	0	1	0	0	3	0	0	3	0	0	3	3	1	3	0	0	0	0	0	0	5	2	2	0	0	1	0	0	3	0	0	3	0	0	3	3	1	3	0	0	0	0	0	0	5	2	2	0	0	1	0	0	3	0	0	3	0	0	3	3	1	3	0	0	0.0	0.0	0.0	0.0	8559295.0	1.1932876E7	7262485.0	0.0	0.0	0.0	0.0	0.0	2.9653036E7	3112161.8	1.2639061E7	2.237465E7	3550733.2	7985854.5	2.3045296E7	3.0368704E7	1.50718E8	3.3203224E7	0.0	0.0	0.0	0.0	0.0	0.0	8334659.0	1.2088074E7	5801400.5	0.0	0.0	0.0	0.0	0.0	1.6230904E7	3302093.0	1.3410406E7	9218991.0	3767430.0	8473221.0	9311932.0	1.3127173E7	1.38655968E8	1.739959E7	0.0	0.0	
contam_sp|P02668|CASK_BOVIN	P02668	CASK_BOVIN	CSN3	190	Bos taurus	1:Experimental evidence at protein level	Kappa-casein	0.7331	0.9912	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3370034.2	0.0	0.0	0.0	0.0	0.0	0.0	3750999.8	0.0	2703770.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3370034.2	0.0	0.0	0.0	0.0	0.0	0.0	3750999.8	0.0	2703770.5	0.0	0.0	
contam_sp|P02769|ALBU_BOVIN	P02769	ALBU_BOVIN	ALB	607	Bos taurus	1:Experimental evidence at protein level	Albumin	1.0	0.999	25	133	117	133	2	4	4	29	3	9	1	1	3	3	4	3	8	3	4	7	4	3	4	5	19	3	5	2	2	4	3	24	3	8	1	1	3	3	3	2	6	3	4	6	4	3	4	4	17	3	4	2	2	4	4	29	3	9	1	1	3	3	4	3	8	3	4	7	4	3	4	5	19	3	5	2	3.8069536E7	7.9397712E7	1.05530968E8	1.35575539E9	4.808794E7	2.90171936E8	5.6717752E7	6.1555368E7	7.8604152E7	8.5147328E7	8.457496E7	1.12714592E8	9.8007344E7	4.4168416E7	5.43614E7	1.03139104E8	6.4552504E7	2.9209416E7	6.6816552E7	9.0872128E7	1.76807232E9	4.830212E7	1.00313624E8	2.5603122E7	1.0522193E7	2.5550652E7	2.8919388E7	2.32817504E8	1.1549223E7	5.3418504E7	1.5573061E7	2.0711684E7	2.4338014E7	2.3486028E7	2.6875084E7	2.0445306E7	2.9966678E7	1.1956357E7	1.9938894E7	2.9534662E7	2.0435268E7	1.0469273E7	2.0910872E7	2.8252406E7	3.08538496E8	1.3566963E7	2.7522964E7	1.0682132E7	
contam_sp|P04040|CATA_HUMAN	P04040	CATA_HUMAN	CAT	527	Homo sapiens	1:Experimental evidence at protein level	Catalase	1.0	0.9982	3	25	25	52	2	2	0	1	1	1	0	1	1	2	2	1	1	1	2	2	0	0	1	1	0	1	1	1	2	2	0	1	1	1	0	1	1	2	2	1	1	1	2	2	0	0	1	1	0	1	1	1	3	3	1	4	2	2	1	2	2	3	3	2	3	2	3	3	1	1	2	2	1	2	2	2	2.4856632E7	1.1348325E7	7173732.0	3.4294688E7	0.0	3.1827152E7	3.1935324E7	3.4592256E7	1.374098E7	4.9127924E7	4.1945844E7	2.838573E7	1.3442008E7	2.2506244E7	3.3680716E7	3.6031276E7	2.4807766E7	1.9941024E7	2.1565546E7	3.1144608E7	6917823.0	4896485.0	2.1036152E7	3324916.0	1.6048738E7	2.6439796E7	1.6713657E7	1.7148394E7	0.0	1.5879352E7	1.7669158E7	2.6385392E7	3.2014302E7	2.8046358E7	2.6342966E7	1.6888464E7	1.0252949E7	1.3432989E7	1.9578046E7	2.222666E7	1.318044E7	1.5210102E7	1.1597717E7	1.7656726E7	1.611743E7	1.1408033E7	1.2680193E7	7746526.5	
contam_sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	1.0	0.999	40	463	428	560	17	11	12	1	13	49	19	18	15	11	10	16	28	18	22	14	11	31	17	33	53	28	9	7	16	10	10	1	11	46	18	17	14	10	9	15	26	17	20	13	10	29	16	31	49	26	8	6	22	17	16	6	18	54	24	23	21	14	15	19	30	21	25	18	15	33	20	37	59	31	12	10	6.4827776E8	5.26814688E8	4.2896992E8	1.28381024E8	2.75822016E8	7.1255583E9	1.17543194E9	9.5708275E8	5.6375923E8	5.7625818E8	3.95422528E8	6.9333645E8	1.19907648E9	4.08605248E8	9.6761139E8	7.1295763E8	4.76171616E8	1.33558938E9	6.3061056E8	1.92831795E9	2.06033695E10	1.4912183E9	2.4022944E8	8.288784E7	1.09597784E8	9.900932E7	1.09477712E8	3.1782402E7	6.5127052E7	1.00153638E9	1.83918144E8	1.65919728E8	1.06928424E8	9.9646208E7	6.9475144E7	1.205544E8	1.75343712E8	7.1670352E7	1.44771248E8	1.14553416E8	7.8347824E7	1.97313168E8	1.00718624E8	2.893008E8	2.99726464E9	1.99978224E8	4.8916056E7	2.4830456E7	
contam_sp|P05413|FABPH_HUMAN	P05413	FABPH_HUMAN	FABP3	133	Homo sapiens	1:Experimental evidence at protein level	Fatty acid-binding protein, heart	0.995	0.9934	3	47	47	47	2	1	1	1	2	2	0	2	1	1	1	2	2	3	3	2	3	2	3	3	2	3	3	2	2	1	1	1	2	2	0	2	1	1	1	2	2	3	3	2	3	2	3	3	2	3	3	2	2	1	1	1	2	2	0	2	1	1	1	2	2	3	3	2	3	2	3	3	2	3	3	2	8.2739386E8	7.1040794E8	4.98785856E8	1.28617296E8	5.7372723E8	6.5318541E8	1.45206304E8	5.03461952E8	8.095257E8	5.8219213E8	1.05151725E9	6.776176E8	1.2063008E9	9.0657395E8	8.4777254E8	9.197504E8	1.05926784E9	1.38560858E9	1.66721152E9	1.3459369E9	2.09661542E9	1.44102912E9	1.14181786E9	1.78546586E9	4.83992064E8	4.13471968E8	2.35856E8	2.16638784E8	3.39984768E8	3.50982336E8	2.44580768E8	3.17204064E8	4.448032E8	2.71580736E8	6.2078502E8	3.7640304E8	7.6616883E8	5.6293504E8	5.28739328E8	5.6696467E8	6.8080819E8	8.8855891E8	1.0890487E9	8.7846752E8	1.35230643E9	9.3334739E8	7.2452179E8	1.16845798E9	
contam_sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	Homo sapiens	1:Experimental evidence at protein level	Gelsolin	1.0	0.999	4	13	13	13	1	1	0	0	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	1	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	3.6723824E7	1.5530864E7	0.0	1.7047708E7	0.0	2.531538E7	1.5553392E7	2.0612592E7	3236441.0	1237906.2	2980575.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38543552E8	0.0	0.0	0.0	1.3956987E7	5633394.5	0.0	6479027.0	0.0	8691688.0	5911108.0	7414335.5	1.7596238E7	6730385.0	1.6205121E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.61787264E8	0.0	0.0	0.0	
contam_sp|P06732|KCRM_HUMAN	P06732	KCRM_HUMAN	CKM	381	Homo sapiens	1:Experimental evidence at protein level	Creatine kinase M-type	1.0	0.999	20	805	805	805	31	29	27	27	28	31	29	34	31	30	36	26	44	31	31	42	34	42	37	42	28	40	39	36	31	29	27	27	28	31	29	34	31	30	36	26	44	31	31	42	34	42	37	42	28	40	39	36	31	29	27	27	28	31	29	34	31	30	36	26	44	31	31	42	34	42	37	42	28	40	39	36	4.1732243E10	3.08452987E10	3.08995604E10	2.98784522E10	3.4932371E10	3.5863437E10	2.96704123E10	3.36149647E10	3.6485485E10	3.31885548E10	3.5403821E10	3.03794852E10	3.9839912E10	2.80343368E10	2.09484841E10	2.45740564E10	2.95730196E10	3.549406E10	3.28507802E10	3.6216865E10	4.1062466E10	3.36747397E10	3.42750372E10	3.8336164E10	1.13200302E10	8.6847867E9	9.0114714E9	7.8844692E9	9.6668559E9	1.01113477E10	8.9490842E9	9.8983967E9	9.6622623E9	9.7440748E9	1.06208215E10	8.465899E9	1.0383701E10	7.6034196E9	5.6250501E9	7.611285E9	7.8452813E9	9.7560218E9	9.4874184E9	1.0586412E10	9.3161441E9	9.0766449E9	1.00728863E10	1.05872701E10	
contam_sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	Homo sapiens	1:Experimental evidence at protein level	Cathepsin D	1.0	0.999	3	48	48	48	1	2	2	2	2	2	3	1	3	2	2	1	2	2	2	3	2	3	1	2	2	2	2	2	1	2	2	2	2	2	3	1	3	2	2	1	2	2	2	3	2	3	1	2	2	2	2	2	1	2	2	2	2	2	3	1	3	2	2	1	2	2	2	3	2	3	1	2	2	2	2	2	1.00179808E8	1.01403872E8	8.7022776E7	9.4782568E7	8.7021384E7	8.437692E7	1.05463456E8	1.179038E8	9.752596E7	9.3097864E7	1.03192608E8	8.3112016E7	7.6525672E7	9.4366592E7	1.24679408E8	1.43624592E8	9.2751736E7	8.0222056E7	1.05800752E8	1.317104E8	2.97787264E8	8.7985592E7	9.4851832E7	1.06330216E8	1.0588088E8	9.2229512E7	9.1975104E7	1.00176488E8	9.1973632E7	8.9178672E7	1.11465208E8	1.24613512E8	9.3058288E7	9.8395912E7	9.8086304E7	7.5184536E7	8.0880624E7	9.973684E7	4.2475996E7	1.51798032E8	9.8030088E7	8.4787368E7	1.11821704E8	1.39205824E8	1.218138E8	9.2992712E7	1.00249696E8	1.12381296E8	
contam_sp|P08758|ANXA5_HUMAN	P08758	ANXA5_HUMAN	ANXA5	320	Homo sapiens	1:Experimental evidence at protein level	Annexin A5	1.0	0.999	5	67	67	67	4	3	4	3	3	3	2	2	3	2	4	3	3	2	4	3	1	1	2	1	7	3	3	1	4	3	4	3	3	3	2	2	3	2	4	3	3	2	4	3	1	1	2	1	7	3	3	1	4	3	4	3	3	3	2	2	3	2	4	3	3	2	4	3	1	1	2	1	7	3	3	1	1.7189942E7	1.692689E7	3.5425288E7	2.1715668E7	6734814.5	2.6924128E7	1.6451424E7	2012689.0	3.88368E7	2.8972902E7	3.9171408E7	1.8120226E7	1.7923112E7	1.725049E7	1.9066086E7	1.3193922E7	1.293033E7	1.5762452E7	3.015761E7	5029399.0	1.30517261E9	2.0295952E7	1.095541E7	1.3954835E7	1.5536972E7	1.7808584E7	3.370212E7	1.7979952E7	5930312.0	2.0328082E7	1.2587164E7	1.9192744E7	2.721084E7	2.4710026E7	3.2815144E7	1.413611E7	1.4766726E7	1.3143751E7	1.7285698E7	1.1600878E7	6057370.0	1.0541717E7	2.2554424E7	4523649.5	7.7036467E8	1.6548784E7	7230147.5	1.011645E7	
contam_sp|P09211|GSTP1_HUMAN	P09211	GSTP1_HUMAN	GSTP1	210	Homo sapiens	1:Experimental evidence at protein level	Glutathione S-transferase P	0.8912	0.9931	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3207124E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
contam_sp|P0DTE7|AMY1B_HUMAN	P0DTE7	AMY1B_HUMAN	AMY1B	511	Homo sapiens	1:Experimental evidence at protein level	Alpha-amylase 1B	0.9536	0.9988	1	2	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	5074849.0	0.0	0.0	0.0	0.0	0.0	1.0796565E7	9447367.0	4.5582192E7	1.6303377E7	1.7552276E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5074849.0	0.0	0.0	0.0	0.0	0.0	1.0796565E7	9447367.0	4.5582192E7	1.6303377E7	1.7552276E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	contam_sp|P0DTE8|AMY1C_HUMAN, contam_sp|P0DUB6|AMY1A_HUMAN
contam_sp|P10636|TAU_HUMAN	P10636	TAU_HUMAN	MAPT	758	Homo sapiens	1:Experimental evidence at protein level	Microtubule-associated protein tau	1.0	0.9984	4	56	56	56	3	3	1	3	3	1	2	3	3	4	3	3	3	2	1	2	2	2	1	0	3	3	3	2	3	3	1	3	3	1	2	3	3	4	3	3	3	2	1	2	2	2	1	0	3	3	3	2	3	3	1	3	3	1	2	3	3	4	3	3	3	2	1	2	2	2	1	0	3	3	3	2	3.15938112E8	2.5353648E8	2.11293472E8	2.0717144E8	2.84318496E8	2.83965952E8	2.47403184E8	2.89695232E8	3.06394368E8	3.50119968E8	3.47373728E8	2.91268288E8	1.89843552E8	7.3593568E7	6.7633152E7	8.8547904E7	1.9765648E8	2.14068496E8	9.0081296E7	9.1884304E7	2.36211136E8	1.99336192E8	2.03894E8	2.01437072E8	1.25092288E8	9.966916E7	8.0245464E7	8.2069784E7	1.12699744E8	1.1327012E8	9.4140184E7	1.14060664E8	1.25233136E8	1.28460192E8	1.32845688E8	1.162312E8	7.6667616E7	2.9213518E7	2.859597E7	3.4215176E7	7.9746552E7	8.5323016E7	3.6481252E7	3.6134416E7	9.2887104E7	8.1936E7	8.0688848E7	8.3365208E7	
contam_sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 10	1.0	0.999	33	593	534	616	15	16	22	16	20	68	24	28	21	21	21	24	25	15	27	23	19	24	22	37	46	32	22	5	14	15	19	13	17	64	21	25	18	18	18	21	23	13	24	21	17	22	21	33	43	29	21	4	16	17	23	17	21	69	25	29	22	22	22	25	26	16	28	24	20	25	23	38	46	33	23	6	1.87361552E8	2.78822752E8	4.63978432E8	2.28787952E8	2.44113024E8	6.9055191E9	8.0624602E8	7.5389414E8	1.44298138E9	5.5485184E8	1.82199949E9	6.2471834E8	2.09125478E9	1.81379302E9	2.1149065E9	3.62940832E8	4.26588672E8	2.02229158E9	4.9487088E8	3.01363072E9	8.7887258E9	2.44658995E9	1.66365555E9	1.68304282E9	1.4756272E8	1.71271488E8	2.7913328E8	1.52552256E8	1.61106752E8	3.27110989E9	4.06520448E8	4.2578E8	2.0520288E8	2.80145984E8	2.92031552E8	3.42731744E8	3.79691616E8	9.1613288E7	3.6488176E8	1.68098432E8	2.31310336E8	2.9785328E8	2.69307328E8	7.3491206E8	4.4174474E9	4.33060704E8	1.7613864E8	3.3116434E7	
contam_sp|P25691|K2M3_SHEEP	P25691	K2M3_SHEEP		502	Ovis aries	1:Experimental evidence at protein level	Keratin, type II microfibrillar, component 5	0.9947	0.9899	3	14	1	14	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	3.1578722E7	3.5127028E7	4.1760864E7	2.873399E7	2.7220302E7	3.32231E7	2.9885916E7	3.4864016E7	3.7816832E7	3.4880232E7	3.5418208E7	4.2047656E7	1.548138E7	1.1176874E7	8628910.0	1.0631382E7	1.2845122E7	1.5341543E7	1.0602206E7	1.2193665E7	9366876.0	1.379623E7	1.3164582E7	1.3483348E7	3.1578722E7	3.5127028E7	3.0204132E7	2.873399E7	2.7220302E7	3.32231E7	2.9885916E7	3.0430546E7	3.7816832E7	3.4880232E7	3.5418208E7	3.2721258E7	1.548138E7	1.1176874E7	8628910.0	1.0631382E7	1.2845122E7	1.5341543E7	1.0602206E7	1.2193665E7	9366876.0	1.379623E7	1.3164582E7	1.3483348E7	
contam_sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 9	1.0	0.999	30	275	275	296	17	10	2	0	1	29	11	9	8	1	1	6	18	17	14	10	5	14	12	24	40	21	1	4	17	10	2	0	1	29	11	9	8	1	1	6	18	17	14	10	5	14	12	24	40	21	1	4	18	11	3	1	2	30	12	10	9	2	2	7	19	18	15	10	6	15	12	25	40	22	2	5	3.17245856E8	1.627184E8	3.6115272E7	0.0	1.673444E7	9.3528896E8	1.47883424E8	1.1714724E8	1.34869024E8	5.5613884E7	0.0	9.2360672E7	3.62642944E8	8.7114936E7	2.45415168E8	1.449012E8	4.9868288E7	3.0007744E8	1.7622504E8	4.59921248E8	9.028223E9	4.0264496E8	9393218.0	2.7329812E7	7.2338992E7	3.9360124E7	1.3122054E7	0.0	9630066.0	1.72941072E8	4.5717648E7	3.32951E7	4.1067988E7	2.5882998E7	0.0	1.984858E7	5.9016016E7	2.1517002E7	5.168244E7	4.071542E7	1.7346448E7	6.98636E7	3.86056E7	9.389672E7	1.47279091E9	7.5705568E7	7136562.0	7278890.5	
contam_sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 2 epidermal	1.0	0.999	37	178	178	298	2	4	1	3	3	44	2	3	2	5	9	4	10	0	7	1	7	3	3	18	30	10	5	2	2	4	1	3	3	44	2	3	2	5	9	4	10	0	7	1	7	3	3	18	30	10	5	2	8	11	5	7	9	51	6	9	7	10	14	9	15	3	11	5	11	8	7	23	38	15	9	7	8.0631984E7	7.237596E7	8.4694216E7	9.8560488E7	9.126344E7	2.44340608E9	1.4384016E8	3.59203744E8	1.30237904E8	1.29262512E8	2.20174256E8	1.45807968E8	1.98327152E8	5.6828908E7	1.49210208E8	4.900122E7	1.14160784E8	1.28082704E8	1.5345952E8	3.4673648E8	3.91711846E9	2.48361664E8	1.37859344E8	5.9899508E7	2.4939672E7	2.7718926E7	3.2096394E7	3.0726482E7	3.041467E7	4.9534992E8	5.3164032E7	7.9587896E7	3.7248128E7	4.2726504E7	6.0344116E7	4.7130348E7	5.243352E7	2.5955136E7	5.37407E7	2.136316E7	3.609746E7	3.872154E7	5.3562656E7	1.0754976E8	8.0541082E8	6.841688E7	4.1888504E7	1.3744906E7	
contam_sp|P51965|UB2E1_HUMAN	P51965	UB2E1_HUMAN	UBE2E1	193	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 E1	0.8673	0.9963	1	14	14	14	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0.0	3674075.8	0.0	0.0	1.0537901E7	1.5787531E7	1.0238562E7	1.519423E7	0.0	0.0	1.6027621E7	1.407168E7	3.7171492E7	2.587902E7	2.534242E7	2.983201E7	3.0870152E7	3.2444054E7	3.2659918E7	3.4218836E7	0.0	3.0681066E7	3.421882E7	4.0747504E7	0.0	3674075.8	0.0	0.0	1.0537901E7	1.5787531E7	1.0238562E7	1.519423E7	0.0	0.0	1.6027621E7	1.407168E7	3.7171492E7	2.587902E7	2.534242E7	2.983201E7	3.0870152E7	3.2444054E7	3.2659918E7	3.4218836E7	0.0	3.0681066E7	3.421882E7	4.0747504E7	
contam_sp|P62937|PPIA_HUMAN	P62937	PPIA_HUMAN	PPIA	165	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase A	1.0	0.999	4	41	41	41	1	1	2	1	2	2	2	1	2	1	1	1	1	2	2	2	2	2	1	2	7	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	2	2	2	2	2	1	2	7	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	2	2	2	2	2	1	2	7	1	1	1	2.688602E7	1.994401E7	3.1127702E7	2.9462884E7	3.0598708E7	2.0949516E7	2.049382E7	2.3493632E7	3.576694E7	2.7140686E7	3.9840028E7	1.934846E7	2.0068598E7	1.8929558E7	1.7699114E7	2.4741664E7	1.9610634E7	2.3476108E7	3.165078E7	1.2201492E7	9.129655E8	2.2348164E7	1.489058E7	1.6277835E7	2.3044552E7	2.0893894E7	3.2610236E7	1.8167018E7	8778547.0	2.1947288E7	2.146989E7	2.4612574E7	3.7470428E7	2.8433328E7	4.1737508E7	2.0269978E7	2.1024416E7	1.9831126E7	1.8542078E7	2.5920048E7	2.054464E7	2.4594216E7	3.3158228E7	1.2782619E7	9.2089856E8	2.3412552E7	1.5599781E7	1.7053108E7	
contam_sp|P62979|RS27A_HUMAN	P62979	RS27A_HUMAN	RPS27A	156	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-40S ribosomal protein S27a	1.0	0.999	11	738	738	738	28	29	23	30	32	28	28	28	25	30	28	30	37	36	34	34	33	37	30	35	22	35	32	34	28	29	23	30	32	28	28	28	25	30	28	30	37	36	34	34	33	37	30	35	22	35	32	34	28	29	23	30	32	28	28	28	25	30	28	30	37	36	34	34	33	37	30	35	22	35	32	34	1.09441884E10	1.14526976E10	9.9907983E9	1.18573435E10	1.2299819E10	1.17651343E10	1.0983682E10	1.11305329E10	1.01441044E10	9.601367E9	1.14259425E10	1.03005235E10	1.0609879E10	8.9209027E9	1.06130053E10	1.04106598E10	1.0077143E10	1.01992397E10	1.06358241E10	1.04419912E10	1.00570685E10	6.1105915E9	6.7791012E9	9.3278945E9	4.02052454E9	4.3198684E9	3.94717286E9	4.1390167E9	4.1950976E9	4.3026335E9	3.84094157E9	3.95870234E9	3.76446157E9	3.73220941E9	4.3191511E9	3.5606336E9	3.90654157E9	3.12078746E9	3.62526797E9	4.3333217E9	3.39033037E9	3.71232384E9	4.06409933E9	3.60695296E9	4.04503501E9	2.95088486E9	3.23742285E9	3.37054157E9	
contam_sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	Homo sapiens	1:Experimental evidence at protein level	Peroxiredoxin-1	1.0	0.999	4	62	62	62	2	3	2	2	1	2	3	4	1	1	2	2	2	3	4	6	2	2	5	4	3	1	3	2	2	3	2	2	1	2	3	4	1	1	2	2	2	3	4	6	2	2	5	4	3	1	3	2	2	3	2	2	1	2	3	4	1	1	2	2	2	3	4	6	2	2	5	4	3	1	3	2	1.599704E8	3.9439712E8	4.03275648E8	5.4965306E8	1.3570672E8	2.26915328E8	3.97438208E8	4.58303232E8	3.03783104E8	1.30685432E8	1.33241848E8	1.70011552E8	2.2858592E8	6.7264947E8	5.6902106E8	7.6361306E8	1.80148624E8	2.36996448E8	6.2646061E8	6.9574733E8	7.1884384E8	2.6932912E8	2.48119904E8	2.5670752E8	1.6369816E8	2.68651808E8	2.90872704E8	3.92722016E8	1.38869072E8	1.59849312E8	2.78445344E8	2.97638816E8	1.55227632E8	1.33730768E8	4.6047708E7	6.0060788E7	1.58214048E8	4.85821408E8	4.11022752E8	4.80193024E8	1.19125016E8	1.54790512E8	4.11533376E8	4.89153504E8	5.01081888E8	1.92536224E8	1.78446784E8	1.84631888E8	
