Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	24hpf_FT1_1 Spectral Count	24hpf_FT1_2 Spectral Count	24hpf_FT1_3 Spectral Count	24hpf_pH11_1 Spectral Count	24hpf_pH11_2 Spectral Count	24hpf_pH11_3 Spectral Count	24hpf_pH2_1 Spectral Count	24hpf_pH2_2 Spectral Count	24hpf_pH2_3 Spectral Count	24hpf_pH5_1 Spectral Count	24hpf_pH5_2 Spectral Count	24hpf_pH5_3 Spectral Count	24hpf_pH8_1 Spectral Count	24hpf_pH8_2 Spectral Count	24hpf_pH8_3 Spectral Count	24hpf_FT1_1 Unique Spectral Count	24hpf_FT1_2 Unique Spectral Count	24hpf_FT1_3 Unique Spectral Count	24hpf_pH11_1 Unique Spectral Count	24hpf_pH11_2 Unique Spectral Count	24hpf_pH11_3 Unique Spectral Count	24hpf_pH2_1 Unique Spectral Count	24hpf_pH2_2 Unique Spectral Count	24hpf_pH2_3 Unique Spectral Count	24hpf_pH5_1 Unique Spectral Count	24hpf_pH5_2 Unique Spectral Count	24hpf_pH5_3 Unique Spectral Count	24hpf_pH8_1 Unique Spectral Count	24hpf_pH8_2 Unique Spectral Count	24hpf_pH8_3 Unique Spectral Count	24hpf_FT1_1 Total Spectral Count	24hpf_FT1_2 Total Spectral Count	24hpf_FT1_3 Total Spectral Count	24hpf_pH11_1 Total Spectral Count	24hpf_pH11_2 Total Spectral Count	24hpf_pH11_3 Total Spectral Count	24hpf_pH2_1 Total Spectral Count	24hpf_pH2_2 Total Spectral Count	24hpf_pH2_3 Total Spectral Count	24hpf_pH5_1 Total Spectral Count	24hpf_pH5_2 Total Spectral Count	24hpf_pH5_3 Total Spectral Count	24hpf_pH8_1 Total Spectral Count	24hpf_pH8_2 Total Spectral Count	24hpf_pH8_3 Total Spectral Count	24hpf_FT1_1 Intensity	24hpf_FT1_2 Intensity	24hpf_FT1_3 Intensity	24hpf_pH11_1 Intensity	24hpf_pH11_2 Intensity	24hpf_pH11_3 Intensity	24hpf_pH2_1 Intensity	24hpf_pH2_2 Intensity	24hpf_pH2_3 Intensity	24hpf_pH5_1 Intensity	24hpf_pH5_2 Intensity	24hpf_pH5_3 Intensity	24hpf_pH8_1 Intensity	24hpf_pH8_2 Intensity	24hpf_pH8_3 Intensity	24hpf_FT1_1 MaxLFQ Intensity	24hpf_FT1_2 MaxLFQ Intensity	24hpf_FT1_3 MaxLFQ Intensity	24hpf_pH11_1 MaxLFQ Intensity	24hpf_pH11_2 MaxLFQ Intensity	24hpf_pH11_3 MaxLFQ Intensity	24hpf_pH2_1 MaxLFQ Intensity	24hpf_pH2_2 MaxLFQ Intensity	24hpf_pH2_3 MaxLFQ Intensity	24hpf_pH5_1 MaxLFQ Intensity	24hpf_pH5_2 MaxLFQ Intensity	24hpf_pH5_3 MaxLFQ Intensity	24hpf_pH8_1 MaxLFQ Intensity	24hpf_pH8_2 MaxLFQ Intensity	24hpf_pH8_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q7SXX7|MB12A_DANRE	Q7SXX7	MB12A_DANRE	mvb12a	275	Danio rerio	2:Experimental evidence at transcript level	Multivesicular body subunit 12A	0.9993	0.9987	3	8	8	8	0	0	0	0	1	0	2	2	0	1	0	1	1	0	0	0	0	0	0	1	0	2	2	0	1	0	1	1	0	0	0	0	0	0	1	0	2	2	0	1	0	1	1	0	0	0.0	0.0	0.0	0.0	8352106.5	0.0	4986129.0	0.0	0.0	9615905.0	0.0	126190.484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9615905.0	0.0	126190.484	0.0	0.0	0.0	
sp|Q7SXY4|DC2L1_DANRE	Q7SXY4	DC2L1_DANRE	dync2li1	358	Danio rerio	2:Experimental evidence at transcript level	Cytoplasmic dynein 2 light intermediate chain 1	1.0	0.999	3	8	8	8	0	0	0	0	0	0	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	2	2	3	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	4.7434888E7	7.4939152E7	6.1304348E7	1.4433857E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7816532E7	3.9698652E7	3.331117E7	1.720398E7	0.0	0.0	0.0	0.0	0.0	
sp|Q7SXZ1|PIGB_DANRE	Q7SXZ1	PIGB_DANRE	pigb	536	Danio rerio	2:Experimental evidence at transcript level	GPI mannosyltransferase 3	1.0	0.999	4	6	6	6	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	6162067.0	5.8706592E7	5.2971184E7	4.9003424E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8706592E7	5.2971184E7	4.9003424E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SY06|HACD3_DANRE	Q7SY06	HACD3_DANRE	hacd3	359	Danio rerio	2:Experimental evidence at transcript level	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	1.0	0.9988	6	18	18	18	0	0	0	3	3	2	3	1	1	0	0	0	0	2	3	0	0	0	3	3	2	3	1	1	0	0	0	0	2	3	0	0	0	3	3	2	3	1	1	0	0	0	0	2	3	0.0	0.0	0.0	1.0889551E7	762226.2	8256770.5	8.6617712E7	9728859.0	4896519.0	0.0	0.0	0.0	0.0	1.1387997E7	6869306.0	0.0	0.0	0.0	1.0889551E7	1560551.9	4019927.8	1.2851997E7	1.713836E7	8625709.0	0.0	0.0	0.0	0.0	6340233.0	6869306.0	
sp|Q7SY07|EIF1A_DANRE	Q7SY07	EIF1A_DANRE	eif1ad	172	Danio rerio	2:Experimental evidence at transcript level	Probable RNA-binding protein EIF1AD	1.0	0.999	4	23	23	23	2	2	2	1	0	4	3	2	3	0	0	0	2	1	1	2	2	2	1	0	4	3	2	3	0	0	0	2	1	1	2	2	2	1	0	4	3	2	3	0	0	0	2	1	1	0.0	1.2542747E7	4922606.0	1.7226754E7	0.0	8656211.0	2.48849248E8	1.54099696E8	1.8197128E8	0.0	0.0	0.0	0.0	0.0	1.1874913E7	0.0	7570827.5	3033304.8	1.7226754E7	0.0	5092493.0	1.51904912E8	1.54099696E8	1.8197128E8	0.0	0.0	0.0	0.0	0.0	3.52135552E8	
sp|Q7SY09|AGRL4_DANRE	Q7SY09	AGRL4_DANRE	adgrl4	727	Danio rerio	2:Experimental evidence at transcript level	Adhesion G protein-coupled receptor L4	0.4956	0.9628	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SY10|T161B_DANRE	Q7SY10	T161B_DANRE	tmem161b	484	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 161B	1.0	0.9954	3	11	11	11	0	0	0	0	1	0	0	1	4	2	1	1	0	0	1	0	0	0	0	1	0	0	1	4	2	1	1	0	0	1	0	0	0	0	1	0	0	1	4	2	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1932923.1	567946.5	3.4829664E7	0.0	9070523.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1735970.0	1205152.9	2.1978602E7	0.0	8146291.5	0.0	0.0	0.0	
sp|Q7SY21|TADA3_DANRE	Q7SY21	TADA3_DANRE	tada3	429	Danio rerio	2:Experimental evidence at transcript level	Transcriptional adapter 3	1.0	0.999	5	20	20	20	0	0	0	2	3	0	1	2	1	0	2	2	3	3	1	0	0	0	2	3	0	1	2	1	0	2	2	3	3	1	0	0	0	2	3	0	1	2	1	0	2	2	3	3	1	0.0	0.0	0.0	9428307.0	1229810.0	0.0	1.3058784E7	6.0091888E7	1.1553952E7	0.0	1.1583805E7	1.3344998E7	4.0653224E7	9646505.0	1865896.8	0.0	0.0	0.0	0.0	0.0	0.0	2.0363728E7	1.9555338E7	1.801711E7	0.0	1.392648E7	7230321.0	2.5026156E7	1.1597386E7	2580363.5	
sp|Q7SY23|AL4A1_DANRE	Q7SY23	AL4A1_DANRE	aldh4a1	556	Danio rerio	2:Experimental evidence at transcript level	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	1.0	0.999	26	153	153	153	10	10	9	10	9	10	20	19	17	4	7	3	8	10	7	10	10	9	10	9	10	20	19	17	4	7	3	8	10	7	10	10	9	10	9	10	20	19	17	4	7	3	8	10	7	9.7636376E7	9.3791896E7	4.0624792E7	1.45857808E8	7.732352E7	4.2798672E7	1.08935424E9	1.67150784E9	1.23899494E9	2.26954432E8	5.5371096E7	9468088.0	2.64090784E8	9.3875736E7	5.9058868E7	7.2167952E7	5.1406068E7	3.5584376E7	6.2233044E7	3.8985272E7	3.1231454E7	5.26906592E8	1.62623344E8	1.5963704E8	4.5653476E7	6987612.5	2514642.5	3.9683732E7	1.9161602E7	2.2339424E7	
sp|Q7SY24|KPCB_DANRE	Q7SY24	KPCB_DANRE	prkcbb	670	Danio rerio	2:Experimental evidence at transcript level	Protein kinase C beta type	1.0	0.999	15	56	56	56	0	4	3	1	2	3	7	6	8	0	6	2	1	6	7	0	4	3	1	2	3	7	6	8	0	6	2	1	6	7	0	4	3	1	2	3	7	6	8	0	6	2	1	6	7	0.0	1.4911849E7	5265744.0	0.0	5022065.0	1.1091404E7	1.2202792E7	8.2045392E7	7.5887944E7	0.0	2.4163292E7	9889648.0	2.5613294E7	8.255136E7	7.222624E7	0.0	8410383.0	7039722.0	0.0	5.4377656E7	6754138.0	2.119222E7	4.4021516E7	3.6560224E7	0.0	7152527.0	9817860.0	2.3569482E7	2.200312E7	1.9681518E7	
sp|Q7SY48|HEAT1_DANRE	Q7SY48	HEAT1_DANRE	heatr1	2159	Danio rerio	2:Experimental evidence at transcript level	HEAT repeat-containing protein 1	1.0	0.999	63	277	277	277	15	21	12	17	21	16	19	29	26	20	19	15	18	15	14	15	21	12	17	21	16	19	29	26	20	19	15	18	15	14	15	21	12	17	21	16	19	29	26	20	19	15	18	15	14	1.21078688E8	1.11403224E8	3.943668E7	2.08522016E8	1.4246248E8	8.2347584E7	5.5455962E8	4.8305584E8	5.4369978E8	3.99585984E8	2.37827824E8	2.03881424E8	6.0094374E8	3.06250784E8	2.09000768E8	3.062178E7	3.637188E7	3.2170626E7	6.2408032E7	3.4241768E7	1.866906E7	4.9701048E7	8.6395096E7	5.968434E7	4.9286908E7	4.6710136E7	3.861364E7	8.3560032E7	4.7596444E7	3.9339796E7	
sp|Q7SY52|STK10_DANRE	Q7SY52	STK10_DANRE	stk10	974	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein kinase 10	1.0	0.9987	9	18	18	18	3	1	2	4	3	1	1	0	0	0	1	0	1	0	1	3	1	2	4	3	1	1	0	0	0	1	0	1	0	1	3	1	2	4	3	1	1	0	0	0	1	0	1	0	1	1.387631E7	0.0	817498.2	1.6243502E7	6450693.0	7539862.0	4636793.5	0.0	0.0	0.0	325231.25	0.0	9524305.0	0.0	0.0	1.2820492E7	0.0	0.0	8907554.0	6450693.0	7539862.0	0.0	0.0	0.0	0.0	0.0	0.0	9524305.0	0.0	0.0	
sp|Q7SY54|AT2L1_DANRE	Q7SY54	AT2L1_DANRE	etnppl	492	Danio rerio	2:Experimental evidence at transcript level	Ethanolamine-phosphate phospho-lyase	0.7989	0.9905	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3255718E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SYB2|THOC1_DANRE	Q7SYB2	THOC1_DANRE	thoc1	655	Danio rerio	2:Experimental evidence at transcript level	THO complex subunit 1	1.0	0.999	26	130	130	130	4	7	8	8	9	7	19	11	9	9	10	8	6	8	7	4	7	8	8	9	7	19	11	9	9	10	8	6	8	7	4	7	8	8	9	7	19	11	9	9	10	8	6	8	7	2.5913812E7	4.363256E7	1.05373744E8	1.6676712E8	6.4717588E7	3.5340532E7	8.8489914E8	9.254025E8	5.8962342E8	3.85316E8	1.71684864E8	1.10871568E8	1.46930816E8	1.22929216E8	5.6020876E7	1.38490736E8	1.08074768E8	1.72323232E8	6.0568392E7	2.7909834E7	1.6273155E7	2.7261216E8	9.3206096E7	7.637604E7	4.6664812E7	3.0556732E7	3.3721536E7	5.4132268E7	3.4127488E7	3.8067008E7	
sp|Q7SYB3|RYBPA_DANRE	Q7SYB3	RYBPA_DANRE	rybpa	385	Danio rerio	2:Experimental evidence at transcript level	RING1 and YY1-binding protein A	0.9823	0.9956	1	4	4	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	226134.72	740307.06	165745.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226134.72	0.0	165745.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SYC9|CTL2_DANRE	Q7SYC9	CTL2_DANRE	slc44a2	697	Danio rerio	2:Experimental evidence at transcript level	Choline transporter-like protein 2	1.0	0.999	8	38	32	38	2	1	0	3	3	5	0	1	1	5	3	4	2	4	4	2	1	0	3	3	5	0	0	0	4	2	3	1	4	4	2	1	0	3	3	5	0	1	1	5	3	4	2	4	4	1.2751026E7	4838209.0	0.0	4.7442152E7	0.0	1.0290029E7	0.0	1732014.8	0.0	2.427926E7	2.5791364E7	1.4650966E7	1.6190862E7	1.6931904E7	1.22874E7	2657662.5	5741573.0	0.0	3.3136014E7	0.0	1.2211326E7	0.0	2431731.8	0.0	1.4564989E7	1.6495907E7	8789016.0	1.0248346E7	1.6418373E7	1.3699542E7	
sp|Q7SYD5|SC31A_DANRE	Q7SYD5	SC31A_DANRE	sec31a	1254	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec31A	1.0	0.999	22	183	183	183	6	11	5	13	12	14	9	9	14	7	22	22	11	14	14	6	11	5	13	12	14	9	9	14	7	22	22	11	14	14	6	11	5	13	12	14	9	9	14	7	22	22	11	14	14	2.7200706E7	7.0037872E7	9327053.0	8.4354008E7	1.3520336E8	8.0714792E7	2.1603544E8	3.33969408E8	4.13979808E8	3.03088512E8	1.88389312E8	1.40358576E8	1.22183528E8	1.38151712E8	1.17652248E8	1.3650581E7	2.5603144E7	2301751.2	4.8468484E7	4.6748948E7	2.6765048E7	2.57717648E8	1.4477264E8	7.9877128E7	6.9479256E7	5.9907088E7	3.0766828E7	6.4418044E7	7.9990672E7	4.8939224E7	
sp|Q7SYD9|INT6_DANRE	Q7SYD9	INT6_DANRE	ints6	892	Danio rerio	2:Experimental evidence at transcript level	Integrator complex subunit 6	1.0	0.9989	9	22	22	22	1	1	2	1	2	2	2	4	2	0	1	0	0	3	1	1	1	2	1	2	2	2	4	2	0	1	0	0	3	1	1	1	2	1	2	2	2	4	2	0	1	0	0	3	1	0.0	0.0	6255267.0	728017.4	5464781.0	5618935.5	5684931.5	4662840.0	0.0	0.0	345777.06	0.0	0.0	1.0469037E7	8332716.5	0.0	0.0	1.4417881E7	0.0	4419924.0	2530682.5	2971962.5	3183790.5	0.0	0.0	0.0	0.0	0.0	1.0469037E7	8026776.5	
sp|Q7SYE0|ATG13_DANRE	Q7SYE0	ATG13_DANRE	atg13	503	Danio rerio	2:Experimental evidence at transcript level	Autophagy-related protein 13	0.9973	0.9983	2	6	6	6	1	0	0	0	1	0	0	0	2	0	0	0	0	1	1	1	0	0	0	1	0	0	0	2	0	0	0	0	1	1	1	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0.0	0.0	0.0	0.0	502359.22	0.0	0.0	0.0	911726.1	0.0	0.0	0.0	0.0	0.0	408446.1	0.0	0.0	0.0	0.0	502359.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	408446.1	
sp|Q7SYI5|C1GTB_DANRE	Q7SYI5	C1GTB_DANRE	c1galt1lb	374	Danio rerio	2:Experimental evidence at transcript level	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-B	1.0	0.999	9	24	24	24	1	1	1	4	3	2	2	1	1	1	4	2	0	0	1	1	1	1	4	3	2	2	1	1	1	4	2	0	0	1	1	1	1	4	3	2	2	1	1	1	4	2	0	0	1	1678332.5	1806227.1	1501605.2	1.2045236E7	2579078.8	0.0	0.0	8965056.0	9715621.0	1.0222928E7	2.293731E7	2.3158334E7	7.1231608E7	0.0	8974811.0	1678332.5	1806227.1	1501605.2	9050860.0	0.0	0.0	0.0	8965056.0	9715621.0	0.0	2.293731E7	2.3158334E7	7.1231608E7	0.0	0.0	
sp|Q7SYJ9|SPAG7_DANRE	Q7SYJ9	SPAG7_DANRE	spag7	230	Danio rerio	1:Experimental evidence at protein level	Sperm-associated antigen 7 homolog	1.0	0.999	11	69	69	69	3	5	4	4	8	5	5	7	6	2	3	3	5	3	6	3	5	4	4	8	5	5	7	6	2	3	3	5	3	6	3	5	4	4	8	5	5	7	6	2	3	3	5	3	6	3.125998E7	3.5413732E7	2.4449976E7	5.6821904E7	3.4824308E7	3.6421212E7	3.86214784E8	9.35084E7	3.79241856E8	4.3397936E7	1.4812002E7	7465105.5	2.1102412E7	9373883.0	5.1596624E7	6.1715124E7	6.4953532E7	3.80521E7	3.8155168E7	2.155212E7	3.0625596E7	1.0563057E7	1.1883643E7	1.6302726E7	3.3872712E7	1.3940457E7	8714762.0	2.8392908E7	1.3303957E7	2.371659E7	
sp|Q7SYK0|CHID1_DANRE	Q7SYK0	CHID1_DANRE	chid1	391	Danio rerio	2:Experimental evidence at transcript level	Chitinase domain-containing protein 1	1.0	0.999	11	44	44	44	4	3	2	2	1	3	2	3	2	7	5	9	0	0	1	4	3	2	2	1	3	2	3	2	7	5	9	0	0	1	4	3	2	2	1	3	2	3	2	7	5	9	0	0	1	3.1114304E7	3.3569592E7	1.4408766E7	1.1544814E7	6862226.0	1.4550958E7	2.66675E7	8.1650336E7	5.464808E7	9.187248E7	5.6368956E7	7.7834424E7	0.0	0.0	0.0	1.3701774E7	1.6981528E7	9650364.0	4631206.5	1.1307877E7	9768453.0	4.606182E7	4.5903068E7	4.5547084E7	6.1797016E7	2.4905074E7	1.8904392E7	0.0	0.0	0.0	
sp|Q7SYK1|TGT_DANRE	Q7SYK1	TGT_DANRE	qtrt1	400	Danio rerio	2:Experimental evidence at transcript level	Queuine tRNA-ribosyltransferase catalytic subunit 1	1.0	0.999	5	9	9	9	2	1	1	0	1	1	0	0	0	1	1	1	0	0	0	2	1	1	0	1	1	0	0	0	1	1	1	0	0	0	2	1	1	0	1	1	0	0	0	1	1	1	0	0	0	8893509.0	4973903.5	6393511.5	0.0	0.0	1725911.1	0.0	0.0	0.0	1.5984281E7	3447817.0	1498816.4	0.0	0.0	0.0	8893509.0	0.0	6393511.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3447817.0	1498816.4	0.0	0.0	0.0	
sp|Q7SYK7|AATM_DANRE	Q7SYK7	AATM_DANRE	got2a	428	Danio rerio	2:Experimental evidence at transcript level	Aspartate aminotransferase, mitochondrial	1.0	0.999	24	201	201	201	16	14	13	14	12	15	15	17	15	15	9	10	12	12	12	16	14	13	14	12	15	15	17	15	15	9	10	12	12	12	16	14	13	14	12	15	15	17	15	15	9	10	12	12	12	2.72786208E8	3.08714176E8	9.808652E7	4.25501568E8	1.9568936E8	1.46610048E8	1.63559885E9	3.02143565E9	4.09644032E9	1.17044774E9	4.23740992E8	4.9577088E8	1.0302199E9	4.66952512E8	3.84247776E8	1.10072752E8	7.6745488E7	2.159933E7	1.89763328E8	1.27525104E8	5.2015504E7	2.07637888E8	2.97528576E8	5.9998138E8	2.96122304E8	2.27522496E8	1.91025776E8	3.12830464E8	1.90420848E8	1.53780304E8	
sp|Q7SYL1|AR2BP_DANRE	Q7SYL1	AR2BP_DANRE	arl2bp	168	Danio rerio	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 2-binding protein	0.8869	0.9831	2	3	3	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	9575141.0	0.0	4090781.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7564036.5	8807434.0	7962730.0	9575141.0	0.0	4090781.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7564036.5	8807434.0	7962730.0	
sp|Q7SYL3|SIAH2_DANRE	Q7SYL3	SIAH2_DANRE	siah2l	331	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase Siah2	0.6417	0.9792	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1492892E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SYM0|UCK2A_DANRE	Q7SYM0	UCK2A_DANRE	uck2a	261	Danio rerio	2:Experimental evidence at transcript level	Uridine-cytidine kinase 2-A	1.0	0.9983	6	20	5	20	2	1	3	0	2	3	1	0	0	1	1	1	2	2	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	2	1	3	0	2	3	1	0	0	1	1	1	2	2	1	1.8811232E7	871227.75	1.0657945E7	0.0	1.676214E7	1.0847935E7	3044265.5	0.0	0.0	0.0	1.2026467E7	5597951.5	3.2780986E7	1.8210062E7	1.6073958E7	4.396526E7	1.0357569E7	2.3077334E7	0.0	1.0779674E7	5859511.5	0.0	0.0	0.0	0.0	8560739.0	3984761.5	1.9045756E7	1.2962377E7	1.1441845E7	
sp|Q7SYN4|5NT3_DANRE	Q7SYN4	5NT3_DANRE	nt5c3	286	Danio rerio	2:Experimental evidence at transcript level	Cytosolic 5'-nucleotidase 3	1.0	0.999	9	40	40	40	3	1	3	3	2	1	4	9	6	0	1	0	2	2	3	3	1	3	3	2	1	4	9	6	0	1	0	2	2	3	3	1	3	3	2	1	4	9	6	0	1	0	2	2	3	0.0	0.0	8143489.0	5.2666772E7	1.3739636E7	9321382.0	1.94937904E8	1.37813872E8	1.63012576E8	0.0	2.0103938E7	0.0	5.1808064E7	2.6032834E7	3.0413196E7	0.0	0.0	1931863.5	4.2515388E7	2.1266704E7	3.2179718E7	1.92198E7	1.0424343E7	1.3118993E7	0.0	3.0724658E7	0.0	5.3271808E7	3.9785732E7	2.9923942E7	
sp|Q7SYN5|RXRBA_DANRE	Q7SYN5	RXRBA_DANRE	rxrba	471	Danio rerio	2:Experimental evidence at transcript level	Retinoic acid receptor RXR-beta-A	1.0	0.999	13	62	35	62	3	6	9	5	6	5	3	3	6	2	3	1	3	5	2	1	5	4	4	5	3	2	1	3	1	1	0	2	3	0	3	6	9	5	6	5	3	3	6	2	3	1	3	5	2	1.5565273E7	2.470282E7	2.0965426E7	2.335813E7	8750040.0	2.0584258E7	1.2013181E7	1.9220682E7	2.5678792E7	5.0582856E7	1.5957449E7	1621163.9	2.3639692E7	2.7323638E7	2.3375952E7	2829893.5	8289855.5	1563906.5	1.9924984E7	1.3187185E7	2.1542024E7	5.807068E7	7.81884E7	7.5529592E7	2.0769742E7	5705124.5	4484813.0	7197785.5	5195443.5	1.0432013E7	
sp|Q7SZC2|XPO2_DANRE	Q7SZC2	XPO2_DANRE	cse1l	971	Danio rerio	1:Experimental evidence at protein level	Exportin-2	1.0	0.999	39	405	405	405	17	20	24	19	21	22	37	40	40	35	24	26	36	25	19	17	20	24	19	21	22	37	40	40	35	24	26	36	25	19	17	20	24	19	21	22	37	40	40	35	24	26	36	25	19	2.61457376E8	3.23495264E8	2.4145248E8	4.9242752E8	2.23122016E8	2.00148288E8	9.1565834E9	8.7548324E9	1.02045665E10	1.41727962E9	5.7085395E8	5.8935654E8	1.15176435E9	3.97461696E8	4.64388992E8	1.32547456E8	2.6730456E8	1.30765312E8	3.53707168E8	2.37668192E8	1.75441616E8	1.70110192E8	2.53321648E8	1.99958032E8	3.2371552E8	1.395844E8	1.56527488E8	1.82119968E8	1.63807008E8	2.037896E8	
sp|Q7SZC5|NDC1_DANRE	Q7SZC5	NDC1_DANRE	ndc1	671	Danio rerio	2:Experimental evidence at transcript level	Nucleoporin NDC1	1.0	0.999	9	40	40	40	0	1	1	2	2	1	0	2	4	8	5	6	5	2	1	0	1	1	2	2	1	0	2	4	8	5	6	5	2	1	0	1	1	2	2	1	0	2	4	8	5	6	5	2	1	0.0	245699.33	0.0	3.992576E7	1.9393418E7	6645342.5	0.0	4627676.5	3.0764512E7	1.66245536E8	8.4184968E7	7.5398088E7	1.58461632E8	1948152.0	0.0	0.0	1589086.0	0.0	5.3688116E7	3.689372E7	4.2979444E7	0.0	911886.9	3337577.5	2.4230942E7	1.976121E7	1.371424E7	1.906712E7	1.2599876E7	0.0	
sp|Q7SZE3|L2GL2_DANRE	Q7SZE3	L2GL2_DANRE	llgl2	1020	Danio rerio	1:Experimental evidence at protein level	LLGL scribble cell polarity complex component 2	1.0	0.999	23	130	130	130	18	11	11	10	15	18	4	4	7	5	5	8	2	4	8	18	11	11	10	15	18	4	4	7	5	5	8	2	4	8	18	11	11	10	15	18	4	4	7	5	5	8	2	4	8	6.7783048E7	2.6614892E7	2.120505E7	5.1886648E7	6.9799104E7	6.3138516E7	1.26644736E8	5.8918772E7	9.445484E7	1.61465664E8	7.5029952E7	4.179198E7	2.0534936E7	1.826658E7	1.77009E7	3.2045332E7	5858425.5	7900091.0	2.082133E7	2.5553046E7	2.138364E7	1.3501889E7	6935221.0	1.7884224E7	1.01772376E8	2.8624956E7	1.0975924E7	5.1764348E7	2.2969898E7	1.2164052E7	
sp|Q7SZE5|SC23A_DANRE	Q7SZE5	SC23A_DANRE	sec23a	765	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec23A	1.0	0.999	24	168	168	168	8	12	13	14	14	9	12	14	10	13	11	9	7	11	11	8	12	13	14	14	9	12	14	10	13	11	9	7	11	11	8	12	13	14	14	9	12	14	10	13	11	9	7	11	11	8.8985208E7	8.6115904E7	6.5552276E7	2.51267264E8	9.8091232E7	6.895656E7	5.34557216E8	3.96364896E8	4.56553472E8	2.93843488E8	1.51933264E8	1.10082384E8	1.75385344E8	1.54217712E8	1.23625176E8	4.5086164E7	2.3613972E7	3.2752716E7	7.929616E7	4.2639952E7	3.247713E7	1.7335196E7	1.4146365E7	8.3387672E7	7.6016808E7	3.7173496E7	2.4152322E7	6.9052976E7	5.6101716E7	5.1885028E7	
