Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TL1a Spectral Count	TL1b Spectral Count	TL2a Spectral Count	TL2b Spectral Count	TL1a Unique Spectral Count	TL1b Unique Spectral Count	TL2a Unique Spectral Count	TL2b Unique Spectral Count	TL1a Total Spectral Count	TL1b Total Spectral Count	TL2a Total Spectral Count	TL2b Total Spectral Count	TL1a Intensity	TL1b Intensity	TL2a Intensity	TL2b Intensity	TL1a MaxLFQ Intensity	TL1b MaxLFQ Intensity	TL2a MaxLFQ Intensity	TL2b MaxLFQ Intensity	Indistinguishable Proteins
sp|Q5I0F6|KAP0_DANRE	Q5I0F6	KAP0_DANRE	prkar1aa	379	Danio rerio	1:Experimental evidence at protein level	cAMP-dependent protein kinase type I-alpha regulatory subunit	1.0	0.9988	3	15	15	15	6	7	1	1	6	7	1	1	6	7	1	1	2.05810016E8	3.40755392E8	8.0184168E7	0.0	2.05810016E8	2.0835224E8	8.0184168E7	0.0	
sp|Q5MJ86|G3P2_DANRE	Q5MJ86	G3P2_DANRE	gapdh-2	335	Danio rerio	2:Experimental evidence at transcript level	Glyceraldehyde-3-phosphate dehydrogenase 2	1.0	0.999	10	165	165	189	48	56	30	31	48	56	30	31	56	62	34	37	2.61863793E10	3.02956544E10	1.47531244E10	1.3404032E10	9.5344978E9	1.08114678E10	6.9425213E9	5.113599E9	
sp|Q5PR98|NDRG2_DANRE	Q5PR98	NDRG2_DANRE	ndrg2	368	Danio rerio	2:Experimental evidence at transcript level	Protein NDRG2	1.0	0.999	3	28	28	28	7	12	6	3	7	12	6	3	7	12	6	3	8.6278099E8	1.64326054E9	6.3861427E8	1.42296816E8	5.08735744E8	9.1455942E8	2.32770432E8	2.213992E8	
sp|Q5PRA2|DHTK1_DANRE	Q5PRA2	DHTK1_DANRE	dhtkd1	920	Danio rerio	2:Experimental evidence at transcript level	2-oxoadipate dehydrogenase complex component E1	1.0	0.999	14	45	45	45	12	11	11	11	12	11	11	11	12	11	11	11	1.31136896E9	1.44852902E9	1.37806208E9	1.29997069E9	3.46824288E8	3.49149664E8	2.89723872E8	3.39160064E8	
sp|Q5PRD0|143BA_DANRE	Q5PRD0	143BA_DANRE	ywhaba	244	Danio rerio	2:Experimental evidence at transcript level	14-3-3 protein beta/alpha-A	1.0	0.999	12	281	81	281	94	100	45	42	27	34	13	7	94	100	45	42	2.10404946E10	2.75016909E10	9.1917783E9	8.4719206E9	5.066302E9	6.90272E9	2.06979456E9	1.77516787E9	
sp|Q5PRD4|KC1G1_DANRE	Q5PRD4	KC1G1_DANRE	csnk1g1	421	Danio rerio	2:Experimental evidence at transcript level	Casein kinase I isoform gamma-1	0.3743	0.9721	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0.0	1.2255566E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5PYH5|DLG1L_DANRE	Q5PYH5	DLG1L_DANRE	dlg1l	827	Danio rerio	2:Experimental evidence at transcript level	Discs large homolog 1-like protein	0.4892	0.9824	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5PYH6|DLG1_DANRE	Q5PYH6	DLG1_DANRE	dlg1	873	Danio rerio	2:Experimental evidence at transcript level	Disks large homolog 1	0.9416	0.9989	1	8	0	8	2	2	2	2	0	0	0	0	2	2	2	2	1.87467104E8	1.88230624E8	2.70615648E8	2.3754328E8	1.87467104E8	1.88230624E8	2.70615648E8	2.3754328E8	sp|Q6R005|DLG4_DANRE
sp|Q5RGE6|HSP7E_DANRE	Q5RGE6	HSP7E_DANRE	hspa14	504	Danio rerio	2:Experimental evidence at transcript level	Heat shock 70 kDa protein 14	1.0	0.999	10	24	24	24	5	7	5	7	5	7	5	7	5	7	5	7	6.813504E8	4.9516201E9	6.9176813E8	5.7647196E9	1.29646285E9	1.11160909E9	7.9365069E8	1.23504371E9	
sp|Q5RGJ5|C19L1_DANRE	Q5RGJ5	C19L1_DANRE	cwf19l1	544	Danio rerio	2:Experimental evidence at transcript level	CWF19-like protein 1	0.9943	0.9891	2	4	4	4	1	1	2	0	1	1	2	0	1	1	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5RGQ2|ANM8B_DANRE	Q5RGQ2	ANM8B_DANRE	prmt8b	419	Danio rerio	2:Experimental evidence at transcript level	Protein arginine N-methyltransferase 8-B	0.9764	0.9857	2	5	5	5	3	2	0	0	3	2	0	0	3	2	0	0	4.98137344E8	3.27382496E8	0.0	0.0	3.03934016E8	3.27382496E8	0.0	0.0	
sp|Q5RGV1|IMDH3_DANRE	Q5RGV1	IMDH3_DANRE	impdh1b	514	Danio rerio	2:Experimental evidence at transcript level	Inosine-5'-monophosphate dehydrogenase 1b	1.0	0.999	14	71	8	71	18	19	19	15	3	3	1	1	18	19	19	15	3.44478618E9	3.11170278E9	3.24176026E9	3.75982157E9	7.95248E8	5.8922989E8	6.4177741E8	8.0015814E8	
sp|Q5RHB5|IRAG2_DANRE	Q5RHB5	IRAG2_DANRE	irag2	1447	Danio rerio	1:Experimental evidence at protein level	Inositol 1,4,5-triphosphate receptor associated 2	0.7528	0.9779	1	9	9	9	2	1	3	3	2	1	3	3	2	1	3	3	4.79368864E8	4.77129792E8	6.9941203E8	9.009799E8	4.79368864E8	4.77129792E8	6.9941203E8	9.009799E8	
sp|Q5RHR0|PARP1_DANRE	Q5RHR0	PARP1_DANRE	parp1	1013	Danio rerio	2:Experimental evidence at transcript level	Poly [ADP-ribose] polymerase 1	1.0	0.999	20	95	95	95	20	29	34	12	20	29	34	12	20	29	34	12	5.1666944E9	4.5953925E9	3.81606118E9	3.84897741E9	7.4435738E8	6.6195974E8	4.84881248E8	5.3760864E8	
sp|Q5RHZ6|OSGEP_DANRE	Q5RHZ6	OSGEP_DANRE	osgep	335	Danio rerio	2:Experimental evidence at transcript level	tRNA N6-adenosine threonylcarbamoyltransferase	1.0	0.9988	3	7	7	7	1	2	2	2	1	2	2	2	1	2	2	2	7.093732E7	6.9659696E7	2.04178784E8	1.4133792E8	7.093732E7	5.990368E7	1.57049376E8	1.4133792E8	
sp|Q5RKN4|GLYR1_DANRE	Q5RKN4	GLYR1_DANRE	glyr1	462	Danio rerio	2:Experimental evidence at transcript level	Cytokine-like nuclear factor N-PAC	0.9979	0.9989	2	4	4	4	1	0	1	2	1	0	1	2	1	0	1	2	0.0	0.0	3.4009456E8	1.92870736E8	0.0	0.0	3.4009456E8	1.92870736E8	
sp|Q5SNX7|GALC_DANRE	Q5SNX7	GALC_DANRE	galc	660	Danio rerio	2:Experimental evidence at transcript level	Galactocerebrosidase	1.0	0.999	9	19	19	19	4	5	6	4	4	5	6	4	4	5	6	4	1.13163802E9	1.24517747E9	8.3757926E8	1.29316928E9	2.91461344E8	2.08333552E8	2.99249664E8	4.84380832E8	
sp|Q5SP67|WDR26_DANRE	Q5SP67	WDR26_DANRE	wdr26	576	Danio rerio	1:Experimental evidence at protein level	WD repeat-containing protein 26	1.0	0.999	5	14	14	14	4	4	3	3	4	4	3	3	4	4	3	3	5.02882816E8	7.2120397E8	5.7942778E8	6.7785043E8	4.59406688E8	3.047E8	3.22438592E8	2.85237696E8	
sp|Q5SP90|PP4R3_DANRE	Q5SP90	PP4R3_DANRE	smek1	818	Danio rerio	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 4 regulatory subunit 3	1.0	0.9976	3	4	4	4	1	1	0	2	1	1	0	2	1	1	0	2	2.60729744E8	3.03312448E8	8.5025456E7	1.51398112E8	2.60729744E8	3.03312448E8	8.5025456E7	1.51398112E8	
sp|Q5SPD7|P5CR3_DANRE	Q5SPD7	P5CR3_DANRE	pycr3	288	Danio rerio	2:Experimental evidence at transcript level	Pyrroline-5-carboxylate reductase 3	1.0	0.999	3	8	8	8	2	3	2	1	2	3	2	1	2	3	2	1	1.38282608E8	4.2856992E8	3.75984832E8	2.6397976E8	1.38282608E8	2.06644704E8	3.75984832E8	2.6397976E8	
sp|Q5TYS5|SCRN2_DANRE	Q5TYS5	SCRN2_DANRE	scrn2	415	Danio rerio	2:Experimental evidence at transcript level	Secernin-2	1.0	0.999	2	11	11	11	2	4	5	0	2	4	5	0	2	4	5	0	6.8495968E7	7.9527568E7	1.5988784E8	0.0	4.1021996E7	4.8685608E7	9.1723264E7	0.0	
sp|Q5U3F8|3HAO_DANRE	Q5U3F8	3HAO_DANRE	haao	287	Danio rerio	2:Experimental evidence at transcript level	3-hydroxyanthranilate 3,4-dioxygenase	1.0	0.999	3	10	10	10	3	3	3	1	3	3	3	1	3	3	3	1	3.00282688E8	3.92932896E8	9.6188312E7	0.0	2.54215744E8	2.72617888E8	9.975508E7	0.0	
sp|Q5U3I0|SAM5B_DANRE	Q5U3I0	SAM5B_DANRE	samm50b	469	Danio rerio	2:Experimental evidence at transcript level	Sorting and assembly machinery component 50 homolog B	1.0	0.999	9	24	24	36	5	4	7	8	5	4	7	8	9	7	9	11	1.19565504E9	4.08976352E8	1.04594291E9	5.9269389E8	4.3617088E8	2.59898976E8	3.46959808E8	3.55317024E8	
sp|Q5U3U0|PHYD1_DANRE	Q5U3U0	PHYD1_DANRE	phyhd1	291	Danio rerio	2:Experimental evidence at transcript level	Phytanoyl-CoA dioxygenase domain-containing protein 1	0.999	0.9977	2	4	4	4	2	2	0	0	2	2	0	0	2	2	0	0	9.0151488E7	3.2474482E7	0.0	0.0	9.0151488E7	3.2474482E7	0.0	0.0	
sp|Q5U3U3|CPT2_DANRE	Q5U3U3	CPT2_DANRE	cpt2	669	Danio rerio	2:Experimental evidence at transcript level	Carnitine O-palmitoyltransferase 2, mitochondrial	1.0	0.999	21	115	115	115	31	32	22	30	31	32	22	30	31	32	22	30	4.3935186E9	4.5821425E9	3.98141722E9	5.671402E9	6.6529459E8	6.5258125E8	5.26633728E8	7.446992E8	
sp|Q5W7F1|ASAH2_DANRE	Q5W7F1	ASAH2_DANRE	asah2	743	Danio rerio	1:Experimental evidence at protein level	Neutral ceramidase	1.0	0.999	2	6	6	6	2	0	2	2	2	0	2	2	2	0	2	2	1.00889024E8	0.0	1.91807136E8	2.58651184E8	0.0	0.0	1.91807136E8	2.58651184E8	
sp|Q5W8I7|VGL2B_DANRE	Q5W8I7	VGL2B_DANRE	slc17a6a	587	Danio rerio	2:Experimental evidence at transcript level	Vesicular glutamate transporter 2.2	1.0	0.9985	3	6	6	6	1	1	2	2	1	1	2	2	1	1	2	2	0.0	3.21020992E8	7.5505152E8	2.26252128E8	0.0	3.21020992E8	4.60735456E8	1.68880288E8	
sp|Q5W8I8|VGL2A_DANRE	Q5W8I8	VGL2A_DANRE	slc17a6b	584	Danio rerio	2:Experimental evidence at transcript level	Vesicular glutamate transporter 2.1	0.973	0.9695	2	4	4	4	1	1	0	2	1	1	0	2	1	1	0	2	1.65400624E8	2.47074256E8	0.0	2.37165312E8	1.65400624E8	2.47074256E8	0.0	1.4199136E8	
sp|Q5XIY6|VTC1B_DANRE	Q5XIY6	VTC1B_DANRE	atp6v1c1b	381	Danio rerio	2:Experimental evidence at transcript level	V-type proton ATPase subunit C 1-B	0.9977	0.9776	3	4	4	20	2	2	0	0	2	2	0	0	8	8	2	2	1.93691168E8	1.6772095E7	0.0	1.54060864E8	9.7106672E7	1.03119576E8	0.0	8.4099208E7	
sp|Q5XJ10|G3P_DANRE	Q5XJ10	G3P_DANRE	gapdh	333	Danio rerio	2:Experimental evidence at transcript level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	0.999	18	674	650	674	202	200	143	129	194	194	139	123	202	200	143	129	8.7803904E10	9.0220069E10	4.7428817E10	6.2616687E10	2.7155284E10	2.88720916E10	1.41602355E10	1.52196813E10	
sp|Q5XJ36|PARK7_DANRE	Q5XJ36	PARK7_DANRE	park7	189	Danio rerio	2:Experimental evidence at transcript level	Parkinson disease protein 7 homolog	1.0	0.999	4	15	15	15	6	3	5	1	6	3	5	1	6	3	5	1	2.04472538E9	1.6134889E9	1.92682832E8	0.0	7.4749395E8	7.2846982E8	7.48536E8	0.0	
sp|Q5XJ54|GLRX3_DANRE	Q5XJ54	GLRX3_DANRE	glrx3	326	Danio rerio	2:Experimental evidence at transcript level	Glutaredoxin 3	1.0	0.999	6	29	29	29	5	11	6	7	5	11	6	7	5	11	6	7	1.04664282E9	1.8592832E9	1.05359539E9	8.4489446E8	6.1692896E8	5.5421856E8	5.4900269E8	5.24837536E8	
sp|Q5XJA3|PRRC1_DANRE	Q5XJA3	PRRC1_DANRE	prrc1	435	Danio rerio	1:Experimental evidence at protein level	Protein PRRC1	0.9997	0.999	1	7	7	7	3	3	1	0	3	3	1	0	3	3	1	0	4.5905816E7	6.9979616E7	0.0	0.0	4.5905816E7	5.572188E7	0.0	0.0	
sp|Q5XTN8|CRGNA_DANRE	Q5XTN8	CRGNA_DANRE	crygna	183	Danio rerio	2:Experimental evidence at transcript level	Gamma-crystallin N-A	0.9783	0.9806	2	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	0.0	1.08809024E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5YB40|MFNG_DANRE	Q5YB40	MFNG_DANRE	mfng	360	Danio rerio	2:Experimental evidence at transcript level	Beta-1,3-N-acetylglucosaminyltransferase manic fringe	0.3652	0.971	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	0.0	1.3025791E7	0.0	0.0	0.0	0.0	0.0	
sp|Q642H3|SEP8A_DANRE	Q642H3	SEP8A_DANRE	sept8a	420	Danio rerio	2:Experimental evidence at transcript level	Septin-8-A	1.0	0.999	6	44	22	44	13	16	9	6	7	9	3	3	13	16	9	6	1.96521907E9	1.71052659E9	1.31646042E9	1.5447017E9	8.5352544E8	6.4431782E8	5.6228058E8	5.6719174E8	
sp|Q642H7|RIC8A_DANRE	Q642H7	RIC8A_DANRE	ric8a	548	Danio rerio	2:Experimental evidence at transcript level	Synembryn-A	1.0	0.999	4	9	9	9	3	4	1	1	3	4	1	1	3	4	1	1	1.79786336E8	1.59926096E8	3.686258E7	1.91104352E8	1.0121368E8	1.19912632E8	4.7888836E7	9.2305344E7	
sp|Q642H9|RS4X_DANRE	Q642H9	RS4X_DANRE	rps4x	263	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS4	1.0	0.999	16	150	150	150	37	51	33	29	37	51	33	29	37	51	33	29	1.64182968E10	1.92431862E10	1.40774482E10	1.21890447E10	2.65135642E9	2.83545523E9	2.4883072E9	2.50098918E9	
sp|Q642J5|RFOX1_DANRE	Q642J5	RFOX1_DANRE	rbfox1	373	Danio rerio	2:Experimental evidence at transcript level	RNA binding protein fox-1 homolog 1	0.9994	0.9988	2	7	0	7	4	3	0	0	0	0	0	0	4	3	0	0	2.1778016E8	2.04353984E8	0.0	0.0	2.1778016E8	2.04353984E8	0.0	0.0	sp|Q7ZT82|RFX1L_DANRE
sp|Q642M9|DHDH_DANRE	Q642M9	DHDH_DANRE	dhdh	334	Danio rerio	2:Experimental evidence at transcript level	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	1.0	0.9985	5	20	20	20	3	7	4	6	3	7	4	6	3	7	4	6	6.0982605E8	1.06043072E9	5.7670899E8	1.1580777E9	2.75225248E8	3.4583168E8	4.262072E8	5.9243821E8	
sp|Q66HV4|COPB_DANRE	Q66HV4	COPB_DANRE	copb1	953	Danio rerio	2:Experimental evidence at transcript level	Coatomer subunit beta	1.0	0.999	12	88	88	88	28	26	17	17	28	26	17	17	28	26	17	17	3.63131853E9	3.02794778E9	2.81443968E9	4.23837056E9	8.7195181E8	5.5311808E8	5.8633869E8	8.4381126E8	
sp|Q66HX8|GDAP2_DANRE	Q66HX8	GDAP2_DANRE	gdap2	504	Danio rerio	2:Experimental evidence at transcript level	Ganglioside-induced differentiation-associated protein 2	0.9968	0.9912	2	15	15	15	5	5	2	3	5	5	2	3	5	5	2	3	4.27225242E9	4.24261683E9	4.82140544E8	3.08387098E9	2.05915814E9	1.97046349E9	2.11549338E9	2.0809687E9	
sp|Q66I21|AL8A1_DANRE	Q66I21	AL8A1_DANRE	aldh8a1	487	Danio rerio	2:Experimental evidence at transcript level	2-aminomuconic semialdehyde dehydrogenase	1.0	0.999	18	103	103	103	29	27	25	22	29	27	25	22	29	27	25	22	8.5540055E9	7.5088251E9	8.4038339E9	1.0882902E10	1.95490534E9	1.67322637E9	1.81170982E9	2.12159834E9	
sp|Q66I22|SRRT_DANRE	Q66I22	SRRT_DANRE	srrt	896	Danio rerio	2:Experimental evidence at transcript level	Serrate RNA effector molecule homolog	1.0	0.9989	7	19	19	19	4	6	5	4	4	6	5	4	4	6	5	4	5.8276736E8	6.8624813E8	5.1737329E9	6.2442509E8	5.9141357E8	5.7967046E8	2.04646157E9	5.6825491E8	
sp|Q66I42|MOESA_DANRE	Q66I42	MOESA_DANRE	msna	579	Danio rerio	1:Experimental evidence at protein level	Moesin a	1.0	0.999	27	227	227	227	61	60	54	52	61	60	54	52	61	60	54	52	7.8086047E9	7.6046182E9	5.4746368E9	7.7055181E9	9.0139136E8	8.240583E8	6.6174566E8	8.4009882E8	
sp|Q66I73|MLRSB_DANRE	Q66I73	MLRSB_DANRE	mylpfb	170	Danio rerio	2:Experimental evidence at transcript level	Myosin regulatory light chain 2, skeletal muscle isoform B	1.0	0.9988	7	7	7	84	2	1	2	2	2	1	2	2	30	28	16	10	1.40433139E9	2.0441072E8	7.5862438E8	6.7748243E8	7.7118138E8	6.1230874E8	4.42910784E8	3.77332352E8	
sp|Q66I75|MTNB_DANRE	Q66I75	MTNB_DANRE	apip	241	Danio rerio	2:Experimental evidence at transcript level	Methylthioribulose-1-phosphate dehydratase	0.826	0.9895	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q66L49|SCMC1_DANRE	Q66L49	SCMC1_DANRE	slc25a24	477	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial adenyl nucleotide antiporter SLC25A24	1.0	0.999	3	6	6	6	1	2	2	1	1	2	2	1	1	2	2	1	8.4727496E7	1.67547584E8	0.0	2.25407904E8	7.4180104E7	9.2401304E7	0.0	3.35885632E8	
sp|Q67FY3|BCL9L_DANRE	Q67FY3	BCL9L_DANRE	bcl9l	1530	Danio rerio	2:Experimental evidence at transcript level	B-cell CLL/lymphoma 9-like protein	0.9991	0.9755	2	4	4	4	2	2	0	0	2	2	0	0	2	2	0	0	1.0376716E8	8.440624E7	0.0	0.0	1.0376716E8	8.440624E7	0.0	0.0	
sp|Q68EH8|FAD1_DANRE	Q68EH8	FAD1_DANRE	flad1	497	Danio rerio	2:Experimental evidence at transcript level	FAD synthase	0.9974	0.999	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	4.1983888E8	1.72378528E8	0.0	0.0	2.08547056E8	1.93329904E8	0.0	0.0	
sp|Q68EI0|WDR18_DANRE	Q68EI0	WDR18_DANRE	wdr18	431	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 18	1.0	0.9988	3	8	8	8	0	3	3	2	0	3	3	2	0	3	3	2	0.0	2.09184608E8	1.78995744E8	9.7573464E7	0.0	1.2028936E8	9.1341304E7	1.11483224E8	
sp|Q68EK7|RAB4B_DANRE	Q68EK7	RAB4B_DANRE	rab4b	213	Danio rerio	2:Experimental evidence at transcript level	Ras-related protein Rab-4B	0.9412	0.9989	1	14	0	14	5	3	3	3	0	0	0	0	5	3	3	3	1.96119424E9	0.0	2.29375642E9	2.93916058E9	1.96119424E9	0.0	2.29375642E9	2.93916058E9	sp|Q6PHI9|RAB4A_DANRE
sp|Q68EL2|DTD2_DANRE	Q68EL2	DTD2_DANRE	dtd2	160	Danio rerio	1:Experimental evidence at protein level	D-aminoacyl-tRNA deacylase 2	0.3547	0.9697	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6AXJ2|EI3HA_DANRE	Q6AXJ2	EI3HA_DANRE	eif3ha	335	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit H-A	0.9162	0.9662	1	2	0	2	1	1	0	0	0	0	0	0	1	1	0	0	1.07386944E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6AZA0|THIL_DANRE	Q6AZA0	THIL_DANRE	acat1	420	Danio rerio	2:Experimental evidence at transcript level	Acetyl-CoA acetyltransferase, mitochondrial	1.0	0.999	13	90	90	90	26	33	14	17	26	33	14	17	26	33	14	17	7.1580877E9	7.1425853E9	5.1487549E9	6.4304532E9	1.46965696E9	1.45590157E9	1.46689894E9	1.47236646E9	
sp|Q6AZW2|A1A1A_DANRE	Q6AZW2	A1A1A_DANRE	akr1a1a	324	Danio rerio	2:Experimental evidence at transcript level	Aldo-keto reductase family 1 member A1-A	0.425	0.9773	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	0.0	8.137548E7	0.0	0.0	0.0	0.0	0.0	
sp|Q6BEA0|PLXA4_DANRE	Q6BEA0	PLXA4_DANRE	plxna4	1903	Danio rerio	2:Experimental evidence at transcript level	Plexin-A4	0.9974	0.9989	1	5	5	5	2	2	1	0	2	2	1	0	2	2	1	0	4.5278176E7	6.127584E7	2.28449E7	0.0	4.5278176E7	6.127584E7	2.28449E7	0.0	
sp|Q6DBT3|TXD17_DANRE	Q6DBT3	TXD17_DANRE	txndc17	123	Danio rerio	2:Experimental evidence at transcript level	Thioredoxin domain-containing protein 17	0.5263	0.9848	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0.0	2.67398E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DBU8|LIPH_DANRE	Q6DBU8	LIPH_DANRE	liph	454	Danio rerio	2:Experimental evidence at transcript level	Lipase member H	0.3702	0.9716	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DBY2|NAA50_DANRE	Q6DBY2	NAA50_DANRE	naa50	168	Danio rerio	1:Experimental evidence at protein level	N-alpha-acetyltransferase 50	0.9986	0.9947	2	5	5	5	3	2	0	0	3	2	0	0	3	2	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DC04|CARM1_DANRE	Q6DC04	CARM1_DANRE	carm1	588	Danio rerio	2:Experimental evidence at transcript level	Histone-arginine methyltransferase CARM1	0.9997	0.999	2	2	2	2	0	2	0	0	0	2	0	0	0	2	0	0	0.0	2.62609504E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DEH3|KC2D1_DANRE	Q6DEH3	KC2D1_DANRE	camk2d1	491	Danio rerio	2:Experimental evidence at transcript level	Calcium/calmodulin-dependent protein kinase type II delta 1 chain	1.0	0.999	7	27	14	27	10	8	2	7	6	5	0	3	10	8	2	7	2.59142144E9	2.97842637E9	4.54283392E8	2.17574093E9	1.02030803E9	9.3617446E8	7.0025645E8	8.32184E8	
sp|Q6DEL2|CLPT1_DANRE	Q6DEL2	CLPT1_DANRE	clptm1	631	Danio rerio	2:Experimental evidence at transcript level	Putative lipid scramblase CLPTM1	1.0	0.9989	5	15	15	15	1	3	5	6	1	3	5	6	1	3	5	6	0.0	1.00364464E8	6.5702752E8	7.3072947E8	0.0	1.51096336E8	2.2072048E8	3.985512E8	
sp|Q6DEN0|UFC1_DANRE	Q6DEN0	UFC1_DANRE	ufc1	166	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin-fold modifier-conjugating enzyme 1	0.3901	0.9738	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DG22|ADA_DANRE	Q6DG22	ADA_DANRE	ada	359	Danio rerio	2:Experimental evidence at transcript level	Adenosine deaminase	1.0	0.999	5	12	12	12	4	6	1	1	4	6	1	1	4	6	1	1	1.72923616E8	4.57953472E8	1.57229552E8	2.21879024E8	1.41450368E8	3.6069376E8	1.57229552E8	2.21879024E8	
sp|Q6DG81|PLST_DANRE	Q6DG81	PLST_DANRE	pls3	627	Danio rerio	2:Experimental evidence at transcript level	Plastin-3	1.0	0.999	37	430	328	430	109	131	93	97	80	99	75	74	109	131	93	97	3.19747871E10	2.85750579E10	2.31186432E10	3.36484065E10	3.96633037E9	3.62065971E9	3.0380247E9	4.09033498E9	
sp|Q6DG85|URIC_DANRE	Q6DG85	URIC_DANRE	uox	298	Danio rerio	1:Experimental evidence at protein level	Uricase	1.0	0.999	7	21	21	21	7	4	7	3	7	4	7	3	7	4	7	3	9.709504E8	1.06362381E9	9.9437018E8	1.21474355E9	4.66164128E8	5.18035712E8	5.992375E8	9.336039E8	
sp|Q6DGA6|ALLC_DANRE	Q6DGA6	ALLC_DANRE	allc	395	Danio rerio	2:Experimental evidence at transcript level	Allantoicase	0.8983	0.9981	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DGJ3|TIM13_DANRE	Q6DGJ3	TIM13_DANRE	timm13	95	Danio rerio	3:Protein inferred from homology	Mitochondrial import inner membrane translocase subunit Tim13	0.9953	0.9918	2	7	7	7	3	2	1	1	3	2	1	1	3	2	1	1	2.39682637E9	3.34417664E9	0.0	1.26606285E9	2.34165658E9	3.34417664E9	0.0	1.26606285E9	
sp|Q6DGK2|LDHBB_DANRE	Q6DGK2	LDHBB_DANRE	ldhbb	334	Danio rerio	2:Experimental evidence at transcript level	L-lactate dehydrogenase B-B chain	0.9988	0.999	6	3	3	85	1	2	0	0	1	2	0	0	23	22	18	22	0.0	5.310678E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DGS3|KC2D2_DANRE	Q6DGS3	KC2D2_DANRE	camk2d2	554	Danio rerio	2:Experimental evidence at transcript level	Calcium/calmodulin-dependent protein kinase type II delta 2 chain	0.9963	0.9971	4	1	1	14	0	1	0	0	0	1	0	0	4	4	2	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DGY7|CRGNB_DANRE	Q6DGY7	CRGNB_DANRE	crygnb	183	Danio rerio	2:Experimental evidence at transcript level	Gamma-crystallin N-B	1.0	0.999	7	133	133	133	38	47	26	22	38	47	26	22	38	47	26	22	2.77005373E10	3.4396586E10	1.86465608E10	2.06767698E10	1.58279762E10	1.80485489E10	5.4329964E9	5.7441946E9	
sp|Q6DH69|FAH2A_DANRE	Q6DH69	FAH2A_DANRE	faah2a	532	Danio rerio	2:Experimental evidence at transcript level	Fatty-acid amide hydrolase 2-A	0.9992	0.999	1	6	6	6	1	2	2	1	1	2	2	1	1	2	2	1	1.13544976E8	6.1581384E7	6.3611952E7	9.0174624E7	1.13544976E8	4.680668E7	4.8025756E7	9.0174624E7	
sp|Q6DHC1|RB18B_DANRE	Q6DHC1	RB18B_DANRE	rab18b	205	Danio rerio	2:Experimental evidence at transcript level	Ras-related protein Rab-18-B	0.9975	0.9942	3	5	5	5	1	2	1	1	1	2	1	1	1	2	1	1	1.55061939E9	0.0	1.20988429E9	1.28439782E9	1.55061939E9	0.0	1.20988429E9	1.28439782E9	
