Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,C_1 Spectral Count,C_2 Spectral Count,C_3 Spectral Count,E_1 Spectral Count,E_2 Spectral Count,E_3 Spectral Count,Hp_1 Spectral Count,Hp_2 Spectral Count,Hp_3 Spectral Count,Mx_1 Spectral Count,Mx_2 Spectral Count,Mx_3 Spectral Count,T_1 Spectral Count,T_2 Spectral Count,T_3 Spectral Count,C_1 Unique Spectral Count,C_2 Unique Spectral Count,C_3 Unique Spectral Count,E_1 Unique Spectral Count,E_2 Unique Spectral Count,E_3 Unique Spectral Count,Hp_1 Unique Spectral Count,Hp_2 Unique Spectral Count,Hp_3 Unique Spectral Count,Mx_1 Unique Spectral Count,Mx_2 Unique Spectral Count,Mx_3 Unique Spectral Count,T_1 Unique Spectral Count,T_2 Unique Spectral Count,T_3 Unique Spectral Count,C_1 Total Spectral Count,C_2 Total Spectral Count,C_3 Total Spectral Count,E_1 Total Spectral Count,E_2 Total Spectral Count,E_3 Total Spectral Count,Hp_1 Total Spectral Count,Hp_2 Total Spectral Count,Hp_3 Total Spectral Count,Mx_1 Total Spectral Count,Mx_2 Total Spectral Count,Mx_3 Total Spectral Count,T_1 Total Spectral Count,T_2 Total Spectral Count,T_3 Total Spectral Count,C_1_5dpf_Intensity,C_2_5dpf_Intensity,C_3_5dpf_Intensity,E_1_5dpf_Intensity,E_2_5dpf_Intensity,E_3_5dpf_Intensity,Hp_1_5dpf_Intensity,Hp_2_5dpf_Intensity,Hp_3_5dpf_Intensity,Mx_1_5dpf_Intensity,Mx_2_5dpf_Intensity,Mx_3_5dpf_Intensity,T_1_5dpf_Intensity,T_2_5dpf_Intensity,T_3_5dpf_Intensity,C_1 MaxLFQ_5dpf_Intensity,C_2 MaxLFQ_5dpf_Intensity,C_3 MaxLFQ_5dpf_Intensity,E_1 MaxLFQ_5dpf_Intensity,E_2 MaxLFQ_5dpf_Intensity,E_3 MaxLFQ_5dpf_Intensity,Hp_1 MaxLFQ_5dpf_Intensity,Hp_2 MaxLFQ_5dpf_Intensity,Hp_3 MaxLFQ_5dpf_Intensity,Mx_1 MaxLFQ_5dpf_Intensity,Mx_2 MaxLFQ_5dpf_Intensity,Mx_3 MaxLFQ_5dpf_Intensity,T_1 MaxLFQ_5dpf_Intensity,T_2 MaxLFQ_5dpf_Intensity,T_3 MaxLFQ_5dpf_Intensity,Indistinguishable Proteins
sp|Q7ZT42|SND1_DANRE,Q7ZT42,SND1_DANRE,snd1,897,Danio rerio,2:Experimental evidence at transcript level,Staphylococcal nuclease domain-containing protein 1,1,0.999,14,58,58,58,3,3,3,6,4,3,3,9,6,1,6,1,2,5,3,3,3,3,6,4,3,3,9,6,1,6,1,2,5,3,3,3,3,6,4,3,3,9,6,1,6,1,2,5,3,20931564,70628176,59610788,26222422,69098272,36783140,52285368,111283928,67622168,10283592,89918544,46159232,20232840,86030352,54900912,13807076,40116964,25606692,10735698,40643984,18749972,96006936,39195980,23628546,30161672,32564854,23583934,10342762,39791400,23037384,
sp|Q7ZTS4|K1C18_DANRE,Q7ZTS4,K1C18_DANRE,krt18,431,Danio rerio,1:Experimental evidence at protein level,"Keratin, type I cytoskeletal 18",1,0.999,36,361,333,361,23,28,24,25,22,24,20,26,23,29,23,25,24,23,22,21,27,22,23,21,23,18,23,21,27,21,23,22,21,20,23,28,24,25,22,24,20,26,23,29,23,25,24,23,22,4344633900,3444683260,4101775870,3410628350,3108567550,3028474880,3124500220,3307163650,3119736320,3323120130,3531752190,3846015490,3211759620,3685340930,4011144450,728199810,804383040,862925310,651938940,796094140,802768960,618349950,794997630,706188100,704946690,744657220,863025860,635020610,846693310,835956800,
sp|Q7ZU42|OLA1_DANRE,Q7ZU42,OLA1_DANRE,ola1,396,Danio rerio,2:Experimental evidence at transcript level,Obg-like ATPase 1,1,0.9976,3,17,17,17,1,2,0,2,1,1,1,1,0,1,1,1,1,1,3,1,2,0,2,1,1,1,1,0,1,1,1,1,1,3,1,2,0,2,1,1,1,1,0,1,1,1,1,1,3,5705551.5,6409495.5,6195534.5,10454320,5363894,5562536,5711310,4956582.5,0,9761565,5857366,7407578,5560672,7663338.5,12927958,5705551.5,5863053.5,6195534.5,6900820,5363894,5562536,5711310,4956582.5,0,9761565,5857366,7407578,5560672,7663338.5,8027328.5,
sp|Q7ZU80|LNPA_DANRE,Q7ZU80,LNPA_DANRE,lnpka,393,Danio rerio,2:Experimental evidence at transcript level,Endoplasmic reticulum junction formation protein lunapark-A,0.9945,0.9984,2,17,8,17,0,1,2,0,2,2,0,2,1,0,3,1,0,1,2,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,2,0,2,2,0,2,1,0,3,1,0,1,2,0,17064110,12799841,7018999.5,15847270,14629294,0,23412612,15142224,0,24746872,0,0,16929476,16462399,0,17064110,12799841,7018999.5,15847270,14629294,0,23412612,15142224,0,15696297,0,0,16929476,16462399,
sp|Q7ZU99|TERA_DANRE,Q7ZU99,TERA_DANRE,vcp,806,Danio rerio,1:Experimental evidence at protein level,Transitional endoplasmic reticulum ATPase,1,0.999,37,389,389,389,30,27,23,32,25,22,23,23,21,45,18,22,30,25,23,30,27,23,32,25,22,23,23,21,45,18,22,30,25,23,30,27,23,32,25,22,23,23,21,45,18,22,30,25,23,755040770,689426180,621831740,790733500,492040736,463290816,412810880,401116064,508581536,1210559740,413928544,569593660,639423680,418503936,792966910,98882272,96971296,86035952,101972760,79684536,78789072,84566072,70310592,80310800,143199968,81573984,83878800,97198056,67430824,97748056,
sp|Q7ZUC2|CAB45_DANRE,Q7ZUC2,CAB45_DANRE,sdf4,356,Danio rerio,2:Experimental evidence at transcript level,45 kDa calcium-binding protein,1,0.999,6,33,33,33,1,5,3,1,4,2,1,3,1,1,3,3,1,3,1,1,5,3,1,4,2,1,3,1,1,3,3,1,3,1,1,5,3,1,4,2,1,3,1,1,3,3,1,3,1,0,42622124,25647270,0,40403348,15110141,6001426.5,34559912,10228704,6681913.5,22431070,15933228,0,27330482,11287171,0,11759271,9759524,0,11646483,8848156,6747924,11096327,12231044,7989945,10627347,9139294,0,11346379,7863043.5,
sp|Q7ZUC7|PGES2_DANRE,Q7ZUC7,PGES2_DANRE,ptges2,377,Danio rerio,2:Experimental evidence at transcript level,Prostaglandin E synthase 2,0.7943,0.9878,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZUG0|RUXE_DANRE,Q7ZUG0,RUXE_DANRE,snrpe,92,Danio rerio,3:Protein inferred from homology,Small nuclear ribonucleoprotein E,1,0.9989,3,20,20,20,0,0,1,2,1,1,2,2,1,4,1,1,3,0,1,0,0,1,2,1,1,2,2,1,4,1,1,3,0,1,0,0,1,2,1,1,2,2,1,4,1,1,3,0,1,185503440,142214144,216839712,280864288,148863760,164130608,221139616,133055024,78705936,318269824,158792224,168650480,330987424,73147984,401603712,185503440,130320776,187952896,236367632,131571072,144931552,212058752,122153304,78705936,231105712,158792224,168650480,273804128,73147984,290275168,
sp|Q7ZUG5|RS21_DANRE,Q7ZUG5,RS21_DANRE,rps21,81,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS21,1,0.999,5,55,55,55,2,7,3,3,5,3,3,5,6,2,4,4,3,3,2,2,7,3,3,5,3,3,5,6,2,4,4,3,3,2,2,7,3,3,5,3,3,5,6,2,4,4,3,3,2,26578678,312462176,163776352,79418160,317219200,172612960,40603104,198884768,101967824,37570864,324473472,194101600,71592872,233255840,113013040,33654008,78123856,62438456,44931208,97644640,63323068,35971852,91219576,49362292,41560952,105933224,70569016,40666080,75648896,69311360,
sp|Q7ZUH1|RTRAF_DANRE,Q7ZUH1,RTRAF_DANRE,rtraf,242,Danio rerio,2:Experimental evidence at transcript level,"RNA transcription, translation and transport factor protein",1,0.999,5,26,26,26,2,3,1,2,2,2,3,1,1,3,1,0,2,2,1,2,3,1,2,2,2,3,1,1,3,1,0,2,2,1,2,3,1,2,2,2,3,1,1,3,1,0,2,2,1,11402156,24775904,2696806,7609388,5532008.5,5982609,11130479,7448056,1703894.5,50111356,3848354.2,2466229,8374036,2370654.5,14875632,8637909,7887166,2536643,4358590.5,3358413.2,3924002,4195621.5,4914134.5,3176539.5,20595408,7174417,2319759.8,4956966.5,4419568,9399989,
sp|Q7ZUN8|YKT6_DANRE,Q7ZUN8,YKT6_DANRE,ykt6,198,Danio rerio,2:Experimental evidence at transcript level,Synaptobrevin homolog YKT6,0.8563,0.9973,1,6,6,6,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1671201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZUP0|AN32A_DANRE,Q7ZUP0,AN32A_DANRE,anp32a,254,Danio rerio,2:Experimental evidence at transcript level,Acidic leucine-rich nuclear phosphoprotein 32 family member A,1,0.999,16,202,202,202,15,15,12,13,12,9,18,12,17,18,12,10,15,14,10,15,15,12,13,12,9,18,12,17,18,12,10,15,14,10,15,15,12,13,12,9,18,12,17,18,12,10,15,14,10,1765498620,2246380290,1694336900,1791760510,2064898430,1443995520,1720820610,2213752320,1385654020,2296390140,1688773890,1565088130,1820743680,2151587070,1888891780,351152704,420281632,344224480,370152800,411824704,325333472,336919968,422825216,308967616,484596256,405970208,331532032,364898560,446555872,325363936,
sp|Q7ZUQ3|STK3_DANRE,Q7ZUQ3,STK3_DANRE,stk3,492,Danio rerio,2:Experimental evidence at transcript level,Serine/threonine-protein kinase 3,0.3545,0.9718,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1891409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZUW2|HYOU1_DANRE,Q7ZUW2,HYOU1_DANRE,hyou1,980,Danio rerio,2:Experimental evidence at transcript level,Hypoxia up-regulated protein 1,1,0.999,26,212,212,212,16,15,14,17,13,13,16,13,12,14,11,12,16,18,12,16,15,14,17,13,13,16,13,12,14,11,12,16,18,12,16,15,14,17,13,13,16,13,12,14,11,12,16,18,12,496927424,425415328,529801184,531512000,351185504,425714752,411754848,343612928,403677632,681397820,233332672,422794432,466595808,380138496,559862530,171093536,140325072,164012416,149066112,135924400,162325696,162429552,144947776,173782784,133865336,122177496,150621792,156415840,129555720,153736736,
sp|Q7ZUY3|H2AX_DANRE,Q7ZUY3,H2AX_DANRE,h2ax,142,Danio rerio,2:Experimental evidence at transcript level,Histone H2AX,1,0.999,6,264,225,264,10,30,11,14,14,12,14,15,16,48,14,11,15,15,25,7,28,8,11,12,9,11,13,13,46,12,9,11,13,22,10,30,11,14,14,12,14,15,16,48,14,11,15,15,25,24759156700,13317430300,14990225400,27688894500,13069443100,15121943600,23075289100,10889681900,15372558300,47615427000,10903188500,16213282800,26549110800,13833355300,19366023200,12263103500,14795613200,4787211300,9522949100,6930071600,4789347300,6612818900,6429622800,4479986700,67407458000,5601058800,3919790080,10998199300,5213219300,22627827700,
sp|Q7ZV22|MTAP_DANRE,Q7ZV22,MTAP_DANRE,mtap,280,Danio rerio,2:Experimental evidence at transcript level,S-methyl-5'-thioadenosine phosphorylase,1,0.999,8,75,75,75,6,4,7,8,3,7,5,2,5,3,2,6,8,1,8,6,4,7,8,3,7,5,2,5,3,2,6,8,1,8,6,4,7,8,3,7,5,2,5,3,2,6,8,1,8,41004100,48003740,61457328,29101808,16767551,64340168,39089064,15732537,37446128,46819428,11904368,34571060,52108316,9540865,94783344,17506802,16329058,19355948,16341632,8486844,21410200,15578866,11086184,14250642,27151546,9775625,16647709,16535835,10249893,29888124,
sp|Q7ZV43|TOLIP_DANRE,Q7ZV43,TOLIP_DANRE,tollip,276,Danio rerio,2:Experimental evidence at transcript level,Toll-interacting protein,0.9992,0.9984,2,12,12,12,2,1,0,1,2,0,1,1,0,1,1,1,0,1,0,2,1,0,1,2,0,1,1,0,1,1,1,0,1,0,2,1,0,1,2,0,1,1,0,1,1,1,0,1,0,11298902,1813019.1,0,12073080,913159.6,0,0,1657276.2,0,1921071,1047533.8,8119219.5,0,1335283.4,0,2015894.4,3104461,0,2405249,1563617.5,0,0,2837780,0,3289480,1793708.5,1617544.5,0,2286426.5,0,
sp|Q7ZV55|EIF3I_DANRE,Q7ZV55,EIF3I_DANRE,eif3i,325,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit I,1,0.999,3,18,18,18,0,1,0,1,1,0,2,1,1,2,2,2,2,2,1,0,1,0,1,1,0,2,1,1,2,2,2,2,2,1,0,1,0,1,1,0,2,1,1,2,2,2,2,2,1,0,8959176,0,0,27082182,0,38992500,11643926,5719713.5,16796214,13466139,13529862,16538190,27410116,24051780,0,9964463,0,0,12070457,0,27888580,12950462,12512971,18680876,10216572,9617998,18393898,11359888,10495474,
sp|Q7ZV80|SPF30_DANRE,Q7ZV80,SPF30_DANRE,smndc1,237,Danio rerio,2:Experimental evidence at transcript level,Survival of motor neuron-related-splicing factor 30,1,0.999,3,33,33,33,3,3,1,2,1,3,3,1,2,3,2,2,2,3,2,3,3,1,2,1,3,3,1,2,3,2,2,2,3,2,3,3,1,2,1,3,3,1,2,3,2,2,2,3,2,43612740,58347420,27513494,23060882,11168242,29966628,26325948,38341300,8719530,57357012,19385462,16441719,17029446,38076352,77161720,23524812,65244524,10218446,9676494,15821238,10498218,10935285,19794144,12352326,41732956,14599323,11290121,10155820,26991546,44812448,
sp|Q7ZV82|RL27_DANRE,Q7ZV82,RL27_DANRE,rpl27,136,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL27,1,0.999,4,22,22,22,2,2,1,2,2,1,1,2,1,2,2,1,1,2,0,2,2,1,2,2,1,1,2,1,2,2,1,1,2,0,2,2,1,2,2,1,1,2,1,2,2,1,1,2,0,35789928,61298976,44318584,90633072,78029128,26952462,53166044,68825296,28076500,49926828,82694960,32430590,58395768,70354592,62451264,22198626,35598608,25701868,38730024,45148700,26653712,31336676,40436240,27765290,44471220,44644928,32071118,32773424,40617764,29095010,
sp|Q7ZV96|RL10_DANRE,Q7ZV96,RL10_DANRE,rpl10,215,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein uL16,1,0.9952,4,10,10,10,1,0,1,2,1,1,0,0,0,1,0,1,1,1,0,1,0,1,2,1,1,0,0,0,1,0,1,1,1,0,1,0,1,2,1,1,0,0,0,1,0,1,1,1,0,14194923,0,35245952,29201806,41825616,31229230,16934774,0,0,0,0,32424986,25076856,44320828,32466736,14194923,0,35245952,20465858,41825616,31229230,16934774,0,0,0,0,32424986,20503220,44320828,32466736,
sp|Q7ZVA0|SMU1_DANRE,Q7ZVA0,SMU1_DANRE,smu1,513,Danio rerio,2:Experimental evidence at transcript level,WD40 repeat-containing protein SMU1,0.9986,0.9952,2,9,9,9,2,1,0,1,1,0,0,0,0,1,0,0,1,1,1,2,1,0,1,1,0,0,0,0,1,0,0,1,1,1,2,1,0,1,1,0,0,0,0,1,0,0,1,1,1,128512648,11285596,0,8446672,6656385,0,0,0,0,26126914,0,0,0,4982667.5,16470828,19101980,15207010,0,11381643,8969284,0,0,0,0,35205252,0,0,0,6713998.5,22193958,
sp|Q7ZVA6|IF4A3_DANRE,Q7ZVA6,IF4A3_DANRE,eif4a3,406,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic initiation factor 4A-III,1,0.999,4,7,7,7,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,23771816,0,7452209,52861404,0,0,0,0,0,0,0,0,34748264,0,15169730,28258814,0,7352589,25295062,0,0,0,0,0,0,0,0,27801960,0,14966943,
sp|Q7ZVB2|A9A1A_DANRE,Q7ZVB2,A9A1A_DANRE,aldh9a1a,508,Danio rerio,2:Experimental evidence at transcript level,4-trimethylaminobutyraldehyde dehydrogenase A,1,0.999,13,73,70,73,8,2,4,8,4,3,8,4,4,8,4,3,7,2,4,7,2,4,8,4,3,7,4,4,8,4,3,6,2,4,8,2,4,8,4,3,8,4,4,8,4,3,7,2,4,110763328,8810304,58781968,130743352,13826240,20800918,111809864,19437342,36036396,287310880,11830112,27048370,132540312,5199457,53057140,25809906,7641132,15771965,46524348,11587688,13079685,29629052,10293644,14810779,38354048,5101667.5,13922681,34922908,4802086.5,11494706,
sp|Q7ZVC4|CHM4B_DANRE,Q7ZVC4,CHM4B_DANRE,chmp4b,220,Danio rerio,2:Experimental evidence at transcript level,Charged multivesicular body protein 4b,1,0.999,7,52,41,52,3,6,3,2,5,3,2,6,2,2,7,2,1,5,3,3,4,3,2,4,2,2,4,2,2,5,2,1,3,2,3,6,3,2,5,3,2,6,2,2,7,2,1,5,3,18160624,80150792,24311934,9593280,41817176,18205946,12279285,55691852,13131571,20021008,58769964,12910436,7652737,75001888,50224556,11828747,27981742,11772280,7037670,16608568,10235404,8972998,18047662,9248588,17943362,16298459,9977483,7652737,21322078,27837800,
sp|Q7ZVC9|SMAP_DANRE,Q7ZVC9,SMAP_DANRE,smap,171,Danio rerio,1:Experimental evidence at protein level,Small acidic protein,0.798,0.996,1,4,4,4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9550437,8657000,10680488,9694844,0,0,10236979,0,0,0,0,0,9893662,0,0,9550437,8657000,10680488,9694844,0,0,10236979,0,0,0,0,0,9893662,0,0,
sp|Q7ZVE0|GAR1_DANRE,Q7ZVE0,GAR1_DANRE,gar1,226,Danio rerio,2:Experimental evidence at transcript level,H/ACA ribonucleoprotein complex subunit 1,1,0.9984,4,6,6,6,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,15453608,0,9903963,19618830,0,9809252,0,0,0,0,0,0,24631870,0,2332760.2,10987292,0,9212969,13992778,0,9124866,0,0,0,0,0,0,15224349,0,10410625,
sp|Q7ZVF3|SDHA_DANRE,Q7ZVF3,SDHA_DANRE,sdha,661,Danio rerio,2:Experimental evidence at transcript level,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",1,0.999,15,104,104,104,8,8,6,10,13,4,7,6,3,6,6,5,10,7,5,8,8,6,10,13,4,7,6,3,6,6,5,10,7,5,8,8,6,10,13,4,7,6,3,6,6,5,10,7,5,117440504,140340048,102950960,176157616,186105696,58482108,73501696,96860752,60026928,65223772,110768080,80182664,140337520,100790296,123712664,28492796,41479300,33453988,34402272,38551772,32158852,29760124,44202588,30692258,24529408,44131764,26779518,34769524,40375168,27775376,
sp|Q7ZVF9|ACTB2_DANRE,Q7ZVF9,ACTB2_DANRE,actbb,375,Danio rerio,1:Experimental evidence at protein level,"Actin, cytoplasmic 2",1,0.999,36,1221,24,1221,65,97,82,73,103,71,62,89,98,86,99,70,71,100,55,1,2,2,1,3,2,1,2,0,1,2,1,1,4,1,65,97,82,73,103,71,62,89,98,86,99,70,71,100,55,31770384400,57419895000,43507044000,30981240800,73433235000,40060064000,32713568300,56137073000,41116484000,39178211000,60538425000,43015246000,30360412200,82449768000,41204040000,8855311400,11390241800,8793982000,7505681400,13802952700,8394129900,7343105500,11618397200,9057123300,12797172700,12234371100,9321666600,8217755100,12812263400,8859604000,
sp|Q7ZVI7|ACTB1_DANRE,Q7ZVI7,ACTB1_DANRE,actba,375,Danio rerio,1:Experimental evidence at protein level,"Actin, cytoplasmic 1",1,0.999,35,16,16,1213,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,65,96,81,73,102,70,62,88,99,86,98,70,71,98,54,11033415,51512012,16169297,9212099,44045388,11112556,5490436,25093676,12262489,30822956,32792414,12932593,13239625,53275388,0,11033415,51512012,16169297,9212099,39686996,11112556,5490436,25093676,12262489,30822956,32792414,12932593,13239625,48311160,0,
sp|Q7ZVK3|SIR2_DANRE,Q7ZVK3,SIR2_DANRE,sirt2,379,Danio rerio,1:Experimental evidence at protein level,NAD-dependent protein deacetylase sirtuin-2,0.2702,0.9588,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883422.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZVN5|SRP54_DANRE,Q7ZVN5,SRP54_DANRE,srp54,504,Danio rerio,2:Experimental evidence at transcript level,Signal recognition particle subunit SRP54,1,0.9851,2,8,8,8,1,0,0,2,1,1,0,0,0,0,0,1,1,0,1,1,0,0,2,1,1,0,0,0,0,0,1,1,0,1,1,0,0,2,1,1,0,0,0,0,0,1,1,0,1,3132216.5,0,0,1041145.2,0,1397369.1,0,0,0,0,0,1250523,0,0,15395646,3635060.5,0,0,1208290,0,1297132.9,0,0,0,0,0,1160820.2,0,0,7940263.5,
sp|Q7ZVY5|CISY_DANRE,Q7ZVY5,CISY_DANRE,cs,468,Danio rerio,2:Experimental evidence at transcript level,"Citrate synthase, mitochondrial",1,0.999,12,78,78,78,10,2,4,8,1,4,11,1,4,10,2,5,11,2,3,10,2,4,8,1,4,11,1,4,10,2,5,11,2,3,10,2,4,8,1,4,11,1,4,10,2,5,11,2,3,348931872,34106148,77284920,384544416,19888758,56412412,303225536,11159313,56923500,378318976,1255254.8,79405624,394102400,32534848,103424416,65117276,10137172,19880860,81188232,12314477,19085916,58237520,11128488,20460520,96470640,22968916,20670192,78034784,15769295,20535880,
sp|Q7ZVZ6|PREP_DANRE,Q7ZVZ6,PREP_DANRE,pitrm1,1023,Danio rerio,2:Experimental evidence at transcript level,"Presequence protease, mitochondrial",0.9997,0.9984,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3848238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZW38|SPS1_DANRE,Q7ZW38,SPS1_DANRE,sephs1,392,Danio rerio,1:Experimental evidence at protein level,"Selenide, water dikinase 1",1,0.9987,4,7,7,7,1,0,0,1,1,0,0,0,0,1,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,3,0,0,6815884.5,7879275,6569032.5,4186373.2,9963591,0,0,0,0,10514224,0,0,5990629.5,0,9983744,9728405,3216189,2756303.5,5975268,7433412.5,0,0,0,0,15007096,0,0,5050064,0,6022286.5,
sp|Q7ZW47|STAU2_DANRE,Q7ZW47,STAU2_DANRE,stau2,606,Danio rerio,2:Experimental evidence at transcript level,Double-stranded RNA-binding protein Staufen homolog 2,1,0.999,6,25,25,25,1,2,1,2,3,1,1,4,1,2,1,1,2,2,1,1,2,1,2,3,1,1,4,1,2,1,1,2,2,1,1,2,1,2,3,1,1,4,1,2,1,1,2,2,1,12385920,42532944,9471454,10507910,42348664,13939496,12435843,53746840,10252796,39714764,10966237,11465397,18382868,37752668,34367552,13007361,23060984,9946667,11035125,15399996,14638884,13059788,15193304,10767211,29857612,11516447,12040652,12866807,10154133,18451502,
sp|Q7ZW78|RN181_DANRE,Q7ZW78,RN181_DANRE,rnf181,156,Danio rerio,2:Experimental evidence at transcript level,E3 ubiquitin-protein ligase RNF181,0.6093,0.9899,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15492237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q7ZWA3|RBMX_DANRE,Q7ZWA3,RBMX_DANRE,rbmx,379,Danio rerio,2:Experimental evidence at transcript level,"RNA-binding motif protein, X chromosome",1,0.999,4,41,41,41,3,3,1,3,5,1,4,4,1,1,3,3,2,5,2,3,3,1,3,5,1,4,4,1,1,3,3,2,5,2,3,3,1,3,5,1,4,4,1,1,3,3,2,5,2,68118000,69565088,23773128,51078856,82198240,17656456,49927644,111426832,12569718,20098588,57382104,31736858,23618120,75357064,39523944,24601564,31574510,12965893,18617628,23934378,24506494,21871404,36134884,13247755,27896082,30310012,12094708,17950024,33280438,12926474,
sp|Q7ZWB2|UBL4A_DANRE,Q7ZWB2,UBL4A_DANRE,ubl4a,157,Danio rerio,2:Experimental evidence at transcript level,Ubiquitin-like protein 4A,1,0.999,4,23,23,23,0,3,3,2,2,1,1,1,1,2,0,2,1,1,3,0,3,3,2,2,1,1,1,1,2,0,2,1,1,3,0,3,3,2,2,1,1,1,1,2,0,2,1,1,3,0,38901036,15704877,26358292,22702728,20354322,17051866,12540118,18055796,14883190,0,23766478,4212442,2613116.8,35958856,0,28123044,9828651,13982853,14382699,11187878,14596137,10734150,15455486,0,0,12390616,12464415,8543058,26367742,
sp|Q7ZWJ4|RL18A_DANRE,Q7ZWJ4,RL18A_DANRE,rpl18a,176,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL20,1,0.9988,4,14,14,14,3,0,0,3,0,0,2,1,0,2,0,0,3,0,0,3,0,0,3,0,0,2,1,0,2,0,0,3,0,0,3,0,0,3,0,0,2,1,0,2,0,0,3,0,0,26658846,0,1946274.6,54561768,0,0,44933024,11435999,0,12122537,0,0,53577476,0,0,7354529.5,0,10098742,29365590,0,0,25216218,6692009,0,26891936,0,0,32791910,0,0,
sp|Q7ZWJ7|RL34_DANRE,Q7ZWJ7,RL34_DANRE,rpl34,117,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL34,0.9959,0.9968,2,7,7,7,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,6721974.5,0,6772258.5,11174066,0,0,15476655,0,11242874,0,0,5912610,11449097,4282531,0,6721974.5,0,6772258.5,11174066,0,0,15476655,0,11242874,0,0,5912610,11449097,4282531,
sp|Q802F3|SEP15_DANRE,Q802F3,SEP15_DANRE,selenof,153,Danio rerio,2:Experimental evidence at transcript level,Selenoprotein F,1,0.999,2,24,24,24,3,1,2,2,2,1,2,1,0,3,1,2,2,1,1,3,1,2,2,2,1,2,1,0,3,1,2,2,1,1,3,1,2,2,2,1,2,1,0,3,1,2,2,1,1,12687626,15260126,5067124.5,5761412,8704960,2325969.2,2199978,4863006.5,0,48637640,5527014.5,5175520.5,6242257,3015912.2,10725499,6950605.5,14887684,3011155.5,3483658,5526241,2269201.2,3990634.2,4744319,0,21833026,5392121,3280490.5,3849485.5,2942305.2,10463730,
