Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,5dpf_1 Spectral Count,5dpf_2 Spectral Count,5dpf_1 Unique Spectral Count,5dpf_2 Unique Spectral Count,5dpf_1 Total Spectral Count,5dpf_2 Total Spectral Count,5dpf_1 Intensity,5dpf_2 Intensity,Indistinguishable Proteins
sp|Q7SYK7|AATM_DANRE,Q7SYK7,AATM_DANRE,got2a,428,Danio rerio,2:Experimental evidence at transcript level,"Aspartate aminotransferase, mitochondrial",1,0.999,40,403,403,403,207,196,207,196,207,196,56860942000,40089956000,
sp|Q7SYL1|AR2BP_DANRE,Q7SYL1,AR2BP_DANRE,arl2bp,168,Danio rerio,1:Experimental evidence at protein level,ADP-ribosylation factor-like protein 2-binding protein,0.9919,0.999,2,2,2,2,2,0,2,0,2,0,35401452,0,
sp|Q7SYN4|5NT3_DANRE,Q7SYN4,5NT3_DANRE,nt5c3,286,Danio rerio,2:Experimental evidence at transcript level,Cytosolic 5'-nucleotidase 3,1,0.999,15,32,32,32,17,15,17,15,17,15,2501515780,1068272380,
sp|Q7SYN5|RXRBA_DANRE,Q7SYN5,RXRBA_DANRE,rxrba,471,Danio rerio,2:Experimental evidence at transcript level,Retinoic acid receptor RXR-beta-A,1,0.999,10,5,3,14,3,2,2,1,10,4,192434816,89198624,
sp|Q7SZC2|XPO2_DANRE,Q7SZC2,XPO2_DANRE,cse1l,971,Danio rerio,1:Experimental evidence at protein level,Exportin-2,1,0.999,33,86,86,86,47,39,47,39,47,39,4330770400,3061208060,
sp|Q7SZE3|L2GL2_DANRE,Q7SZE3,L2GL2_DANRE,llgl2,1020,Danio rerio,1:Experimental evidence at protein level,LLGL scribble cell polarity complex component 2,1,0.999,22,51,51,51,30,21,30,21,30,21,2784445700,1850752380,
sp|Q7SZE5|SC23A_DANRE,Q7SZE5,SC23A_DANRE,sec23a,765,Danio rerio,2:Experimental evidence at transcript level,Protein transport protein Sec23A,1,0.999,17,37,37,37,20,17,20,17,20,17,1569677440,1189470210,
sp|Q7SZF1|CE022_DANRE,Q7SZF1,CE022_DANRE,zgc:56556,439,Danio rerio,2:Experimental evidence at transcript level,UPF0489 protein C5orf22 homolog,1,0.999,4,13,13,13,7,6,7,6,7,6,150868832,123604504,
sp|Q7SZR5|SUMO1_DANRE,Q7SZR5,SUMO1_DANRE,sumo1,100,Danio rerio,3:Protein inferred from homology,Small ubiquitin-related modifier 1,1,0.999,10,46,42,46,25,21,23,19,25,21,4931142100,3855139580,
sp|Q7T070|RHBG_DANRE,Q7T070,RHBG_DANRE,rhbg,459,Danio rerio,2:Experimental evidence at transcript level,Ammonium transporter Rh type B,1,0.999,4,22,22,22,12,10,12,10,12,10,1180455810,997899840,
sp|Q7T163|KDISB_DANRE,Q7T163,KDISB_DANRE,kidins220b,1680,Danio rerio,1:Experimental evidence at protein level,Kinase D-interacting substrate of 220 kDa B,0.9806,0.9813,3,4,4,4,2,2,2,2,2,2,47271468,332312128,
sp|Q7T291|ADPRM_DANRE,Q7T291,ADPRM_DANRE,adprm,322,Danio rerio,1:Experimental evidence at protein level,Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase,0.9599,0.9988,1,1,1,1,0,1,0,1,0,1,0,23839418,
sp|Q7T297|ARB2A_DANRE,Q7T297,ARB2A_DANRE,arb2a,415,Danio rerio,2:Experimental evidence at transcript level,Cotranscriptional regulator ARB2A homolog,1,0.999,11,14,14,14,10,4,10,4,10,4,315665312,114342832,
sp|Q7T2A5|EIF3L_DANRE,Q7T2A5,EIF3L_DANRE,eif3l,576,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit L,1,0.999,30,155,155,155,80,75,80,75,80,75,24976980000,13998074900,
sp|Q7T2B9|MTPN_DANRE,Q7T2B9,MTPN_DANRE,mtpn,118,Danio rerio,3:Protein inferred from homology,Myotrophin,1,0.999,9,79,79,79,44,35,44,35,44,35,7958975000,5785534000,
sp|Q7T312|CCD25_DANRE,Q7T312,CCD25_DANRE,ccdc25,207,Danio rerio,1:Experimental evidence at protein level,Coiled-coil domain-containing protein 25,1,0.999,10,24,24,24,16,8,16,8,16,8,1333876480,1272625020,
sp|Q7T321|KCMF1_DANRE,Q7T321,KCMF1_DANRE,kcmf1,383,Danio rerio,2:Experimental evidence at transcript level,E3 ubiquitin-protein ligase KCMF1,0.9643,0.9989,1,4,4,4,2,2,2,2,2,2,187475248,218761504,
sp|Q7T322|NAA35_DANRE,Q7T322,NAA35_DANRE,naa35,724,Danio rerio,2:Experimental evidence at transcript level,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",0.9903,0.991,3,4,4,4,2,2,2,2,2,2,72247856,29943510,
sp|Q7T326|CISD2_DANRE,Q7T326,CISD2_DANRE,cisd2,135,Danio rerio,2:Experimental evidence at transcript level,CDGSH iron-sulfur domain-containing protein 2,1,0.999,7,11,11,11,6,5,6,5,6,5,507244384,260494688,
sp|Q7T339|CHMP5_DANRE,Q7T339,CHMP5_DANRE,chmp5,220,Danio rerio,2:Experimental evidence at transcript level,Charged multivesicular body protein 5,0.7697,0.9913,1,2,2,2,1,1,1,1,1,1,60258352,39752892,
sp|Q7T347|UFSP2_DANRE,Q7T347,UFSP2_DANRE,ufsp2,401,Danio rerio,2:Experimental evidence at transcript level,Ufm1-specific protease 2,1,0.999,4,6,6,6,4,2,4,2,4,2,114532392,450972960,
sp|Q7T356|143BB_DANRE,Q7T356,143BB_DANRE,ywhabb,242,Danio rerio,2:Experimental evidence at transcript level,14-3-3 protein beta/alpha-B,1,0.999,28,177,79,519,90,87,43,36,257,262,28026988500,24195895300,
sp|Q7T370|CDV3_DANRE,Q7T370,CDV3_DANRE,cdv3,236,Danio rerio,2:Experimental evidence at transcript level,Protein CDV3 homolog,0.9507,0.9826,2,3,3,3,2,1,2,1,2,1,154906528,93046376,
sp|Q7T385|VTC1A_DANRE,Q7T385,VTC1A_DANRE,atp6v1c1a,383,Danio rerio,2:Experimental evidence at transcript level,V-type proton ATPase subunit C 1-A,1,0.999,33,94,71,94,53,41,38,33,53,41,8635276300,3498328830,
sp|Q7T394|LIS1A_DANRE,Q7T394,LIS1A_DANRE,pafah1b1a,410,Danio rerio,2:Experimental evidence at transcript level,Lissencephaly-1 homolog A,1,0.999,36,189,74,189,95,94,35,39,95,94,19630018600,14313891800,
sp|Q7T3A4|RAB13_DANRE,Q7T3A4,RAB13_DANRE,rab13,200,Danio rerio,1:Experimental evidence at protein level,Ras-related protein Rab-13,1,0.9989,9,59,59,59,31,28,31,28,31,28,13279132700,8733948900,
sp|Q7T3B0|EIF3M_DANRE,Q7T3B0,EIF3M_DANRE,eif3m,375,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit M,1,0.999,14,36,36,36,19,17,19,17,19,17,1367221630,873824900,
sp|Q7T3C6|CPSF5_DANRE,Q7T3C6,CPSF5_DANRE,nudt21,228,Danio rerio,2:Experimental evidence at transcript level,Cleavage and polyadenylation specificity factor subunit 5,1,0.999,9,39,39,39,22,17,22,17,22,17,3742713860,2361311490,
sp|Q7T3C7|RT4I1_DANRE,Q7T3C7,RT4I1_DANRE,rtn4ip1,387,Danio rerio,2:Experimental evidence at transcript level,"Reticulon-4-interacting protein 1 homolog, mitochondrial",1,0.999,7,11,11,11,8,3,8,3,8,3,591091780,111042584,
sp|Q7T3E4|DBR1_DANRE,Q7T3E4,DBR1_DANRE,dbr1,568,Danio rerio,1:Experimental evidence at protein level,Lariat debranching enzyme,1,0.999,9,19,19,19,12,7,12,7,12,7,840402110,418982400,
sp|Q7T3E5|KAT3_DANRE,Q7T3E5,KAT3_DANRE,kyat3,450,Danio rerio,2:Experimental evidence at transcript level,Kynurenine--oxoglutarate transaminase 3,1,0.999,20,76,76,76,41,35,41,35,41,35,5932498900,3942820100,
sp|Q7T3E6|BMI1B_DANRE,Q7T3E6,BMI1B_DANRE,bmi1b,324,Danio rerio,2:Experimental evidence at transcript level,Polycomb complex protein BMI-1-B,0.9275,0.9977,1,1,0,1,1,0,0,0,1,0,68704488,0,sp|Q8JIR0|BMI1A_DANRE
sp|Q7T3F7|CHRD1_DANRE,Q7T3F7,CHRD1_DANRE,chordc1,341,Danio rerio,2:Experimental evidence at transcript level,Cysteine and histidine-rich domain-containing protein 1,1,0.999,12,30,30,30,15,15,15,15,15,15,1771741180,1184332420,
sp|Q7T3H1|DCTN2_DANRE,Q7T3H1,DCTN2_DANRE,dctn2,405,Danio rerio,2:Experimental evidence at transcript level,Dynactin subunit 2,1,0.999,13,28,28,28,14,14,14,14,14,14,898099520,558618430,
sp|Q7T3H9|HYI_DANRE,Q7T3H9,HYI_DANRE,hyi,276,Danio rerio,2:Experimental evidence at transcript level,Putative hydroxypyruvate isomerase,1,0.999,13,42,42,42,22,20,22,20,22,20,1843866110,1438893950,
sp|Q7ZSY6|MT2_DANRE,Q7ZSY6,MT2_DANRE,mt2,60,Danio rerio,2:Experimental evidence at transcript level,Metallothionein-2,1,0.9986,4,19,2,19,10,9,1,1,10,9,1694744700,1091450500,
sp|Q7ZT42|SND1_DANRE,Q7ZT42,SND1_DANRE,snd1,897,Danio rerio,2:Experimental evidence at transcript level,Staphylococcal nuclease domain-containing protein 1,1,0.999,71,265,265,265,143,122,143,122,143,122,26422695900,16175709200,
sp|Q7ZT82|RFX1L_DANRE,Q7ZT82,RFX1L_DANRE,rbfox1l,382,Danio rerio,1:Experimental evidence at protein level,RNA binding protein fox-1 homolog 1-like,1,0.999,11,6,6,41,2,4,2,4,18,23,204750128,234240960,
sp|Q7ZTS4|K1C18_DANRE,Q7ZTS4,K1C18_DANRE,krt18,431,Danio rerio,1:Experimental evidence at protein level,"Keratin, type I cytoskeletal 18",1,0.999,60,773,744,818,398,375,385,359,418,400,394389029000,364396675000,
sp|Q7ZTY4|RBBP7_DANRE,Q7ZTY4,RBBP7_DANRE,rbbp7,426,Danio rerio,2:Experimental evidence at transcript level,Histone-binding protein RBBP7,1,0.999,25,63,63,199,34,29,34,29,107,92,6992502300,5001779200,
sp|Q7ZU29|NUP93_DANRE,Q7ZU29,NUP93_DANRE,dye,820,Danio rerio,2:Experimental evidence at transcript level,Nuclear pore complex protein Nup93,1,0.999,17,33,33,33,19,14,19,14,19,14,1928945790,1652121730,
sp|Q7ZU42|OLA1_DANRE,Q7ZU42,OLA1_DANRE,ola1,396,Danio rerio,2:Experimental evidence at transcript level,Obg-like ATPase 1,1,0.999,25,85,85,85,49,36,49,36,49,36,6507989500,3960464900,
sp|Q7ZU80|LNPA_DANRE,Q7ZU80,LNPA_DANRE,lnpka,393,Danio rerio,2:Experimental evidence at transcript level,Endoplasmic reticulum junction formation protein lunapark-A,0.9994,0.9988,2,4,4,4,2,2,2,2,2,2,11704298,29356464,
sp|Q7ZU90|CHD1L_DANRE,Q7ZU90,CHD1L_DANRE,chd1l,1026,Danio rerio,2:Experimental evidence at transcript level,Chromodomain-helicase-DNA-binding protein 1-like,0.9573,0.9888,2,7,7,7,3,4,3,4,3,4,823017790,1259615870,
sp|Q7ZU91|ITPK1_DANRE,Q7ZU91,ITPK1_DANRE,itpk1,396,Danio rerio,2:Experimental evidence at transcript level,Inositol-tetrakisphosphate 1-kinase,0.9759,0.9897,2,2,2,2,2,0,2,0,2,0,85129008,0,
sp|Q7ZU92|PARN_DANRE,Q7ZU92,PARN_DANRE,parn,660,Danio rerio,1:Experimental evidence at protein level,Poly(A)-specific ribonuclease PARN,1,0.999,12,36,36,36,20,16,20,16,20,16,1683777150,1484413180,
sp|Q7ZU99|TERA_DANRE,Q7ZU99,TERA_DANRE,vcp,806,Danio rerio,1:Experimental evidence at protein level,Transitional endoplasmic reticulum ATPase,1,0.999,77,748,748,748,372,376,372,376,372,376,122730684000,103178789000,
sp|Q7ZUB3|TSN31_DANRE,Q7ZUB3,TSN31_DANRE,tspan31,212,Danio rerio,2:Experimental evidence at transcript level,Tetraspanin-31,0.9999,0.9981,4,9,9,9,5,4,5,4,5,4,374781664,516093696,
sp|Q7ZUC2|CAB45_DANRE,Q7ZUC2,CAB45_DANRE,sdf4,356,Danio rerio,2:Experimental evidence at transcript level,45 kDa calcium-binding protein,1,0.999,12,31,31,31,19,12,19,12,19,12,1724105860,887919620,
sp|Q7ZUC7|PGES2_DANRE,Q7ZUC7,PGES2_DANRE,ptges2,377,Danio rerio,2:Experimental evidence at transcript level,Prostaglandin E synthase 2,1,0.999,9,22,22,22,12,10,12,10,12,10,876801790,529655296,
sp|Q7ZUG0|RUXE_DANRE,Q7ZUG0,RUXE_DANRE,snrpe,92,Danio rerio,3:Protein inferred from homology,Small nuclear ribonucleoprotein E,1,0.999,2,15,15,15,6,9,6,9,6,9,1692984060,1754049660,
sp|Q7ZUG5|RS21_DANRE,Q7ZUG5,RS21_DANRE,rps21,81,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS21,1,0.999,9,26,26,26,13,13,13,13,13,13,1852473980,1503690880,
sp|Q7ZUH1|RTRAF_DANRE,Q7ZUH1,RTRAF_DANRE,rtraf,242,Danio rerio,2:Experimental evidence at transcript level,"RNA transcription, translation and transport factor protein",1,0.999,7,16,16,16,7,9,7,9,7,9,308652416,320662848,
sp|Q7ZUH5|RM14_DANRE,Q7ZUH5,RM14_DANRE,mrpl14,141,Danio rerio,2:Experimental evidence at transcript level,Large ribosomal subunit protein uL14m,0.5798,0.968,2,3,3,3,1,2,1,2,1,2,113808264,49769344,
sp|Q7ZUK7|WAC_DANRE,Q7ZUK7,WAC_DANRE,waca,558,Danio rerio,2:Experimental evidence at transcript level,WW domain-containing adapter protein with coiled-coil,0.4907,0.9704,1,2,2,2,0,2,0,2,0,2,0,0,
sp|Q7ZUL9|MGRN1_DANRE,Q7ZUL9,MGRN1_DANRE,mgrn1,529,Danio rerio,2:Experimental evidence at transcript level,Probable E3 ubiquitin-protein ligase MGRN1,0.9512,0.9981,2,2,2,2,2,0,2,0,2,0,143776464,0,
sp|Q7ZUN8|YKT6_DANRE,Q7ZUN8,YKT6_DANRE,ykt6,198,Danio rerio,2:Experimental evidence at transcript level,Synaptobrevin homolog YKT6,1,0.999,8,23,23,23,12,11,12,11,12,11,1360851460,952137540,
sp|Q7ZUP0|AN32A_DANRE,Q7ZUP0,AN32A_DANRE,anp32a,254,Danio rerio,2:Experimental evidence at transcript level,Acidic leucine-rich nuclear phosphoprotein 32 family member A,1,0.999,17,216,216,216,110,106,110,106,110,106,46709252000,35619406000,
sp|Q7ZUQ3|STK3_DANRE,Q7ZUQ3,STK3_DANRE,stk3,492,Danio rerio,2:Experimental evidence at transcript level,Serine/threonine-protein kinase 3,1,0.999,12,23,23,23,15,8,15,8,15,8,1371812100,570093380,
sp|Q7ZUS1|VRK1_DANRE,Q7ZUS1,VRK1_DANRE,vrk1,425,Danio rerio,2:Experimental evidence at transcript level,Serine/threonine-protein kinase VRK1,0.9996,0.9962,4,7,7,7,2,5,2,5,2,5,184150464,203313440,
sp|Q7ZUV0|AN13C_DANRE,Q7ZUV0,AN13C_DANRE,ankrd13c,488,Danio rerio,2:Experimental evidence at transcript level,Ankyrin repeat domain-containing protein 13C,0.993,0.9988,2,4,4,4,1,3,1,3,1,3,70772480,69609328,
sp|Q7ZUV1|PKHF2_DANRE,Q7ZUV1,PKHF2_DANRE,plekhf2,247,Danio rerio,2:Experimental evidence at transcript level,Pleckstrin homology domain-containing family F member 2,0.9964,0.999,2,2,2,2,2,0,2,0,2,0,77745888,0,
sp|Q7ZUV7|EMSY_DANRE,Q7ZUV7,EMSY_DANRE,emsy,1173,Danio rerio,2:Experimental evidence at transcript level,BRCA2-interacting transcriptional repressor EMSY,0.8791,0.9565,3,4,4,4,2,2,2,2,2,2,209150096,31029964,
sp|Q7ZUW2|HYOU1_DANRE,Q7ZUW2,HYOU1_DANRE,hyou1,980,Danio rerio,2:Experimental evidence at transcript level,Hypoxia up-regulated protein 1,1,0.999,51,184,184,184,105,79,105,79,105,79,21033447400,12123027500,
sp|Q7ZUW6|WIPI3_DANRE,Q7ZUW6,WIPI3_DANRE,wdr45b,344,Danio rerio,2:Experimental evidence at transcript level,WD repeat domain phosphoinositide-interacting protein 3,1,0.999,5,6,6,6,5,1,5,1,5,1,148941776,227426.1,
sp|Q7ZUX1|RPC3_DANRE,Q7ZUX1,RPC3_DANRE,polr3c,539,Danio rerio,2:Experimental evidence at transcript level,DNA-directed RNA polymerase III subunit RPC3,0.9767,0.98740000000000006,2,2,2,2,2,0,2,0,2,0,79086128,0,
sp|Q7ZUX3|WIPI4_DANRE,Q7ZUX3,WIPI4_DANRE,wdr45,358,Danio rerio,2:Experimental evidence at transcript level,WD repeat domain phosphoinositide-interacting protein 4,1,0.999,10,23,23,23,11,12,11,12,11,12,644150400,501264576,
sp|Q7ZUX6|DOHH_DANRE,Q7ZUX6,DOHH_DANRE,dohh,305,Danio rerio,2:Experimental evidence at transcript level,Deoxyhypusine hydroxylase,0.9669,0.999,1,1,1,1,1,0,1,0,1,0,31777160,0,
sp|Q7ZUY3|H2AX_DANRE,Q7ZUY3,H2AX_DANRE,h2ax,142,Danio rerio,2:Experimental evidence at transcript level,Histone H2AX,1,0.999,9,111,89,111,59,52,48,41,59,52,53893095000,37140021000,
sp|Q7ZUZ0|CSN8_DANRE,Q7ZUZ0,CSN8_DANRE,cops8,191,Danio rerio,2:Experimental evidence at transcript level,COP9 signalosome complex subunit 8,1,0.999,4,10,10,10,4,6,4,6,4,6,923860930,739725700,
sp|Q7ZV00|OTU6B_DANRE,Q7ZV00,OTU6B_DANRE,otud6b,293,Danio rerio,2:Experimental evidence at transcript level,Deubiquitinase OTUD6B,1,0.9986,6,10,10,10,7,3,7,3,7,3,702612990,573909180,
sp|Q7ZV03|VP26B_DANRE,Q7ZV03,VP26B_DANRE,vps26b,331,Danio rerio,2:Experimental evidence at transcript level,Vacuolar protein sorting-associated protein 26B,1,0.999,16,29,10,38,19,10,7,3,24,14,1514075140,777599870,
sp|Q7ZV15|S22BA_DANRE,Q7ZV15,S22BA_DANRE,sec22ba,215,Danio rerio,2:Experimental evidence at transcript level,Vesicle-trafficking protein SEC22b-A,0.9873,0.9934,5,3,3,7,2,1,2,1,4,3,130580208,49329436,
sp|Q7ZV22|MTAP_DANRE,Q7ZV22,MTAP_DANRE,mtap,280,Danio rerio,2:Experimental evidence at transcript level,S-methyl-5'-thioadenosine phosphorylase,1,0.999,22,147,147,147,78,69,78,69,78,69,15512020000,11656609800,
sp|Q7ZV34|MCTS1_DANRE,Q7ZV34,MCTS1_DANRE,mcts1,181,Danio rerio,2:Experimental evidence at transcript level,Malignant T-cell-amplified sequence 1,1,0.999,6,21,21,21,10,11,10,11,10,11,1026426750,586584900,
sp|Q7ZV43|TOLIP_DANRE,Q7ZV43,TOLIP_DANRE,tollip,276,Danio rerio,2:Experimental evidence at transcript level,Toll-interacting protein,1,0.999,3,12,12,12,5,7,5,7,5,7,201286320,257832992,
sp|Q7ZV50|MAGT1_DANRE,Q7ZV50,MAGT1_DANRE,magt1,328,Danio rerio,1:Experimental evidence at protein level,Magnesium transporter protein 1,0.9662,0.999,1,2,2,2,1,1,1,1,1,1,26080986,23230706,
sp|Q7ZV55|EIF3I_DANRE,Q7ZV55,EIF3I_DANRE,eif3i,325,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit I,1,0.999,21,102,102,102,46,56,46,56,46,56,15824804900,10714308600,
sp|Q7ZV60|BCS1_DANRE,Q7ZV60,BCS1_DANRE,bcs1l,420,Danio rerio,2:Experimental evidence at transcript level,Mitochondrial chaperone BCS1,0.9988,0.9975,4,5,5,5,4,1,4,1,4,1,126388224,12245660,
sp|Q7ZV68|VPS29_DANRE,Q7ZV68,VPS29_DANRE,vps29,182,Danio rerio,2:Experimental evidence at transcript level,Vacuolar protein sorting-associated protein 29,1,0.999,16,66,66,66,38,28,38,28,38,28,8735710200,5411973100,
sp|Q7ZV80|SPF30_DANRE,Q7ZV80,SPF30_DANRE,smndc1,237,Danio rerio,2:Experimental evidence at transcript level,Survival of motor neuron-related-splicing factor 30,1,0.999,7,14,14,14,8,6,8,6,8,6,915200830,430827360,
sp|Q7ZV82|RL27_DANRE,Q7ZV82,RL27_DANRE,rpl27,136,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL27,1,0.999,9,111,111,111,55,56,55,56,55,56,14953621500,14676752400,
sp|Q7ZV96|RL10_DANRE,Q7ZV96,RL10_DANRE,rpl10,215,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein uL16,1,0.999,14,31,31,31,14,17,14,17,14,17,1133113860,2022654850,
sp|Q7ZVA0|SMU1_DANRE,Q7ZVA0,SMU1_DANRE,smu1,513,Danio rerio,2:Experimental evidence at transcript level,WD40 repeat-containing protein SMU1,1,0.999,16,37,37,37,23,14,23,14,23,14,2287872260,1726739070,
sp|Q7ZVA6|IF4A3_DANRE,Q7ZVA6,IF4A3_DANRE,eif4a3,406,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic initiation factor 4A-III,1,0.999,33,155,155,155,84,71,84,71,84,71,14410578900,9409459200,
sp|Q7ZVB1|CHM1B_DANRE,Q7ZVB1,CHM1B_DANRE,chmp1b,199,Danio rerio,2:Experimental evidence at transcript level,Charged multivesicular body protein 1b,0.9999,0.9984,4,7,7,7,4,3,4,3,4,3,456193568,488235552,
sp|Q7ZVB2|A9A1A_DANRE,Q7ZVB2,A9A1A_DANRE,aldh9a1a,508,Danio rerio,2:Experimental evidence at transcript level,4-trimethylaminobutyraldehyde dehydrogenase A,1,0.999,43,393,372,393,190,203,180,192,190,203,57368068000,47270425000,
sp|Q7ZVC4|CHM4B_DANRE,Q7ZVC4,CHM4B_DANRE,chmp4b,220,Danio rerio,2:Experimental evidence at transcript level,Charged multivesicular body protein 4b,0.9999,0.999,3,2,2,4,2,0,2,0,3,1,175428640,0,
sp|Q7ZVE0|GAR1_DANRE,Q7ZVE0,GAR1_DANRE,gar1,226,Danio rerio,2:Experimental evidence at transcript level,H/ACA ribonucleoprotein complex subunit 1,0.4807,0.9693,2,1,1,3,1,0,1,0,1,2,34606720,0,
sp|Q7ZVE3|TIGRB_DANRE,Q7ZVE3,TIGRB_DANRE,tigarb,257,Danio rerio,1:Experimental evidence at protein level,"Fructose-2,6-bisphosphatase TIGAR B",0.9998,0.999,3,5,5,5,3,2,3,2,3,2,117420840,84853344,
sp|Q7ZVE6|PLGT2_DANRE,Q7ZVE6,PLGT2_DANRE,poglut2,500,Danio rerio,2:Experimental evidence at transcript level,Protein O-glucosyltransferase 2,0.9994,0.9979,4,7,7,7,6,1,6,1,6,1,196653248,36501632,
sp|Q7ZVF3|SDHA_DANRE,Q7ZVF3,SDHA_DANRE,sdha,661,Danio rerio,2:Experimental evidence at transcript level,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",1,0.999,38,228,228,228,124,104,124,104,124,104,38158881000,25799432200,
sp|Q7ZVF9|ACTB2_DANRE,Q7ZVF9,ACTB2_DANRE,actbb,375,Danio rerio,1:Experimental evidence at protein level,"Actin, cytoplasmic 2",1,0.999,35,1739,55,1739,865,874,26,29,865,874,659437780000,540566880000,
sp|Q7ZVG6|SIAH1_DANRE,Q7ZVG6,SIAH1_DANRE,siah1,282,Danio rerio,2:Experimental evidence at transcript level,E3 ubiquitin-protein ligase Siah1,0.9939,0.9982,2,4,2,4,3,1,2,0,3,1,54056296,27591442,
sp|Q7ZVI7|ACTB1_DANRE,Q7ZVI7,ACTB1_DANRE,actba,375,Danio rerio,1:Experimental evidence at protein level,"Actin, cytoplasmic 1",1,0.999,35,57,57,1741,31,26,31,26,870,871,3241450750,1457117570,
sp|Q7ZVJ6|QTRT2_DANRE,Q7ZVJ6,QTRT2_DANRE,qtrt2,416,Danio rerio,2:Experimental evidence at transcript level,Queuine tRNA-ribosyltransferase accessory subunit 2,0.9963,0.999,2,4,4,4,2,2,2,2,2,2,141566144,80325456,
sp|Q7ZVK3|SIR2_DANRE,Q7ZVK3,SIR2_DANRE,sirt2,379,Danio rerio,1:Experimental evidence at protein level,NAD-dependent protein deacetylase sirtuin-2,1,0.999,7,22,22,22,13,9,13,9,13,9,712674940,336643488,
sp|Q7ZVK4|VPS36_DANRE,Q7ZVK4,VPS36_DANRE,vps36,382,Danio rerio,2:Experimental evidence at transcript level,Vacuolar protein-sorting-associated protein 36,1,0.999,9,17,17,17,12,5,12,5,12,5,399053952,132487720,
sp|Q7ZVN5|SRP54_DANRE,Q7ZVN5,SRP54_DANRE,srp54,504,Danio rerio,2:Experimental evidence at transcript level,Signal recognition particle subunit SRP54,1,0.999,13,22,22,22,13,9,13,9,13,9,863259900,622069440,
sp|Q7ZVN7|MED15_DANRE,Q7ZVN7,MED15_DANRE,med15,809,Danio rerio,2:Experimental evidence at transcript level,Mediator of RNA polymerase II transcription subunit 15,0.9997,0.9989,2,2,2,2,2,0,2,0,2,0,68683536,0,
sp|Q7ZVQ8|NS1BB_DANRE,Q7ZVQ8,NS1BB_DANRE,ivns1abpb,640,Danio rerio,2:Experimental evidence at transcript level,Influenza virus NS1A-binding protein homolog B,0.569,0.9783,3,1,1,5,1,0,1,0,3,2,313210.6,0,
sp|Q7ZVR1|WDR75_DANRE,Q7ZVR1,WDR75_DANRE,wdr75,832,Danio rerio,2:Experimental evidence at transcript level,WD repeat-containing protein 75,1,0.999,5,8,8,8,5,3,5,3,5,3,117343280,25280364,
sp|Q7ZVR6|MYNN_DANRE,Q7ZVR6,MYNN_DANRE,mynn,810,Danio rerio,2:Experimental evidence at transcript level,Myoneurin,1,0.9989,5,9,9,9,5,4,5,4,5,4,168052768,197874352,
sp|Q7ZVR8|ESRP2_DANRE,Q7ZVR8,ESRP2_DANRE,esrp2,736,Danio rerio,2:Experimental evidence at transcript level,Epithelial splicing regulatory protein 2,1,0.999,7,9,9,9,7,2,7,2,7,2,247758976,47153456,
sp|Q7ZVT5|ROGDI_DANRE,Q7ZVT5,ROGDI_DANRE,rogdi,284,Danio rerio,2:Experimental evidence at transcript level,Protein rogdi homolog,1,0.999,6,14,14,14,9,5,9,5,9,5,767354690,490050816,
sp|Q7ZVW9|ARGLB_DANRE,Q7ZVW9,ARGLB_DANRE,arglu1b,269,Danio rerio,2:Experimental evidence at transcript level,Arginine and glutamate-rich protein 1-B,0.981,0.9983,6,7,3,10,4,3,2,1,6,4,237217216,196667584,
sp|Q7ZVX6|UBA3_DANRE,Q7ZVX6,UBA3_DANRE,uba3,462,Danio rerio,2:Experimental evidence at transcript level,NEDD8-activating enzyme E1 catalytic subunit,1,0.999,23,53,53,53,36,17,36,17,36,17,2697553410,1450148740,
sp|Q7ZVY5|CISY_DANRE,Q7ZVY5,CISY_DANRE,cs,468,Danio rerio,2:Experimental evidence at transcript level,"Citrate synthase, mitochondrial",1,0.999,30,463,463,463,246,217,246,217,246,217,102499246000,59519967000,
sp|Q7ZVZ6|PREP_DANRE,Q7ZVZ6,PREP_DANRE,pitrm1,1023,Danio rerio,2:Experimental evidence at transcript level,"Presequence protease, mitochondrial",1,0.999,45,127,127,127,73,54,73,54,73,54,8462264300,5930450900,
sp|Q7ZW16|RNF41_DANRE,Q7ZW16,RNF41_DANRE,rnf41,318,Danio rerio,2:Experimental evidence at transcript level,E3 ubiquitin-protein ligase NRDP1,1,0.999,5,9,9,9,6,3,6,3,6,3,239554816,77404032,
